mode,lmpc_td3_rmse_gap,of_td3_rmse_gap,lmpc_td3_reward_gap,of_td3_reward_gap,lmpc_td3_du_ratio,of_td3_du_ratio
nominal,0.16701329991402003,0.0008168999575640101,-2.762833383789233,-0.0863056816149892,1.9607932516867046,1.0115439650873077
disturb,0.15938409840766277,0.0025112573060638854,-4.67819844739965,-0.010953692184911379,4.512746751027619,0.9857235929814593
