pct_exact_bounded,pct_exact_unbounded_fallback_bounded_ls,pct_exact_unsolved_fallback_bounded_ls,pct_failed,pct_exact_solutions_inside_bounds,avg_exact_bound_violation_inf,max_exact_bound_violation_inf,avg_bounded_residual_norm,max_bounded_residual_norm,avg_us_exact_minus_us_bounded_inf,max_us_exact_minus_us_bounded_inf,avg_xs_exact_minus_xs_bounded_inf,max_xs_exact_minus_xs_bounded_inf
8.5625,91.4375,0.0,0.0,8.5625,121.69671312361413,1194.940372013606,0.6357129808274482,6.288032137815519,129.97650518708426,1202.5131567379533,32.77440238254573,364.8173472493514
