k,residual_dyn_norm,residual_out_norm,residual_total_norm,exact_solution,used_lstsq,solver_mode,requested_mode_fallback,u_applied_minus_u_s_norm,u_applied_minus_u_s_phys_norm,y_current_minus_y_s_norm,y_current_minus_y_s_phys_norm,y_s_minus_y_sp_norm,xhat_minus_x_s_norm,dhat_minus_d_s_norm,rhs_output_norm,u_s_dev_norm,x_s_norm,reduced_rhs_exact_residual_norm,exact_solve_success,exact_within_bounds,exact_bound_violation_inf,exact_eq_residual_state_inf,exact_eq_residual_output_inf,bounded_solve_success,bounded_residual_norm,box_solve_mode,us_exact_minus_us_bounded_inf,xs_exact_minus_xs_bounded_inf,reduced_rhs_bounded_residual_norm
10,2.7755575615628914e-17,1.7763568394002505e-15,2.006715414628752e-15,True,False,stacked_exact,False,784.6294899631187,31385.179598524748,2.0807474637638306,0.5699573420547738,1.7763568394002505e-15,164.96225991012852,0.0,3.1192855903438876,785.7266523073298,245.49828508410005,4.440892098500626e-16,True,False,701.7456355485757,2.7755575615628914e-17,1.7763568394002505e-15,True,2.96087544766012,exact_unbounded_fallback_bounded_ls,701.7456355485757,167.7610659983317,2.96087544766012
11,1.7873309810489105e-15,8.881784197001252e-16,2.0957672199414186e-15,True,False,stacked_exact,False,762.3615222252896,30494.46088901158,2.0027746333959517,0.6101898733101089,8.881784197001252e-16,154.27411890803583,0.0,3.1447085143258318,763.5160896976872,237.38539449810042,4.440892098500626e-16,True,False,685.1784765321545,1.7763568394002505e-15,8.881784197001252e-16,True,2.975343906368848,exact_unbounded_fallback_bounded_ls,685.1784765321545,163.8004795459685,2.975343906368848
12,4.163336342344337e-17,2.6645352591003757e-15,2.7337121896927994e-15,True,False,stacked_exact,False,738.7855978979984,29551.423915919935,1.934511734809334,0.6589340648039979,2.6645352591003757e-15,144.4209722533953,0.0,3.1585793782467273,739.9937202948003,229.0095130883437,9.930136612989092e-16,True,False,666.9475044119349,4.163336342344337e-17,2.6645352591003757e-15,True,2.9799517464721994,exact_unbounded_fallback_bounded_ls,666.9475044119389,159.44213777347946,2.9799517464721994
13,3.122502256758253e-17,4.440892098500626e-16,8.577020047153886e-16,True,False,stacked_exact,False,714.5283956444139,28581.135825776557,1.8772894588627378,0.71319660422757,4.440892098500626e-16,135.56732980442825,0.0,3.161057126777107,715.7868175266332,220.56384683940198,4.440892098500626e-16,True,False,647.6389400861907,3.122502256758253e-17,4.440892098500626e-16,True,2.9746177889129024,exact_unbounded_fallback_bounded_ls,647.6389400861907,154.82618411435524,2.9746177889129024
14,5.551115123125783e-17,4.440892098500626e-16,7.569285852754829e-16,True,False,stacked_exact,False,690.1246114874529,27604.98445949811,1.831756250403795,0.7704071812263199,4.440892098500626e-16,127.82630557301678,0.0,3.1525409951164787,691.4306422534141,212.21088037933418,9.155133597044475e-16,True,False,627.7604742406861,5.551115123125783e-17,4.440892098500626e-16,True,2.9595421226291108,exact_unbounded_fallback_bounded_ls,627.7604742406863,150.07398837316435,2.9595421226291108
15,4.512015427543253e-16,9.155133597044475e-16,1.010142048420936e-15,True,False,stacked_exact,False,666.0182270525089,26640.72908210035,1.797874055176787,0.8284998115846474,8.881784197001252e-16,121.2574577023929,0.0,3.133617285521524,667.3698768286959,204.0830030382595,4.440892098500626e-16,True,False,607.7420065764287,4.440892098500626e-16,8.881784197001252e-16,True,2.935145414610236,exact_unbounded_fallback_bounded_ls,607.7420065764287,145.28832344717776,2.935145414610236
16,1.734723475976807e-17,8.881784197001252e-16,9.4459218993171e-16,True,False,stacked_exact,False,642.5662248891643,25702.648995566567,1.7749826493032401,0.8858746666033264,8.881784197001252e-16,115.86975615928071,0.0,3.104995104572985,643.9622944326543,196.28411829834403,4.440892098500626e-16,True,False,587.9375509033963,1.734723475976807e-17,8.881784197001252e-16,True,2.901999977592324,exact_unbounded_fallback_bounded_ls,587.9375509033968,140.55382076284354,2.901999977592324
17,2.7755575615628914e-17,8.881784197001252e-16,9.748415954169357e-16,True,False,stacked_exact,False,620.0461404950222,24801.845619800886,1.7619220505844764,0.9413213043886243,8.881784197001252e-16,111.62661147057659,0.0,3.067487969125749,621.4860523892675,188.89217642193074,4.440892098500626e-16,True,False,568.6310501453247,2.7755575615628914e-17,8.881784197001252e-16,True,2.860805942823559,exact_unbounded_fallback_bounded_ls,568.6310501453247,135.93836042536694,2.860805942823559
18,3.122502256758253e-17,8.881784197001252e-16,9.147461423966105e-16,True,False,stacked_exact,False,598.6641557322824,23946.566229291297,1.7571895031856142,0.9939379591845868,8.881784197001252e-16,108.45448659519484,0.0,3.0219957972288776,600.1479723573924,181.96207956104132,4.965068306494546e-16,True,False,550.0429208215261,3.122502256758253e-17,8.881784197001252e-16,True,2.8123692525864734,exact_unbounded_fallback_bounded_ls,550.0429208215282,131.49463575889683,2.8123692525864734
19,5.204170427930421e-17,1.3322676295501878e-15,1.3390586624983946e-15,True,False,stacked_exact,False,578.5625502139472,23142.50200855788,1.759108948408721,1.0430682064764725,1.3322676295501878e-15,106.25521436620542,0.0,2.9694523817831393,580.09080756836,175.52848808419918,0.0,True,False,532.3350966689416,5.204170427930421e-17,1.3322676295501878e-15,True,2.75754732134739,exact_unbounded_fallback_bounded_ls,532.3350966689417,127.26135904741909,2.75754732134739
20,2.42861286636753e-17,8.881784197001252e-16,9.725591935311719e-16,True,False,stacked_exact,False,559.8286835715309,22393.14734286123,1.7659793983775196,1.0882474122366854,8.881784197001252e-16,104.91681237794042,0.0,2.910816198567724,561.4023736602828,169.608905075415,4.440892098500626e-16,True,False,515.6186831018016,2.42861286636753e-17,8.881784197001252e-16,True,2.6972367778394464,exact_unbounded_fallback_bounded_ls,515.6186831021168,123.26509142910002,2.6972367778394464
21,4.451856111102413e-16,4.965068306494546e-16,7.225157762693428e-16,True,False,stacked_exact,False,542.5030278751873,21700.12111500749,1.7761933042080178,1.1291654943889484,4.440892098500626e-16,104.32415986279427,0.0,2.8470360580989587,544.123470745149,164.20650194881998,4.965068306494546e-16,True,False,499.9602117441526,4.440892098500626e-16,4.440892098500626e-16,True,2.6323376331908963,exact_unbounded_fallback_bounded_ls,499.9602117441739,119.52173812009178,2.6323376331908963
22,3.469446951953614e-18,9.155133597044475e-16,9.60424904804846e-16,True,False,stacked_exact,False,526.588198039376,21063.52792157504,1.7883127582547609,1.165635977930107,8.881784197001252e-16,104.36545505897651,0.0,2.779055703556607,528.2569212360977,159.3130063047721,4.965068306494546e-16,True,False,485.38975214677447,3.469446951953614e-18,8.881784197001252e-16,True,2.5637553082805313,exact_unbounded_fallback_bounded_ls,485.3897521467758,116.03848762258878,2.5637553082805313
23,4.441027621704298e-16,9.155133597044475e-16,1.0262000071385337e-15,True,False,stacked_exact,False,512.0565552999162,20482.262211996647,1.8011100549011694,1.197572019795414,8.881784197001252e-16,104.93667429263559,0.0,2.707799883707427,513.7751520354091,154.9111955119137,8.881784197001252e-16,True,False,471.9075490254341,4.440892098500626e-16,8.881784197001252e-16,True,2.492385153401536,exact_unbounded_fallback_bounded_ls,471.9075490254341,112.81539843889304,2.492385153401536
24,4.449557262054371e-16,0.0,5.60433513131102e-16,True,False,stacked_exact,False,498.8568860411069,19954.275441644273,1.8135794659747992,1.2249667684541672,0.0,105.9434586466153,0.0,2.6341614609010784,500.6269032365053,150.97705603698083,0.0,True,False,459.4900537186208,4.440892098500626e-16,0.0,True,2.4190981080854503,exact_unbounded_fallback_bounded_ls,459.4900537186214,109.84684096710814,2.4190981080854503
25,9.956829193751805e-16,9.155133597044475e-16,1.1302947801947879e-15,True,False,stacked_exact,False,486.9199722658173,19476.79889063269,1.8249302882362355,1.2478780545725867,8.881784197001252e-16,107.3013611778735,0.0,2.5589861718661018,488.742904561173,147.4815908771432,4.440892098500626e-16,True,False,448.09510654456903,8.881784197001252e-16,8.881784197001252e-16,True,2.3447242218533577,exact_unbounded_fallback_bounded_ls,448.09510654456903,107.12273640831124,2.3447242218533577
26,6.418476861114186e-17,4.440892098500626e-16,4.671131112589522e-16,True,False,stacked_exact,False,476.1638370847152,19046.55348338861,1.8345702745632195,1.266418097401709,4.440892098500626e-16,108.93483092088812,0.0,2.4830651896473124,478.0409806417721,144.39237510484983,8.881784197001252e-16,True,False,437.66680622090394,6.418476861114186e-17,4.440892098500626e-16,True,2.270043761357617,exact_unbounded_fallback_bounded_ls,437.6668062209658,104.62972086219983,2.270043761357617
27,8.847089727481716e-17,9.930136612989092e-16,1.065778299952186e-15,True,False,stacked_exact,False,466.49866603735734,18659.94664149429,1.842078743398411,1.2807411565988518,9.930136612989092e-16,110.77509354716028,0.0,2.4071465826043905,468.4310934886967,141.67496495129512,4.965068306494546e-16,True,False,428.14067577164167,8.847089727481716e-17,8.881784197001252e-16,True,2.1957963445572166,exact_unbounded_fallback_bounded_ls,428.14067577164167,102.35238030165827,2.195796344557217
28,4.163336342344337e-17,4.440892098500626e-16,4.530998626379083e-16,True,False,stacked_exact,False,457.829655425932,18313.186217037277,1.847181066248527,1.2910355178162263,4.440892098500626e-16,112.75971468980273,0.0,2.331913314952377,459.81819891311545,139.29382020072367,4.965068306494546e-16,True,False,419.44627884722456,4.163336342344337e-17,4.440892098500626e-16,True,2.1226579820543896,exact_unbounded_fallback_bounded_ls,419.44627884724827,100.27387603692047,2.12265798205439
29,6.938893903907228e-18,0.0,9.040420551559774e-17,True,False,stacked_exact,False,450.0599927591589,18002.399710366353,1.8497233369612671,1.2975164947577242,0.0,114.83151303198305,0.0,2.2579819347163093,452.10519245896586,137.21314023729389,0.0,True,False,411.51022869325146,6.938893903907228e-18,0.0,True,2.051237890315136,exact_unbounded_fallback_bounded_ls,411.5102286932543,98.37666404698129,2.051237890315136
30,5.204170427930421e-18,1.3506446028928519e-15,1.3994343510285375e-15,True,False,stacked_exact,False,443.0931386599332,17723.725546397327,1.8496472888303472,1.3004187533476652,1.3322676295501878e-15,116.93784064223513,0.0,2.1859017321543424,445.1952851977593,135.39753511841903,6.661338147750939e-16,True,False,404.25862870793515,5.204170427930421e-18,1.3322676295501878e-15,True,1.9820756650843576,exact_unbounded_fallback_bounded_ls,404.2586287079352,96.64307842549093,1.9820756650843576
31,6.765421556309548e-17,4.965068306494546e-16,5.350699026709258e-16,True,False,stacked_exact,False,436.8341547580073,17473.366190320292,1.8469708083886436,1.2999920868277184,4.440892098500626e-16,119.03080113455889,0.0,2.116141089251028,438.9933194776785,133.8124674015358,3.1401849173675503e-16,True,False,397.6182424198799,6.765421556309548e-17,4.440892098500626e-16,True,1.9156264544237722,exact_unbounded_fallback_bounded_ls,397.6182424198799,95.05561107850271,1.9156264544237722
32,6.591949208711867e-17,2.220446049250313e-16,3.141896781438233e-16,True,False,stacked_exact,False,431.191472574528,17247.65890298112,1.84176951811405,1.2964964904668752,0.0,121.06671350650184,0.0,2.0490946065982634,433.40749740838044,132.4247158286402,0.0,True,False,391.5183270623727,6.591949208711867e-17,2.220446049250313e-16,True,1.8522658899071223,exact_unbounded_fallback_bounded_ls,391.5183270623742,93.59735006334901,1.8522658899071223
33,8.902512316785585e-16,2.220446049250313e-16,9.100607828044454e-16,True,False,stacked_exact,False,426.07781568416044,17043.11262736642,1.8341605682352855,1.2901972132298203,0.0,123.00619600132681,0.0,1.985081020723212,428.3503586088836,131.20268160732255,3.1401849173675503e-16,True,False,385.891547809991,8.881784197001252e-16,2.220446049250313e-16,True,1.7922865227539821,exact_unbounded_fallback_bounded_ls,385.8915478100582,92.2521981483422,1.7922865227539821
34,1.0061396160665481e-16,2.220446049250313e-16,4.079185782415591e-16,True,False,stacked_exact,False,421.41065584580105,16856.42623383204,1.8242901447650044,1.2813612772261678,0.0,124.81456131251313,0.0,1.9243365920900086,423.73919454044415,130.1165692746388,2.220446049250313e-16,True,False,380.67421516862856,1.0061396160665481e-16,2.220446049250313e-16,True,1.7358906030982886,exact_unbounded_fallback_bounded_ls,380.67421516966937,91.00492956399926,1.7358906030982886
35,6.938893903907228e-18,3.1401849173675503e-16,3.9746597633997837e-16,True,False,stacked_exact,False,417.11265622584926,16684.50624903397,1.8123221770254179,1.2702534263819651,2.220446049250313e-16,126.46179231924721,0.0,1.8670179732061623,419.49656055909435,129.13855397307557,0.0,True,False,375.806721102372,6.938893903907228e-18,2.220446049250313e-16,True,1.6831923584432458,exact_unbounded_fallback_bounded_ls,375.8067211028724,89.8412942636556,1.6831923584432458
36,2.6020852139652106e-17,4.440892098500626e-16,5.780145909620465e-16,True,False,stacked_exact,False,413.1118182131185,16524.472728524743,1.7984310836745145,1.2571343007712314,4.440892098500626e-16,127.92279890517327,0.0,1.813200596115115,415.5503642062064,128.24286389076582,0.0,True,False,371.2334362930222,2.6020852139652106e-17,4.440892098500626e-16,True,1.634217049579759,exact_unbounded_fallback_bounded_ls,371.2334362930644,88.74799336381086,1.634217049579759
37,8.886119947416683e-16,0.0,1.2054759487355386e-15,True,False,stacked_exact,False,409.3420330951025,16373.6813238041,1.782794312843161,1.2422573205906446,0.0,129.17695653018973,0.0,1.7628914686093315,411.8343766983556,127.4059044929159,6.661338147750939e-16,True,False,366.9032455478199,8.881784197001252e-16,0.0,True,1.5889138959786417,exact_unbounded_fallback_bounded_ls,366.9032455478213,87.71280713877618,1.5889138959786417
38,2.0816681711721685e-17,2.220446049250313e-16,3.4970875943193756e-16,True,False,stacked_exact,False,405.74283888143515,16229.713555257407,1.7655861528377872,1.2258654391509387,0.0,130.20820703126267,0.0,1.7160318672931232,408.2881342702038,126.60627126042972,4.440892098500626e-16,True,False,362.7692895346813,2.0816681711721685e-17,2.220446049250313e-16,True,1.547160641377916,exact_unbounded_fallback_bounded_ls,362.7692895346813,86.72453327938491,1.547160641377916
39,0.0,2.220446049250313e-16,2.698529083887208e-16,True,False,stacked_exact,False,402.25922861755674,16090.36914470227,1.7469762607785548,1.208191403836602,2.220446049250313e-16,131.00527684960562,0.0,1.672498321601395,404.8565776651999,125.8247054122458,2.220446049250313e-16,True,False,358.7883872096205,0.0,2.220446049250313e-16,True,1.5087676857422294,exact_unbounded_fallback_bounded_ls,358.7883872096205,85.77284881730006,1.5087676857422294
40,1.214306433183765e-17,1.3506446028928519e-15,1.3708914109482704e-15,True,False,stacked_exact,False,398.84217213697747,15953.6868854791,1.7271251091719275,1.1894547054023492,1.3322676295501878e-15,131.56063936167251,0.0,1.6321264707386034,401.4906308945883,125.04416723801333,2.220446049250313e-16,True,False,354.9218341551085,1.214306433183765e-17,1.3322676295501878e-15,True,1.4735025657361742,exact_unbounded_fallback_bounded_ls,354.9218341551085,84.8485009777058,1.4735025657361742
41,2.2551405187698492e-17,8.881784197001252e-16,9.216625135996613e-16,True,False,stacked_exact,False,395.44799283271186,15817.919713308474,1.7061827349343892,1.1698607185093348,8.881784197001252e-16,131.87080356964054,0.0,1.594711407966187,398.1466486049164,124.2497357167773,6.661338147750939e-16,True,False,351.13464041708346,2.2551405187698492e-17,8.881784197001252e-16,True,1.4410941538844895,exact_unbounded_fallback_bounded_ls,351.13464041708613,83.9431249747098,1.4410941538844895
42,5.898059818321144e-17,2.220446049250313e-16,3.553065192885596e-16,True,False,stacked_exact,False,392.0383387700465,15681.533550801862,1.6842884573972012,1.1496004643471522,2.220446049250313e-16,131.9359108541029,0.0,1.5600194892369605,394.78629175665134,123.42854862351673,4.965068306494546e-16,True,False,347.39543836070453,5.898059818321144e-17,2.220446049250313e-16,True,1.4112468520061539,exact_unbounded_fallback_bounded_ls,347.395438360842,83.04922198313892,1.4112468520061539
43,8.847089727481716e-17,4.440892098500626e-16,5.378851136308433e-16,True,False,stacked_exact,False,388.58021934515335,15543.208773806135,1.6615698888470603,1.128849496597821,4.440892098500626e-16,131.7591259282419,0.0,1.5278029370504904,391.37655300477775,122.56975371036567,7.021666937153402e-16,True,False,343.67664144923526,8.847089727481716e-17,4.440892098500626e-16,True,1.3836565458146648,exact_unbounded_fallback_bounded_ls,343.67664145294594,82.16019709734503,1.3836565458146648
44,3.469446951953614e-17,2.220446049250313e-16,3.8661572272422537e-16,True,False,stacked_exact,False,385.0455781878194,15401.823127512776,1.6381428901365882,1.1077673334076295,2.220446049250313e-16,131.3464907608785,0.0,1.4978057215933047,387.889374084616,121.66439379826723,4.440892098500626e-16,True,False,339.9540541157269,3.469446951953614e-17,2.220446049250313e-16,True,1.3580186969090082,exact_unbounded_fallback_bounded_ls,339.9540541157269,81.2702660620411,1.3580186969090082
45,1.734723475976807e-17,4.440892098500626e-16,6.153804077922877e-16,True,False,stacked_exact,False,381.4109482349073,15256.437929396294,1.6141123594289644,1.0864975221874678,4.440892098500626e-16,130.70666442900367,0.0,1.4697700305935064,384.3012970553292,120.70528580150419,3.3306690738754696e-16,True,False,336.20656856283875,1.734723475976807e-17,4.440892098500626e-16,True,1.3340363485770876,exact_unbounded_fallback_bounded_ls,336.20656856283875,80.37438279705378,1.3340363485770876
46,8.891536662303994e-16,4.440892098500626e-16,7.767866553404286e-16,True,False,stacked_exact,False,377.65726522456293,15106.29060898252,1.58957325407543,1.0651679525786812,4.440892098500626e-16,129.85047298078572,0.0,1.4434445258589599,380.5932716180031,119.6869174083002,1.1102230246251565e-16,True,False,332.41610497990854,8.881784197001252e-16,4.440892098500626e-16,True,1.311428744555867,exact_unbounded_fallback_bounded_ls,332.41610497990854,79.46822509675954,1.311428744555867
47,2.42861286636753e-17,2.220446049250313e-16,3.453944054646398e-16,True,False,stacked_exact,False,373.7697237693962,14950.788950775848,1.5646115524065924,1.0438911999800515,2.220446049250313e-16,128.79046915103555,0.0,1.4185911918927012,376.7504819188988,118.60534576548116,2.220446049250313e-16,True,False,328.56758920020377,2.42861286636753e-17,2.220446049250313e-16,True,1.2899379100947643,exact_unbounded_fallback_bounded_ls,328.56758920020377,78.54818929317385,1.2899379100947643
48,8.882394039786704e-16,2.220446049250313e-16,7.776041415069387e-16,True,False,stacked_exact,False,369.7375029788831,14789.500119155326,1.5393051160457354,1.0227648447555784,2.220446049250313e-16,127.54059537097272,0.0,1.394989334834414,372.76209931863906,117.45808402520753,2.220446049250313e-16,True,False,324.64883553457446,8.881784197001252e-16,2.220446049250313e-16,True,1.269332212117246,exact_unbounded_fallback_bounded_ls,324.64883553457446,77.61136224498435,1.269332212117246
49,5.377642775528102e-17,3.1401849173675503e-16,3.379081636890612e-16,True,False,stacked_exact,False,365.5533711363566,14622.134845454264,1.5137250023180975,1.0018723343266671,2.220446049250313e-16,126.11594471308943,0.0,1.372436940827191,368.6209519182021,116.24397429399033,3.3306690738754696e-16,True,False,320.65032043676223,5.377642775528102e-17,2.220446049250313e-16,True,1.2494073003320367,exact_unbounded_fallback_bounded_ls,320.65032043676223,76.6554672294136,1.2494073003320367
50,2.949029909160572e-17,1.1322097734007351e-15,1.1349051354386582e-15,True,False,stacked_exact,False,361.21367137272273,14448.54685490891,1.487936668336351,0.9812840083890927,1.1102230246251565e-15,124.53238122737679,0.0,1.3507531399177548,364.32330830432574,114.96307396324765,4.965068306494546e-16,True,False,316.56513228624556,2.949029909160572e-17,1.1102230246251565e-15,True,1.2299873532304266,exact_unbounded_fallback_bounded_ls,316.56513228624556,75.67885193718072,1.2299873532304266
51,3.122502256758253e-17,4.440892098500626e-16,4.512071855262984e-16,True,False,stacked_exact,False,356.71784721623555,14268.713888649425,1.46199995907845,0.9610570670667564,4.440892098500626e-16,122.80616049202375,0.0,1.3297800170760123,359.86867869360503,113.61654409815428,3.3306690738754696e-16,True,False,312.3889505209572,3.122502256758253e-17,4.440892098500626e-16,True,1.2109253755979685,exact_unbounded_fallback_bounded_ls,312.38895052096865,74.68048348391919,1.2109253755979685
52,1.734723475976807e-17,2.220446049250313e-16,3.723356945564564e-16,True,False,stacked_exact,False,352.06811223356044,14082.724489342418,1.4359711471877699,0.9412376713094281,2.220446049250313e-16,120.95402489808292,0.0,1.3093770434527694,355.25924057884436,112.2064907940927,0.0,True,False,308.1194679967317,1.734723475976807e-17,2.220446049250313e-16,True,1.1920980165391575,exact_unbounded_fallback_bounded_ls,308.1194679967317,73.6598103179688,1.1920980165391575
53,4.163336342344337e-17,3.1401849173675503e-16,3.5185640392560603e-16,True,False,stacked_exact,False,347.2693384449031,13890.773537796123,1.4099025186517218,0.9218609786381263,2.220446049250313e-16,118.99250794850579,0.0,1.2894264594869467,350.4998895070233,110.73588432696766,1.1102230246251565e-16,True,False,303.75674571254547,4.163336342344337e-17,2.220446049250313e-16,True,1.1734080014404278,exact_unbounded_fallback_bounded_ls,303.75674571254547,72.61684702190553,1.1734080014404278
54,8.887897670879587e-16,7.021666937153402e-16,1.0523141300600765e-15,True,False,stacked_exact,False,342.3287256465926,13693.149025863706,1.3838435255529027,0.9029527430780827,6.661338147750939e-16,116.93807210881701,0.0,1.2698270564002734,345.59768560886687,109.20840953886106,3.1401849173675503e-16,True,False,299.302647598207,8.881784197001252e-16,6.661338147750939e-16,True,1.1547783371486462,exact_unbounded_fallback_bounded_ls,299.302647598207,71.55203919144648,1.1547783371486462
55,3.2959746043559335e-17,1.1102230246251565e-15,1.144190736724167e-15,True,False,stacked_exact,False,337.2552260779045,13490.209043116181,1.357842077378306,0.8845313655344973,1.1102230246251565e-15,114.80670420159721,0.0,1.250495456123913,340.5617076847625,107.62836470656491,5.551115123125783e-16,True,False,294.7608894397929,3.2959746043559335e-17,1.1102230246251565e-15,True,1.1361517710903912,exact_unbounded_fallback_bounded_ls,294.7608894397929,70.46627513170061,1.1361517710903912
56,2.6020852139652106e-17,9.155133597044475e-16,9.370589210582335e-16,True,False,stacked_exact,False,332.0599028460681,13282.396113842724,1.331942845987824,0.8666069734744488,8.881784197001252e-16,112.61342072778584,0.0,1.2313690799235235,335.40301984486763,106.00057936620686,4.002966042486721e-16,True,False,290.1372398926538,2.6020852139652106e-17,8.881784197001252e-16,True,1.1174913330970626,exact_unbounded_fallback_bounded_ls,290.1372398926538,69.36093391183766,1.1174913330970626
57,2.7755575615628914e-17,0.0,3.7441179206813043e-16,True,False,stacked_exact,False,326.75498455512343,13070.199382204939,1.3061880250366886,0.8491828295744667,0.0,110.372808413861,0.0,1.2123951538833648,330.1338548068728,104.33023984940681,1.1102230246251565e-16,True,False,285.4385359525843,2.7755575615628914e-17,0.0,True,1.09877163379283,exact_unbounded_fallback_bounded_ls,285.43853595258577,68.23765000116516,1.09877163379283
