residual_dyn_norm_mean,residual_dyn_norm_std,residual_dyn_norm_max,residual_out_norm_mean,residual_out_norm_std,residual_out_norm_max,residual_total_norm_mean,residual_total_norm_std,residual_total_norm_max,u_applied_minus_u_s_norm_mean,u_applied_minus_u_s_norm_std,u_applied_minus_u_s_norm_max,y_current_minus_y_s_norm_mean,y_current_minus_y_s_norm_std,y_current_minus_y_s_norm_max,xhat_minus_x_s_norm_mean,xhat_minus_x_s_norm_std,xhat_minus_x_s_norm_max,rhs_output_norm_mean,rhs_output_norm_std,rhs_output_norm_max,u_s_dev_norm_mean,u_s_dev_norm_std,u_s_dev_norm_max,x_s_norm_mean,x_s_norm_std,x_s_norm_max,reduced_rhs_exact_residual_norm_mean,reduced_rhs_exact_residual_norm_std,reduced_rhs_exact_residual_norm_max,reduced_rhs_bounded_residual_norm_mean,reduced_rhs_bounded_residual_norm_std,reduced_rhs_bounded_residual_norm_max
1.5290924787307923e-16,3.860274755347976e-16,3.560356283503388e-15,4.756248296064075e-16,6.966851337470622e-16,6.217248937900877e-15,6.457277104297846e-16,8.000162462016145e-16,7.067871043289734e-15,399.24295469312926,377.9724625436613,1630.3188601050772,1.9010438206516094,1.8025925639080904,7.987864025048933,151.47384020950756,142.33232185779994,641.2109311937163,2.6210836388245435,2.7614381826941177,14.342705716837925,399.8462969680151,376.2618085724958,1634.7975976891014,129.05737335546652,121.57937007475236,499.3612458365887,2.4798433975929536e-16,3.773296244215574e-16,2.7012892057857038e-15,2.4587088789673617,2.719141388294004,14.077809426955886
