k,residual_dyn_norm,residual_out_norm,residual_total_norm,exact_solution,used_lstsq,solver_mode,requested_mode_fallback,u_applied_minus_u_s_norm,u_applied_minus_u_s_phys_norm,y_current_minus_y_s_norm,y_current_minus_y_s_phys_norm,y_s_minus_y_sp_norm,xhat_minus_x_s_norm,dhat_minus_d_s_norm
252,2.3852447794681098e-18,2.7755575615628914e-17,3.5394071931201194e-17,True,False,stacked_exact,False,24.664914677205818,986.5965870882326,0.11700797098409836,0.07747073706690834,0.0,7.424270725881696,0.0
253,6.179952383167375e-18,0.0,8.987566992587417e-18,True,False,stacked_exact,False,24.60262682032634,984.1050728130534,0.11681597517228538,0.07732845922542335,0.0,7.405967807144578,0.0
254,5.564070197990991e-17,2.7755575615628914e-17,6.582782453591786e-17,True,False,stacked_exact,False,24.542036080651766,981.6814432260705,0.11662971567986882,0.07719030468774259,0.0,7.388202922851944,0.0
255,0.0,5.551115123125783e-17,5.710180984588383e-17,True,False,stacked_exact,False,24.483092823133184,979.3237129253273,0.11644904963654255,0.07705615629489561,0.0,7.370968029348745,0.0
256,1.3010426069826053e-18,5.551115123125783e-17,6.030190950068822e-17,True,False,stacked_exact,False,24.42575969118297,977.030387647319,0.11627390164758987,0.07692596422888351,0.0,7.354250849097126,0.0
257,4.553649124439119e-18,2.7755575615628914e-17,3.605143629720283e-17,True,False,stacked_exact,False,24.37002592732333,974.8010370929331,0.11610410687931168,0.07679959733451133,0.0,7.338021166557081,0.0
258,3.144186300207963e-18,5.551115123125783e-17,5.631334165740608e-17,True,False,stacked_exact,False,24.315843940416755,972.6337576166703,0.11593950996871613,0.07667692382919761,0.0,7.32227718151919,0.0
259,5.5294310796760726e-18,2.7755575615628914e-17,3.3755367869521394e-17,True,False,stacked_exact,False,24.263173195577004,970.52692782308,0.11578015659839802,0.07655801910386445,0.0,7.307019490110628,0.0
260,5.551115123125783e-17,5.551115123125783e-17,6.919749347501863e-17,True,False,stacked_exact,False,24.212045924179325,968.4818369671731,0.11562590686968306,0.0764428054894921,0.0,7.292187235879369,0.0
261,9.75781955236954e-19,0.0,2.560399516356619e-17,True,False,stacked_exact,False,24.162425690007183,966.4970276002872,0.11547642163676375,0.07633098309668605,0.0,7.277771448978657,0.0
262,1.4094628242311558e-18,0.0,7.119076872920264e-18,True,False,stacked_exact,False,24.114181235585896,964.5672494234359,0.11533169971665498,0.07622255025015617,0.0,7.2638319822432065,0.0
263,1.6263032587282567e-18,5.551115123125783e-17,5.940820724592657e-17,True,False,stacked_exact,False,24.06731230422054,962.6924921688214,0.11519172136114457,0.07611751461976769,0.0,7.250331790824533,0.0
264,1.0842021724855044e-19,0.0,2.3067404602218374e-17,True,False,stacked_exact,False,24.021834551062604,960.8733820425044,0.11505630789288408,0.07601573702369567,0.0,7.2372270538960235,0.0
265,6.938893903907228e-18,0.0,1.2104359382811792e-17,True,False,stacked_exact,False,23.977691559405493,959.1076623762195,0.1149253189186036,0.07591709834391727,0.0,7.224527400788634,0.0
266,5.560012426703733e-17,5.721958498152797e-17,7.564578111595181e-17,True,False,stacked_exact,False,23.93483220796627,957.3932883186509,0.11479872851213124,0.0758215910340351,0.0,7.212239148529968,0.0
267,1.6263032587282567e-18,5.551115123125783e-17,5.576976905971538e-17,True,False,stacked_exact,False,23.893262845941074,955.7305138376429,0.11467650194468136,0.07572922035858316,0.0,7.200331629272856,0.0
268,6.505213034913027e-19,5.551115123125783e-17,6.13731171031764e-17,True,False,stacked_exact,False,23.852982046590355,954.1192818636142,0.1145585229498167,0.07563992479683382,0.0,7.1887727648317625,0.0
269,6.7220534694101275e-18,2.7755575615628914e-17,3.376549121038136e-17,True,False,stacked_exact,False,23.813953931323308,952.5581572529323,0.1144446551629075,0.07555361711337212,0.0,7.177557241116283,0.0
270,5.095750210681871e-18,2.7755575615628914e-17,3.004387260310575e-17,True,False,stacked_exact,False,23.776123111467122,951.0449244586849,0.11433477884408884,0.07547021728956102,0.0,7.16668758699765,0.0
271,1.0842021724855044e-19,2.7755575615628914e-17,3.017221940983766e-17,True,False,stacked_exact,False,23.739448066032445,949.5779226412978,0.11422877535829593,0.07538964056722161,0.0,7.15616066173106,0.0
272,3.903127820947816e-18,2.7755575615628914e-17,2.850589458224899e-17,True,False,stacked_exact,False,23.70387858141934,948.1551432567737,0.11412643014776055,0.07531169166838658,0.0,7.1459712338879005,0.0
273,4.336808689942018e-19,5.551115123125783e-17,5.600506949905952e-17,True,False,stacked_exact,False,23.669339002615647,946.773560104626,0.11402774807032635,0.07523637327865473,0.0,7.136145007868898,0.0
274,9.540979117872439e-18,5.551115123125783e-17,6.183253014436068e-17,True,False,stacked_exact,False,23.6358362366855,945.4334494674197,0.11393265829559407,0.0751636282716471,0.0,7.126646438888756,0.0
275,3.686287386450715e-18,0.0,5.544274564237688e-18,True,False,stacked_exact,False,23.60336288990133,944.1345155960533,0.11384118634480621,0.07509350249977009,0.0,7.117459702181093,0.0
276,3.3610267347050637e-18,5.551115123125783e-17,5.719374874166937e-17,True,False,stacked_exact,False,23.571947383414056,942.8778953365626,0.1137532374580954,0.07502594009052237,0.0,7.108547564149155,0.0
277,3.0357660829594124e-18,8.326672684688674e-17,8.551278079000228e-17,True,False,stacked_exact,False,23.541561176531665,941.6624470612666,0.11366870677856193,0.0749608695739526,1.1102230246251565e-16,7.099908474365168,0.0
278,4.0115480381963664e-18,5.551115123125783e-17,6.036871079875635e-17,True,False,stacked_exact,False,23.512169104380522,940.4867641752207,0.11358747303790331,0.07489819454960467,0.0,7.0915488905230495,0.0
279,3.3610267347050637e-18,8.326672684688674e-17,8.613488782724353e-17,True,False,stacked_exact,False,23.48372259165108,939.3489036660432,0.11350943821842886,0.07483783175642628,1.1102230246251565e-16,7.083477564024359,0.0
280,5.561280798279278e-17,0.0,6.67390230363152e-17,True,False,stacked_exact,False,23.456179709274064,938.2471883709622,0.11343451521269986,0.07477970167657352,0.0,7.075695738769578,0.0
281,3.2526065174565133e-18,0.0,2.2394307607643974e-17,True,False,stacked_exact,False,23.42952431510266,937.1809726041063,0.113362817548602,0.0747239355459864,0.0,7.068200203431016,0.0
282,5.421010862427522e-19,0.0,2.1203053431993615e-17,True,False,stacked_exact,False,23.40380118192958,936.152047277183,0.11329406770090118,0.07467029501888174,0.0,7.060928156867544,0.0
283,1.8431436932253575e-18,0.0,1.7746716413620526e-17,True,False,stacked_exact,False,23.378928418218813,935.1571367287524,0.1132283602548921,0.07461888413754483,0.0,7.053930971081002,0.0
284,5.553189966089031e-17,2.7755575615628914e-17,4.338201268099151e-17,True,False,stacked_exact,False,23.354926340444838,934.1970536177937,0.11316549353542901,0.07456953452046053,0.0,7.04716142271443,0.0
285,5.558267943191599e-17,0.0,8.17927878127802e-17,True,False,stacked_exact,False,23.33173782323568,933.2695129294274,0.11310553571438704,0.07452233019988537,0.0,7.040648304553995,0.0
286,1.734723475976807e-18,5.551115123125783e-17,5.704400796834826e-17,True,False,stacked_exact,False,23.309388051561246,932.3755220624498,0.11304826890179911,0.0744770856585274,0.0,7.034348592336272,0.0
287,5.204170427930421e-18,2.7755575615628914e-17,3.036776149897169e-17,True,False,stacked_exact,False,23.287796543076563,931.5118617230625,0.1129935425422877,0.07443364357985274,0.0,7.028297013049215,0.0
288,5.421010862427522e-19,0.0,8.828467729253903e-18,True,False,stacked_exact,False,23.266910025393166,930.6764010157267,0.11294143406444804,0.07439206621076905,0.0,7.022518774253943,0.0
289,5.552904191927381e-17,8.326672684688674e-17,1.0496651120207767e-16,True,False,stacked_exact,False,23.246762099660558,929.8704839864224,0.11289187648185955,0.07435229779474549,1.1102230246251565e-16,7.0169679401861496,0.0
290,4.336808689942018e-19,2.7755575615628914e-17,2.854096050443354e-17,True,False,stacked_exact,False,23.22736021788658,929.0944087154631,0.11284488068779534,0.07431436278180244,0.0,7.011637479604899,0.0
291,7.589415207398531e-19,5.551115123125783e-17,5.588621941490173e-17,True,False,stacked_exact,False,23.208709778645893,928.3483911458355,0.11280028398923655,0.07427811712111143,0.0,7.006504950767002,0.0
292,1.8431436932253575e-18,5.551115123125783e-17,5.665216540161883e-17,True,False,stacked_exact,False,23.190765584942447,927.630623397698,0.11275819726727532,0.07424368114867334,0.0,7.001599713043869,0.0
293,6.071532165918825e-18,2.7755575615628914e-17,3.1277104240999696e-17,True,False,stacked_exact,False,23.173571010467434,926.9428404186972,0.11271847012916447,0.0742109413981087,0.0,6.996872874773812,0.0
294,6.505213034913027e-19,2.7755575615628914e-17,3.569917313760881e-17,True,False,stacked_exact,False,23.157075449159425,926.283017966377,0.11268101346554167,0.07417982265011543,0.0,6.992344088828672,0.0
295,1.5178830414797062e-18,2.7755575615628914e-17,3.335424772959463e-17,True,False,stacked_exact,False,23.141237551629068,925.6495020651627,0.11264580773963913,0.07415031254771833,0.0,6.98802356975984,0.0
296,5.556713305664984e-17,1.3877787807814457e-17,7.667794655709105e-17,True,False,stacked_exact,False,23.126053934364105,925.042157374564,0.11261274606338029,0.0741223128137605,0.0,6.983897450100326,0.0
297,6.179952383167375e-18,2.7755575615628914e-17,3.4551645845170673e-17,True,False,stacked_exact,False,23.111492122960954,924.459684918438,0.1125818398268279,0.07409583739533779,0.0,6.979975548434636,0.0
298,2.3852447794681098e-18,0.0,1.186270369627387e-17,True,False,stacked_exact,False,23.097550615657013,923.9020246262806,0.11255292738891066,0.07407072827694614,0.0,6.976237404828331,0.0
299,9.215718466126788e-18,0.0,1.450306458329061e-17,True,False,stacked_exact,False,23.084184740986206,923.3673896394483,0.11252618365808519,0.07404715610060282,0.0,6.972711688590816,0.0
300,5.552396112656294e-17,5.551115123125783e-17,8.13130357630371e-17,True,False,stacked_exact,False,23.07146411139353,922.8585644557413,0.11250152074744107,0.0740250719436084,0.0,6.969333179569994,0.0
301,5.421010862427522e-19,5.721958498152797e-17,6.157599279617312e-17,True,False,stacked_exact,False,23.059376483157237,922.3750593262894,0.11247888292643526,0.07400445244248119,0.0,6.9661049235000645,0.0
302,5.594315114139762e-17,0.0,5.609310848551267e-17,True,False,stacked_exact,False,23.04789929431363,921.9159717725454,0.112458215765197,0.07398527597484245,0.0,6.963029028242083,0.0
303,5.637851296924623e-18,8.326672684688674e-17,8.34921061614171e-17,True,False,stacked_exact,False,23.0369934817848,921.4797392713922,0.11243937132570311,0.07396741590730678,1.1102230246251565e-16,6.9601040513911245,0.0
304,3.2526065174565133e-19,5.551115123125783e-17,5.64725355393337e-17,True,False,stacked_exact,False,23.026607820633433,921.0643128253373,0.11242245604365148,0.07395098839473287,0.0,6.957354522408827,0.0
305,1.4094628242311558e-18,2.7755575615628914e-17,2.786190213244407e-17,True,False,stacked_exact,False,23.016773431393666,920.6709372557469,0.11240727643238775,0.07393582835193556,0.0,6.954730885686333,0.0
306,5.421010862427522e-18,2.7755575615628914e-17,3.046463915885708e-17,True,False,stacked_exact,False,23.00742720323639,920.2970881294557,0.11239384183538799,0.07392194575377377,0.0,6.952266810553463,0.0
307,2.168404344971009e-19,5.721958498152797e-17,6.408702839206616e-17,True,False,stacked_exact,False,22.9985588038633,919.9423521545318,0.11238206220418347,0.0739092538777758,0.0,6.949947409912648,0.0
308,5.551210413514471e-17,5.551115123125783e-17,6.356428026148291e-17,True,False,stacked_exact,False,22.9901448082569,919.605792330276,0.11237195219211604,0.07389775962731847,0.0,6.947782510125086,0.0
309,3.2526065174565133e-19,0.0,1.1178117515896887e-17,True,False,stacked_exact,False,22.98218944952919,919.2875779811678,0.11236342202677821,0.07388736944922594,0.0,6.945756003733476,0.0
310,1.8431436932253575e-18,0.0,1.468033301324797e-17,True,False,stacked_exact,False,22.974684877944608,918.9873951177842,0.11235661745055914,0.07387822997837352,0.0,6.943882254565162,0.0
311,2.168404344971009e-18,5.551115123125783e-17,5.663029396440413e-17,True,False,stacked_exact,False,22.96767572803508,918.7070291214031,0.11235128536955907,0.07387010824851015,0.0,6.942109378505823,0.0
312,5.558828352123378e-17,5.551115123125783e-17,8.352354658365784e-17,True,False,stacked_exact,False,22.961088423913868,918.4435369565546,0.11234762119233191,0.07386319259074225,0.0,6.940498134490288,0.0
313,6.505213034913027e-19,5.721958498152797e-17,5.890998059394695e-17,True,False,stacked_exact,False,22.9549971328485,918.1998853139398,0.1123455637276665,0.07385746312737504,0.0,6.938986822475072,0.0
314,4.0115480381963664e-18,2.7755575615628914e-17,2.83007047110125e-17,True,False,stacked_exact,False,22.94938404658375,917.97536186335,0.11234495352823709,0.07385278839275981,0.0,6.937573648593544,0.0
315,2.168404344971009e-18,5.551115123125783e-17,5.860881056990302e-17,True,False,stacked_exact,False,22.94418595215728,917.767438086291,0.11234580970604503,0.07384919523753816,0.0,6.936294252157676,0.0
316,5.553824967135427e-17,5.551115123125783e-17,8.895318783268107e-17,True,False,stacked_exact,False,22.93939946575359,917.5759786301436,0.11234811791439213,0.07384669165467976,0.0,6.935131335802382,0.0
317,4.445228907190568e-18,5.551115123125783e-17,6.139977518475353e-17,True,False,stacked_exact,False,22.93502618764059,917.4010475056238,0.11235180640306448,0.073845230261523,0.0,6.93406993139611,0.0
318,5.551379814611213e-17,2.7755575615628914e-17,8.827585574359032e-17,True,False,stacked_exact,False,22.931033628475355,917.2413451390144,0.11235678331184949,0.07384473026320308,0.0,6.933113629405433,0.0
319,2.0599841277224584e-18,5.551115123125783e-17,5.797425954905465e-17,True,False,stacked_exact,False,22.927389499092605,917.095579963704,0.11236308623552795,0.07384523114267705,0.0,6.932275977363851,0.0
320,3.3610267347050637e-18,5.551115123125783e-17,6.18909399387222e-17,True,False,stacked_exact,False,22.924098092361902,916.9639236944761,0.11237051321708465,0.07384652823061165,0.0,6.93153341997767,0.0
321,4.7704895589362195e-18,2.7755575615628914e-17,3.1026857027905705e-17,True,False,stacked_exact,False,22.92109543981956,916.8438175927823,0.11237918757585316,0.07384871520967233,0.0,6.930932344267151,0.0
322,1.8431436932253575e-18,2.7755575615628914e-17,2.816599352185042e-17,True,False,stacked_exact,False,22.918423791612316,916.7369516644925,0.11238898569276912,0.07385165977682659,0.0,6.930432870823158,0.0
323,1.0842021724855044e-19,2.7755575615628914e-17,3.131846383160399e-17,True,False,stacked_exact,False,22.916068416280677,916.642736651227,0.11240003489595096,0.07385547276576576,0.0,6.930060006223442,0.0
324,2.2768245622195593e-18,2.7755575615628914e-17,2.8213755531735504e-17,True,False,stacked_exact,False,22.914067390417376,916.5626956166949,0.11241212595744023,0.07385994322223301,0.0,6.92977451788801,0.0
325,5.551210413514471e-17,0.0,4.48225782307388e-17,True,False,stacked_exact,False,22.91237720374263,916.4950881497053,0.1124255689080108,0.07386536906444086,0.0,6.929630578765255,0.0
326,1.0842021724855044e-18,1.3877787807814457e-17,2.1263922204629805e-17,True,False,stacked_exact,False,22.911115473507255,916.4446189402901,0.11244015497449546,0.07387158585484348,0.0,6.929537228777186,0.0
327,4.662069341687669e-18,2.7755575615628914e-17,2.858485908978195e-17,True,False,stacked_exact,False,22.910214007400977,916.4085602960391,0.11245589507840491,0.07387861341337258,0.0,6.929540066583614,0.0
328,5.204170427930421e-18,2.7755575615628914e-17,3.106659786637456e-17,True,False,stacked_exact,False,22.9096691704234,916.3867668169358,0.11247277767945628,0.07388645589798462,0.0,6.929636078957786,0.0
329,5.204170427930421e-18,2.7755575615628914e-17,3.170282389977289e-17,True,False,stacked_exact,False,22.909464790571533,916.3785916228611,0.11249071369219678,0.07389503793125993,0.0,6.929817530974476,0.0
330,4.9873299934333204e-18,3.1031676915590914e-17,3.723743508088057e-17,True,False,stacked_exact,False,22.909579491862505,916.3831796745001,0.11250981124820945,0.07390448138810227,0.0,6.930099613955453,0.0
331,1.0842021724855044e-18,2.7755575615628914e-17,3.015299254243407e-17,True,False,stacked_exact,False,22.91003329990044,916.4013319960178,0.11252971414110009,0.07391444319037649,0.0,6.9304399958635345,0.0
332,2.2768245622195593e-18,0.0,6.0310322534823615e-18,True,False,stacked_exact,False,22.910692705048064,916.4277082019227,0.11255067054981974,0.07392513485074599,0.0,6.930929369402765,0.0
333,7.589415207398531e-19,5.551115123125783e-17,6.009704966424153e-17,True,False,stacked_exact,False,22.911644222644494,916.4657689057798,0.1125726776173714,0.07393657126555322,0.0,6.9314951286269455,0.0
334,5.204170427930421e-18,5.551115123125783e-17,5.718013369916786e-17,True,False,stacked_exact,False,22.91290965280002,916.516386112001,0.11259569326085675,0.0739487305283846,0.0,6.93211962996286,0.0
335,2.168404344971009e-19,2.7755575615628914e-17,3.448721909192233e-17,True,False,stacked_exact,False,22.914472976231416,916.5789190492568,0.11261965805502383,0.07396156788070048,0.0,6.932809247996716,0.0
336,6.071532165918825e-18,2.7755575615628914e-17,3.4472404604294773e-17,True,False,stacked_exact,False,22.916319768362563,916.6527907345023,0.11264468089829309,0.07397521210873242,0.0,6.933576560529338,0.0
337,5.421010862427522e-18,2.7755575615628914e-17,3.25909960665502e-17,True,False,stacked_exact,False,22.918469754268063,916.7387901707226,0.11267041952785511,0.07398933853037504,0.0,6.934382103660427,0.0
338,3.144186300207963e-18,5.551115123125783e-17,5.62023743134334e-17,True,False,stacked_exact,False,22.920798269555497,916.83193078222,0.11269714313910908,0.07400418815125251,0.0,6.935314566625315,0.0
339,5.204170427930421e-18,3.1031676915590914e-17,3.6406206276831626e-17,True,False,stacked_exact,False,22.923396750405416,916.9358700162168,0.11272475266095658,0.07401968598276382,0.0,6.936295989638759,0.0
340,1.6263032587282567e-18,2.7755575615628914e-17,3.1460405065861755e-17,True,False,stacked_exact,False,22.92624445751995,917.0497783007979,0.11275322638048721,0.0740358187976681,0.0,6.937337119372105,0.0
341,5.592980673847992e-17,2.7755575615628914e-17,6.310514592529958e-17,True,False,stacked_exact,False,22.929328321206828,917.1731328482731,0.11278250256154101,0.07405252945200275,0.0,6.938441257790163,0.0
342,7.697835424647081e-18,2.7755575615628914e-17,2.898690903390535e-17,True,False,stacked_exact,False,22.932628484745642,917.3051393898254,0.11281259018764198,0.07406982533200761,0.0,6.939620451006464,0.0
343,4.119968255444917e-18,5.551115123125783e-17,5.679905845561198e-17,True,False,stacked_exact,False,22.936146402671955,917.445856106878,0.11284342398949147,0.07408764089982915,0.0,6.940866204558186,0.0
344,5.592980673847992e-17,2.7755575615628914e-17,6.523052649170591e-17,True,False,stacked_exact,False,22.939862545253458,917.5945018101385,0.11287499530410329,0.07410595639845406,0.0,6.942190183510136,0.0
345,3.469446951953614e-18,2.7755575615628914e-17,2.989624462792946e-17,True,False,stacked_exact,False,22.943778327966335,917.7511331186535,0.11290737030269808,0.07412483389262864,0.0,6.943590674173305,0.0
346,5.854691731421724e-18,2.7755575615628914e-17,3.74395480015038e-17,True,False,stacked_exact,False,22.947930728550613,917.9172291420244,0.11294048962694862,0.07414422139911483,0.0,6.945043248637143,0.0
347,1.6263032587282567e-18,0.0,1.566377400202243e-17,True,False,stacked_exact,False,22.952295248733144,918.0918099493257,0.11297424105477044,0.07416399444392893,0.0,6.946559499839248,0.0
348,5.552396112656294e-17,1.1102230246251565e-16,1.2721696119911364e-16,True,False,stacked_exact,False,22.956839307388474,918.273572295539,0.11300882328228004,0.07418433646640833,1.1102230246251565e-16,6.948172532127798,0.0
349,2.168404344971009e-18,2.7755575615628914e-17,3.3932561279260224e-17,True,False,stacked_exact,False,22.96163378158852,918.4653512635407,0.1130441070724159,0.07420513691614364,0.0,6.949823636856261,0.0
350,5.568884961154163e-17,2.7755575615628914e-17,7.640402465959211e-17,True,False,stacked_exact,False,22.966643248078874,918.6657299231548,0.1130802194083624,0.0742265287343264,0.0,6.951541313858526,0.0
351,4.336808689942018e-18,3.1031676915590914e-17,3.589711038521082e-17,True,False,stacked_exact,False,22.971917452186783,918.8766980874716,0.11311711526021642,0.07424849986829797,0.0,6.953289507613512,0.0
352,3.2526065174565133e-18,1.3877787807814457e-17,2.948973125375166e-17,True,False,stacked_exact,False,22.97743321017359,919.0973284069435,0.11315467444225666,0.0742709491367911,0.0,6.955072436778876,0.0
353,3.2526065174565133e-18,2.7755575615628914e-17,3.0345150729932e-17,True,False,stacked_exact,False,22.98313812481247,919.3255249924988,0.11319295397190009,0.07429393698889059,0.0,6.956921629092562,0.0
354,3.686287386450715e-18,2.7755575615628914e-17,3.1082374250502985e-17,True,False,stacked_exact,False,22.9890375116106,919.561500464424,0.11323185291212874,0.07431737238208934,0.0,6.958815744268136,0.0
355,2.8189256484623115e-18,2.7755575615628914e-17,3.5204092443958514e-17,True,False,stacked_exact,False,22.995092855747973,919.8037142299188,0.11327142219726481,0.07434130193017748,0.0,6.960773838227038,0.0
356,2.8189256484623115e-18,0.0,1.7249975683827784e-17,True,False,stacked_exact,False,23.0013194106143,920.0527764245721,0.11331163870941645,0.07436570923062379,0.0,6.96277654478712,0.0
357,1.8431436932253575e-18,1.3877787807814457e-17,1.607872281494069e-17,True,False,stacked_exact,False,23.00771102301489,920.3084409205956,0.11335251184566711,0.07439060976227165,0.0,6.96482265743653,0.0
358,1.6263032587282567e-18,2.7755575615628914e-17,3.7491052246895737e-17,True,False,stacked_exact,False,23.01427260728814,920.5709042915257,0.11339403753150062,0.07441601129284421,0.0,6.966905402552769,0.0
359,3.7947076036992655e-18,2.7755575615628914e-17,3.165036712984936e-17,True,False,stacked_exact,False,23.02100958930544,920.8403835722177,0.1134362186830828,0.07444193343060101,0.0,6.969020795270692,0.0
360,8.673617379884035e-19,0.0,1.638145146208547e-17,True,False,stacked_exact,False,23.027912306608194,921.1164922643279,0.11347895582045696,0.07446828906269352,0.0,6.971162772819927,0.0
361,2.168404344971009e-18,0.0,1.2482095470436386e-17,True,False,stacked_exact,False,23.034947743436714,921.3979097374686,0.11352223947474477,0.07449506209665101,0.0,6.973355352376597,0.0
362,3.2526065174565133e-19,8.326672684688674e-17,8.758519343148485e-17,True,False,stacked_exact,False,23.042109102678822,921.684364107153,0.11356603527259092,0.0745222105183467,1.1102230246251565e-16,6.975597879990089,0.0
363,2.168404344971009e-19,0.0,1.2987860070325345e-17,True,False,stacked_exact,False,23.049380876581644,921.9752350632655,0.11361027306832269,0.07454964366546109,0.0,6.977895305161449,0.0
364,3.577867169202165e-18,2.7755575615628914e-17,3.7148090599312016e-17,True,False,stacked_exact,False,23.056738849932653,922.269553997306,0.113655002250706,0.07457737700203888,0.0,6.980265995326421,0.0
365,8.673617379884035e-19,5.551115123125783e-17,6.018802761380637e-17,True,False,stacked_exact,False,23.064210011224993,922.5684004489996,0.11370031883780293,0.0746054901826009,0.0,6.982696870830303,0.0
366,5.637851296924623e-18,0.0,1.5348416314300676e-17,True,False,stacked_exact,False,23.071854450572975,922.8741780229191,0.11374634702593305,0.07463412524536989,0.0,6.985159304220657,0.0
367,1.5178830414797062e-18,8.326672684688674e-17,8.722881726844544e-17,True,False,stacked_exact,False,23.079731703848037,923.1892681539213,0.11379290207173,0.07466313090545515,1.1102230246251565e-16,6.987615950026954,0.0
368,1.734723475976807e-18,0.0,1.5943660963432237e-17,True,False,stacked_exact,False,23.08777420697096,923.5109682788383,0.11384001795086078,0.0746925450344145,0.0,6.990118884111117,0.0
369,3.2526065174565133e-19,2.7755575615628914e-17,3.323987825295225e-17,True,False,stacked_exact,False,23.095973859101218,923.8389543640486,0.11388757448534605,0.07472225140002116,0.0,6.992662467071413,0.0
370,1.951563910473908e-18,8.326672684688674e-17,8.561098694754472e-17,True,False,stacked_exact,False,23.10429129882432,924.171651952973,0.11393564340611916,0.07475231009695418,1.1102230246251565e-16,6.995274551942228,0.0
371,2.168404344971009e-18,1.3877787807814457e-17,2.324493207212181e-17,True,False,stacked_exact,False,23.112737612532275,924.5095045012908,0.11398408427506443,0.07478257327712783,0.0,6.997930477133945,0.0
372,4.336808689942018e-19,2.7755575615628914e-17,2.835169084237962e-17,True,False,stacked_exact,False,23.12127045742269,924.8508182969075,0.11403305932728143,0.0748131807472222,0.0,7.000663981142393,0.0
373,5.56334128533841e-17,2.7755575615628914e-17,4.494686352825264e-17,True,False,stacked_exact,False,23.129955627958143,925.1982251183259,0.11408253285060442,0.07484410732795345,0.0,7.003428009765742,0.0
374,1.4094628242311558e-18,5.551115123125783e-17,5.772322962399781e-17,True,False,stacked_exact,False,23.13879273146089,925.5517092584354,0.11413249153284627,0.07487534627481436,0.0,7.006225520330793,0.0
375,5.551792708129603e-17,2.7755575615628914e-17,4.894866104615878e-17,True,False,stacked_exact,False,23.147782421440677,925.9112968576269,0.11418294695085239,0.07490691872799915,0.0,7.009060737190596,0.0
376,5.637851296924623e-18,0.0,1.801566258491618e-17,True,False,stacked_exact,False,23.15692038108532,926.2768152434129,0.11423383577499172,0.07493877119243962,0.0,7.011928008222869,0.0
377,5.556237309256649e-17,3.1031676915590914e-17,6.988432624503313e-17,True,False,stacked_exact,False,23.16618686850375,926.6474747401502,0.11428524850220324,0.07497100101221864,0.0,7.014841783851861,0.0
378,4.336808689942018e-19,2.7755575615628914e-17,2.969599572681804e-17,True,False,stacked_exact,False,23.17561021855913,927.024408742365,0.11433711269238557,0.07500355816491634,0.0,7.017771881585063,0.0
379,1.4094628242311558e-18,5.551115123125783e-17,6.199721216519187e-17,True,False,stacked_exact,False,23.1851633681971,927.4065347278838,0.11438941861843667,0.07503644279772126,0.0,7.020731197527139,0.0
380,6.396792817664476e-18,2.7755575615628914e-17,3.764424101240746e-17,True,False,stacked_exact,False,23.194839109274263,927.7935643709703,0.11444214900170463,0.07506964729695527,0.0,7.023719450173202,0.0
381,1.0842021724855044e-19,2.7755575615628914e-17,3.691410850616847e-17,True,False,stacked_exact,False,23.204612633533795,928.184505341352,0.11449519482773445,0.07510306084294835,0.0,7.026735854978287,0.0
382,5.574454754708519e-17,2.7755575615628914e-17,6.028799531985165e-17,True,False,stacked_exact,False,23.214458439704174,928.5783375881668,0.11454872370030109,0.07513684324130267,0.0,7.029807756059302,0.0
383,6.179952383167375e-18,5.551115123125783e-17,6.076191041918779e-17,True,False,stacked_exact,False,23.224423887427715,928.9769554971086,0.11460249366873877,0.0751707607434281,0.0,7.03288330752492,0.0
384,6.7220534694101275e-18,2.7755575615628914e-17,3.310163889771745e-17,True,False,stacked_exact,False,23.234433942566827,929.3773577026731,0.11465667154562723,0.07520495288563721,0.0,7.036025510457109,0.0
385,5.5294310796760726e-18,2.7755575615628914e-17,3.0801430426499094e-17,True,False,stacked_exact,False,23.244543032408295,929.7817212963319,0.1147112146230422,0.07523938077218532,0.0,7.039191030600869,0.0
386,5.554936044299742e-17,5.551115123125783e-17,6.52448102693038e-17,True,False,stacked_exact,False,23.254751777157125,930.1900710862848,0.11476619146855412,0.07527411475871071,0.0,7.042385821865573,0.0
387,5.554936044299742e-17,5.551115123125783e-17,7.555379028778272e-17,True,False,stacked_exact,False,23.265095154377814,930.6038061751127,0.11482158954486815,0.07530915877647247,0.0,7.045591299779185,0.0
388,3.3610267347050637e-18,2.7755575615628914e-17,4.138180810177477e-17,True,False,stacked_exact,False,23.27556164362444,931.0224657449776,0.11487727286613314,0.07534437924694014,0.0,7.048809288396929,0.0
389,5.571575613461147e-17,0.0,7.792732437693779e-17,True,False,stacked_exact,False,23.28610022672358,931.4440090689432,0.11493332876442867,0.07537984449336109,0.0,7.052080833801591,0.0
390,0.0,0.0,1.6862065160017642e-17,True,False,stacked_exact,False,23.29673326318189,931.8693305272758,0.11498969619881065,0.07541548670318911,0.0,7.055383426983689,0.0
391,5.5294310796760726e-18,0.0,7.581508280902089e-18,True,False,stacked_exact,False,23.307438841565563,932.2975536626227,0.1150463925959978,0.07545130475401389,0.0,7.058731324315046,0.0
392,5.5294310796760726e-18,0.0,2.747692872679518e-17,True,False,stacked_exact,False,23.318238346766403,932.7295338706564,0.11510358933167963,0.07548747239661487,0.0,7.062121721707096,0.0
