k,residual_dyn_norm,residual_out_norm,residual_total_norm,exact_solution,used_lstsq,solver_mode,requested_mode_fallback,u_applied_minus_u_s_norm,u_applied_minus_u_s_phys_norm,y_current_minus_y_s_norm,y_current_minus_y_s_phys_norm,y_s_minus_y_sp_norm,xhat_minus_x_s_norm,dhat_minus_d_s_norm
794,7.373371937284243e-18,0.0,1.040419244487978e-17,True,False,stacked_exact,False,19.95449802650859,798.1799210603436,0.09895598301423188,0.06441318922376277,0.0,6.053892640926988,0.0
795,5.854691731421724e-18,5.551115123125783e-17,5.667991542685867e-17,True,False,stacked_exact,False,19.990327061116528,799.6130824446611,0.09911446465415853,0.06451830219793216,0.0,6.064762734631703,0.0
796,7.589415207398531e-19,0.0,1.0873480452906239e-17,True,False,stacked_exact,False,20.02587038838824,801.0348155355296,0.09927164582947406,0.06462248465229756,0.0,6.075542995301153,0.0
797,3.2526065174565133e-18,6.938893903907228e-18,9.209743326486207e-18,True,False,stacked_exact,False,20.0611195501808,802.4447820072321,0.09942748127926763,0.06472568239905446,0.0,6.086239951247999,0.0
798,6.071532165918825e-18,2.7755575615628914e-17,2.92179428585108e-17,True,False,stacked_exact,False,20.09605600399704,803.8422401598818,0.09958210231393572,0.06482801235155551,0.0,6.096873197934045,0.0
799,5.421010862427522e-19,5.551115123125783e-17,5.557503746453516e-17,True,False,stacked_exact,False,20.130725703748908,805.2290281499564,0.0997354912636952,0.06492945901720679,0.0,6.107412296087077,0.0
800,9.020562075079397e-17,8.881784197001252e-16,1.229471963715925e-15,True,False,stacked_exact,False,1418.3763913628763,56735.05565451504,6.270481418969456,3.1400241367286523,9.930136612989092e-16,493.30105375405196,0.0
801,1.3183898417423734e-16,0.0,1.517273441067162e-15,True,False,stacked_exact,False,1418.113341029907,56724.533641196285,6.23997758976021,3.1084003029190974,0.0,493.2973926164021,0.0
802,1.1796119636642288e-16,1.6011864169946884e-15,1.8729124256229637e-15,True,False,stacked_exact,False,1425.6351319441,57025.405277764,6.171867625508242,3.045827436282243,1.6011864169946884e-15,483.46285552830227,0.0
803,6.938893903907228e-18,1.7763568394002505e-15,2.447585992408149e-15,True,False,stacked_exact,False,1438.395099160509,57535.80396642035,6.061742329121014,2.9538307909752115,1.831026719408895e-15,466.2321603726012,0.0
804,4.85722573273506e-17,9.930136612989092e-16,1.161874196983086e-15,True,False,stacked_exact,False,1452.0649296421057,58082.59718568423,5.907444134726624,2.8347701424229883,9.930136612989092e-16,444.8478864452317,0.0
805,2.0816681711721685e-16,0.0,1.3417116760607568e-15,True,False,stacked_exact,False,1462.501608393183,58500.064335727315,5.708770484338313,2.6915815302046515,4.440892098500626e-16,421.2615461202682,0.0
806,2.1510571102112408e-16,1.5543122344752192e-15,2.1389440150423083e-15,True,False,stacked_exact,False,1466.3041824424063,58652.16729769624,5.467331164854657,2.527568275894504,1.616509124176106e-15,396.30234795999763,0.0
807,6.245004513516506e-17,2.4424906541753444e-15,2.700088065192161e-15,True,False,stacked_exact,False,1461.0091037318055,58440.3641492722,5.186456785935884,2.346265786058711,2.482534153247273e-15,370.1947323660587,0.0
808,2.636779683484747e-16,1.9984014443252818e-15,2.399332237379217e-15,True,False,stacked_exact,False,1445.1321685367425,57805.2867414697,4.871031550381332,2.151318059528436,1.9984014443252818e-15,342.97741473048325,0.0
809,2.5673907444456745e-16,4.884981308350689e-15,5.073285370808834e-15,True,False,stacked_exact,False,1418.1306551923246,56725.226207692984,4.527263667319044,1.9464162975921704,4.905125646631375e-15,314.7537724044622,0.0
810,2.983724378680108e-16,8.881784197001252e-16,1.6307104245483323e-15,True,False,stacked_exact,False,1380.2957665596457,55211.83066238583,4.162323779086331,1.7351966837379227,8.881784197001252e-16,285.82601671128555,0.0
811,0.0,1.7763568394002505e-15,2.0225859060430843e-15,True,False,stacked_exact,False,1332.6207059946978,53304.828239787916,3.784002450742201,1.5212388609862546,1.7763568394002505e-15,256.72527675034604,0.0
812,3.3306690738754696e-16,9.930136612989092e-16,1.315050296894571e-15,True,False,stacked_exact,False,1276.615210619714,51064.60842478855,3.4003188815045577,1.3080123573680438,9.930136612989092e-16,228.21215561786676,0.0
813,8.882055243408597e-16,0.0,1.0226705639951677e-15,True,False,stacked_exact,False,1214.1393231083969,48565.57292433588,3.019232757221477,1.0989472758188634,0.0,201.21891347949233,0.0
814,1.734723475976807e-16,4.440892098500626e-16,6.228919087965155e-16,True,False,stacked_exact,False,1147.2201051070517,45888.80420428206,2.6484824321511096,0.8976512984939394,4.440892098500626e-16,176.78441105667875,0.0
815,1.3877787807814457e-17,4.440892098500626e-16,5.255723767294878e-16,True,False,stacked_exact,False,1077.8853311180508,43115.413244722025,2.295576975556876,0.7084613123338476,4.440892098500626e-16,155.95476975419555,0.0
816,8.895055758132639e-16,1.3322676295501878e-15,1.6884989790519851e-15,True,False,stacked_exact,False,1008.03173069451,40321.269227780394,1.9679775532257406,0.5378963171356225,1.3322676295501878e-15,139.61405952079951,0.0
817,1.1796119636642288e-16,9.930136612989092e-16,1.090134204333534e-15,True,False,stacked_exact,False,939.3294654682597,37573.17861873039,1.673477647407926,0.39843908671702355,9.930136612989092e-16,128.23738406372644,0.0
818,0.0,8.881784197001252e-16,9.068169119410962e-16,True,False,stacked_exact,False,873.1623217580182,34926.49287032073,1.4206822823533873,0.31520622537478676,8.881784197001252e-16,121.65632315342067,0.0
819,3.469446951953614e-18,4.440892098500626e-16,6.260843795072685e-16,True,False,stacked_exact,False,810.5944287717614,32423.777150870457,1.2191303545675165,0.31553510279532476,4.440892098500626e-16,119.03446521364957,0.0
820,9.71445146547012e-17,1.7763568394002505e-15,1.8367280087276878e-15,True,False,stacked_exact,False,752.3927704295156,30095.710817180632,1.0779988022441127,0.3843845882600997,1.7763568394002505e-15,119.12912998516144,0.0
821,0.0,0.0,5.330802404824573e-17,True,False,stacked_exact,False,699.0377188611196,27961.508754444785,1.0021149444143633,0.48245275355738826,0.0,120.6951582212808,0.0
822,9.020562075079397e-17,0.0,3.869558108353792e-16,True,False,stacked_exact,False,650.7617731308278,26030.47092523311,0.9869441411997776,0.5867372170524487,0.0,122.7496105573397,0.0
823,4.85722573273506e-17,6.280369834735101e-16,6.6863752816194315e-16,True,False,stacked_exact,False,607.5946994596833,24303.78797838733,1.018341706799476,0.6877437137976725,6.280369834735101e-16,124.64664014528944,0.0
824,6.938893903907228e-17,0.0,2.3986246800772593e-16,True,False,stacked_exact,False,569.4094435110608,22776.377740442433,1.078616620552051,0.7815979817437274,0.0,126.03744415697817,0.0
825,4.586104959431681e-16,0.0,4.822667581246607e-16,True,False,stacked_exact,False,535.9663764323703,21438.655057294814,1.1526319472691018,0.8666939156098795,0.0,126.79361013822603,0.0
826,4.819909745438293e-16,9.155133597044475e-16,1.0414854996496828e-15,True,False,stacked_exact,False,506.9503580426111,20278.014321704442,1.2298998512198813,0.9424390947843109,8.881784197001252e-16,126.93507652234157,0.0
827,4.515115656092622e-16,4.965068306494546e-16,7.286396259881057e-16,True,False,stacked_exact,False,482.0022940586939,19280.091762347758,1.303986942804595,1.0087456552331642,4.440892098500626e-16,126.57239363285481,0.0
828,3.8163916471489756e-17,4.440892098500626e-16,4.616733786453364e-16,True,False,stacked_exact,False,460.7439135143484,18429.756540573933,1.3712845041266921,1.065801698613536,4.440892098500626e-16,125.86383124232103,0.0
829,1.1796119636642288e-16,4.965068306494546e-16,5.410719113226733e-16,True,False,stacked_exact,False,442.7961666977586,17711.84666791034,1.4299848817199707,1.1139538281478136,4.440892098500626e-16,124.98366223086364,0.0
830,8.673617379884035e-18,4.440892098500626e-16,4.513511928671657e-16,True,False,stacked_exact,False,427.7901736325443,17111.606945301766,1.4794037733719132,1.1536523234387877,4.440892098500626e-16,124.0998794306217,0.0
831,4.471281307293777e-16,4.440892098500626e-16,5.17877606311488e-16,True,False,stacked_exact,False,415.37826727944787,16615.130691177914,1.5195300508028824,1.1854014563796809,4.440892098500626e-16,123.35595393790192,0.0
832,2.7755575615628914e-17,1.3322676295501878e-15,1.3329496733774296e-15,True,False,stacked_exact,False,405.2330224446354,16209.320897785417,1.5507616698054743,1.2097411665588207,1.3322676295501878e-15,122.86325610965561,0.0
833,2.342390628316923e-16,4.440892098500626e-16,5.019062720895889e-16,True,False,stacked_exact,False,397.0511573160201,15882.046292640804,1.5737358708989044,1.2272316275992012,4.440892098500626e-16,122.69434938008287,0.0
834,2.7755575615628914e-17,4.440892098500626e-16,4.803027600684291e-16,True,False,stacked_exact,False,390.55463208938204,15622.185283575282,1.5892207176639483,1.2384422918609215,4.440892098500626e-16,122.88173515249241,0.0
835,4.440892098500626e-16,8.881784197001252e-16,1.092570924690128e-15,True,False,stacked_exact,False,385.4903100572955,15419.612402291823,1.5980444122467863,1.2439436640549968,8.881784197001252e-16,123.4210262122201,0.0
836,1.214306433183765e-17,4.440892098500626e-16,5.396030435010713e-16,True,False,stacked_exact,False,381.62887973070497,15265.155189228195,1.6010486478084642,1.2443010563639785,4.440892098500626e-16,124.27734512571271,0.0
837,2.42861286636753e-17,4.440892098500626e-16,6.122718810004063e-16,True,False,stacked_exact,False,378.7635166235823,15150.540664943292,1.5990570833415225,1.2400693949831048,4.440892098500626e-16,125.39343367761828,0.0
838,2.0816681711721685e-17,4.440892098500626e-16,6.233684915151251e-16,True,False,stacked_exact,False,376.7083716393396,15068.334865573583,1.5928540288734818,1.2317889397943098,4.440892098500626e-16,126.69817121367853,0.0
839,6.245004513516506e-17,8.881784197001252e-16,9.496060580311463e-16,True,False,stacked_exact,False,375.2970571309497,15011.882285237993,1.5831699024230144,1.2199815280843485,8.881784197001252e-16,128.11431964361918,0.0
840,6.071532165918825e-17,0.0,2.976674813070555e-16,True,False,stacked_exact,False,374.3811475080338,14975.245900321353,1.5706715722736349,1.2051473087115523,0.0,129.56486694532694,0.0
841,4.683753385137379e-17,7.021666937153402e-16,7.58692637050941e-16,True,False,stacked_exact,False,373.82873659917124,14953.14946396685,1.555956201184974,1.1877617902134427,6.661338147750939e-16,130.97768824549672,0.0
842,5.377642775528102e-17,6.661338147750939e-16,7.100984700102632e-16,True,False,stacked_exact,False,373.5230338722046,14940.921354888185,1.5395481833779932,1.1682734730394257,6.661338147750939e-16,132.28863174025605,0.0
843,6.938893903907228e-18,1.1322097734007351e-15,1.1721720778434995e-15,True,False,stacked_exact,False,373.3611292691594,14934.445170766376,1.5218982136250563,1.147101689641354,1.1102230246251565e-15,133.44317904271074,0.0
844,0.0,2.220446049250313e-16,3.1115301408049006e-16,True,False,stacked_exact,False,373.2528121478783,14930.11248591513,1.5033842988186463,1.1246347534587,2.220446049250313e-16,134.39712873258307,0.0
845,2.42861286636753e-17,0.0,4.4237629243431656e-16,True,False,stacked_exact,False,373.119421981101,14924.776879244042,1.4843151428604109,1.101229019618438,0.0,135.11658027622843,0.0
846,2.2551405187698492e-17,4.440892098500626e-16,4.453907801956449e-16,True,False,stacked_exact,False,372.89297327785,14915.718931114001,1.4649343325122228,1.0772077746486286,4.440892098500626e-16,135.57726733257607,0.0
847,8.92573809208865e-16,7.021666937153402e-16,9.719714281284094e-16,True,False,stacked_exact,False,372.51537650548954,14900.615060219583,1.4454279654776219,1.0528624974178236,6.661338147750939e-16,135.76381703570922,0.0
848,9.367506770274758e-17,9.155133597044475e-16,9.360467106186041e-16,True,False,stacked_exact,False,371.9379154061869,14877.516616247476,1.4259262409672941,1.0284483715260664,8.881784197001252e-16,135.66822676770735,0.0
849,2.6020852139652106e-17,1.1322097734007351e-15,1.1991521008642888e-15,True,False,stacked_exact,False,371.119131722174,14844.765268886962,1.4065166049088815,1.0041892958825318,1.1102230246251565e-15,135.2904544267847,0.0
850,3.9898639947466563e-17,4.965068306494546e-16,5.690601573218369e-16,True,False,stacked_exact,False,370.0259917940327,14801.039671761306,1.3872513714658132,0.9802790145071071,4.440892098500626e-16,134.635742583895,0.0
851,2.42861286636753e-17,6.661338147750939e-16,7.513538037141657e-16,True,False,stacked_exact,False,368.6331501295498,14745.326005181993,1.3681501165074383,0.9568774513101641,6.661338147750939e-16,133.71353576897414,0.0
852,2.42861286636753e-17,2.220446049250313e-16,2.9804170262623865e-16,True,False,stacked_exact,False,366.92108072841216,14676.843229136486,1.349215222632063,0.9341192993993529,0.0,132.538441598785,0.0
853,3.8163916471489756e-17,3.1401849173675503e-16,3.478024726790236e-16,True,False,stacked_exact,False,364.8775539582433,14595.102158329732,1.3304299143153264,0.9121079879478283,2.220446049250313e-16,131.12693461657597,0.0
854,1.734723475976807e-18,0.0,3.742711684273819e-16,True,False,stacked_exact,False,362.4948667509453,14499.79467003781,1.3117719826879823,0.8909241477291101,0.0,129.49932135749717,0.0
855,3.469446951953614e-17,3.1401849173675503e-16,3.5524087680257736e-16,True,False,stacked_exact,False,359.77148838222405,14390.859535288964,1.2932160532807397,0.8706256158747278,2.220446049250313e-16,127.67685581660187,0.0
856,1.0408340855860843e-17,4.440892098500626e-16,5.424831401090654e-16,True,False,stacked_exact,False,356.71096276240445,14268.438510496178,1.2747377598463117,0.8512497399327568,4.440892098500626e-16,125.68183814915189,0.0
857,2.6020852139652106e-17,4.440892098500626e-16,5.220071103843801e-16,True,False,stacked_exact,False,353.32152566643003,14132.861026657203,1.2563185095923293,0.8328175084845422,4.440892098500626e-16,123.53722595075166,0.0
858,1.214306433183765e-17,4.440892098500626e-16,4.768420023297651e-16,True,False,stacked_exact,False,349.61579071493344,13984.631628597337,1.237941986866145,0.815330304978936,4.440892098500626e-16,121.26557346614587,0.0
859,8.881936661623154e-16,1.3506446028928519e-15,1.836801836873452e-15,True,False,stacked_exact,False,345.60877255478186,13824.350902191278,1.2196035987131586,0.7987798445973424,1.3322676295501878e-15,118.89055884717929,0.0
860,8.886119947416683e-16,8.881784197001252e-16,1.5598603073501713e-15,True,False,stacked_exact,False,341.3198595018366,13652.794380073468,1.2013036280952378,0.7831437831701461,8.881784197001252e-16,116.43388982546197,0.0
861,8.673617379884035e-18,0.0,1.9707670255645968e-16,True,False,stacked_exact,False,336.770057789817,13470.802311592679,1.183048648865265,0.7683885044250058,0.0,113.91722883008508,0.0
862,1.0408340855860843e-17,2.220446049250313e-16,3.9737133612282886e-16,True,False,stacked_exact,False,331.9821237413058,13279.284949652232,1.1648561934705959,0.7544766255840222,2.220446049250313e-16,111.36172208445576,0.0
863,8.889979694810638e-16,6.661338147750939e-16,1.123363623702108e-15,True,False,stacked_exact,False,326.98181283485667,13079.27251339427,1.1467449784825046,0.7413604584957493,6.661338147750939e-16,108.78568541214905,0.0
864,7.806255641895632e-17,0.0,2.8045550628707123e-16,True,False,stacked_exact,False,321.7947982924499,12871.791931698,1.1287404164828438,0.7289897373172763,0.0,106.20737269118939,0.0
865,4.85722573273506e-17,2.220446049250313e-16,4.660328548424239e-16,True,False,stacked_exact,False,316.44820626731695,12657.928250692677,1.110870490706268,0.7173109044006003,2.220446049250313e-16,103.64275275490114,0.0
866,4.683753385137379e-17,1.1102230246251565e-16,1.8921105887506488e-16,True,False,stacked_exact,False,310.96960544650324,12438.78421786013,1.0931642837165623,0.7062683173664388,0.0,101.10603712692956,0.0
867,5.898059818321144e-17,7.021666937153402e-16,7.218154108538773e-16,True,False,stacked_exact,False,305.386371010173,12215.454840406917,1.07565052966516,0.6958052471701907,6.661338147750939e-16,98.60974976810026,0.0
868,1.9081958235744878e-17,0.0,1.8169068283304374e-16,True,False,stacked_exact,False,299.72552660864983,11989.021064345992,1.0583586587804967,0.685867385602742,0.0,96.16473047034098,0.0
869,3.2959746043559335e-17,2.482534153247273e-16,2.8847813832162713e-16,True,False,stacked_exact,False,294.01381112067975,11760.552444827192,1.041310262429604,0.6763959497429378,2.220446049250313e-16,93.77927374785574,0.0
870,5.898059818321144e-17,4.577566798522237e-16,5.103990904385984e-16,True,False,stacked_exact,False,288.27493735610767,11530.997494244308,1.0245268268413135,0.6673361760870297,4.440892098500626e-16,91.46186521615132,0.0
871,2.2215299868541707e-16,2.220446049250313e-16,3.586045767958977e-16,True,False,stacked_exact,False,282.53213468270224,11301.28538730809,1.0080258346252025,0.6586352950757982,2.220446049250313e-16,89.21843775663167,0.0
872,3.9898639947466563e-17,0.0,1.151635113482998e-16,True,False,stacked_exact,False,276.807270617995,11072.2908247198,0.9918204278669757,0.6502430043916262,0.0,87.05324576392312,0.0
873,2.2422936607558627e-16,2.220446049250313e-16,3.5186788131998855e-16,True,False,stacked_exact,False,271.12050828121926,10844.820331248773,0.9759193800779333,0.6421119407448802,2.220446049250313e-16,84.96916770882056,0.0
874,1.734723475976807e-17,4.440892098500626e-16,4.792618206048881e-16,True,False,stacked_exact,False,265.49017424002074,10619.60696960083,0.960327226055114,0.6341980410935767,4.440892098500626e-16,82.96782690139482,0.0
875,2.2530044628618934e-16,2.220446049250313e-16,3.4463439710440513e-16,True,False,stacked_exact,False,259.93268235063323,10397.307294025328,0.9450444840806457,0.6264607484098684,2.220446049250313e-16,81.04969949247283,0.0
876,3.122502256758253e-17,2.220446049250313e-16,2.342690699719427e-16,True,False,stacked_exact,False,254.4624831373511,10178.499325494044,0.9300680388708322,0.6188631597441059,2.220446049250313e-16,79.21425824322907,0.0
877,3.469446951953614e-18,1.1102230246251565e-16,2.2908968466160283e-16,True,False,stacked_exact,False,249.09205372632357,9963.682149052942,0.915391721447243,0.6113722109779289,0.0,77.46011438021095,0.0
878,1.9949319973733282e-17,2.220446049250313e-16,2.879226884801171e-16,True,False,stacked_exact,False,243.83196277536933,9753.278511014772,0.9010067905147726,0.6039586514807811,2.220446049250313e-16,75.78512307061833,0.0
879,1.6479873021779667e-17,2.220446049250313e-16,2.5760141875368253e-16,True,False,stacked_exact,False,238.69091346848697,9547.636538739478,0.8869025269886022,0.5965970338742046,0.0,74.186537188121,0.0
880,4.441103851688971e-16,4.440892098500626e-16,6.306281992530123e-16,True,False,stacked_exact,False,233.6758317025153,9347.033268100611,0.8730668416829547,0.5892656752869588,4.440892098500626e-16,72.66113081640292,0.0
881,1.6479873021779667e-17,0.0,1.1606400500011069e-16,True,False,stacked_exact,False,228.7919773676095,9151.679094704381,0.8594868266982933,0.5819465501327367,0.0,71.20530335978165,0.0
882,4.5102810375396984e-17,4.965068306494546e-16,5.458303345450683e-16,True,False,stacked_exact,False,224.0430630540731,8961.722522162923,0.8461492148000183,0.5746250951504677,4.440892098500626e-16,69.81518311593386,0.0
883,4.85722573273506e-17,2.220446049250313e-16,2.5287562595139463e-16,True,False,stacked_exact,False,219.43136783199012,8777.254713279604,0.8330408663863051,0.5672900639949603,2.220446049250313e-16,68.48673647549188,0.0
884,3.469446951953614e-18,2.220446049250313e-16,2.4311776463422364e-16,True,False,stacked_exact,False,214.9578710076531,8598.314840306124,0.8201491072711049,0.559933284447107,2.220446049250313e-16,67.21583625611437,0.0
885,1.1275702593849246e-17,2.220446049250313e-16,2.297983998952819e-16,True,False,stacked_exact,False,210.62238521174302,8424.895408469722,0.8074620085041749,0.5525494025504712,2.220446049250313e-16,65.99834287277368,0.0
886,4.336808689942018e-18,2.220446049250313e-16,2.9676714004665374e-16,True,False,stacked_exact,False,206.4236762730268,8256.947050921073,0.7949686332578222,0.5451356514662298,2.220446049250313e-16,64.83017020337564,0.0
887,1.9081958235744878e-17,4.440892098500626e-16,4.614949521781985e-16,True,False,stacked_exact,False,202.35960755191337,8094.384302076534,0.7826591585496644,0.5376915604284882,4.440892098500626e-16,63.70732803200851,0.0
888,1.3877787807814457e-17,2.220446049250313e-16,2.3111047743084514e-16,True,False,stacked_exact,False,198.42725245421366,7937.090098168546,0.7705244917323841,0.5302182054296256,2.220446049250313e-16,62.625970789309,0.0
889,9.540979117872439e-18,8.881784197001252e-16,9.088858484796562e-16,True,False,stacked_exact,False,194.62286723146667,7784.914689258666,0.7585574226504905,0.5227189779771286,8.881784197001252e-16,61.58258720855534,0.0
890,5.204170427930421e-18,2.220446049250313e-16,3.0734566473291975e-16,True,False,stacked_exact,False,190.94240566953405,7637.696226781362,0.7467487577977633,0.5151955956552793,2.220446049250313e-16,60.57365608863215,0.0
891,4.469295454798209e-16,0.0,3.543193878696892e-16,True,False,stacked_exact,False,187.38039179237583,7495.215671695034,0.735094120207024,0.5076541105908533,0.0,59.596901304357566,0.0
892,4.444989847405319e-16,4.440892098500626e-16,7.683388943409789e-16,True,False,stacked_exact,False,183.9323430419483,7357.293721677931,0.7235895898979423,0.5001012292334622,4.440892098500626e-16,58.6491033896181,0.0
893,1.9949319973733282e-17,1.1102230246251565e-16,1.8892057110808806e-16,True,False,stacked_exact,False,180.5935925414309,7223.743701657236,0.7122333288766075,0.4925456478856994,1.1102230246251565e-16,57.727305355542306,0.0
894,1.8214596497756474e-17,3.3306690738754696e-16,4.071293303768585e-16,True,False,stacked_exact,False,177.35978131279094,7094.391252511637,0.7010225195441003,0.4849950772357675,3.3306690738754696e-16,56.828478635068016,0.0
895,1.1275702593849246e-17,1.1102230246251565e-16,1.5439014294477842e-16,True,False,stacked_exact,False,174.22538536797632,6969.015414719054,0.6899538416543226,0.4774561669423876,1.1102230246251565e-16,55.95046083766826,0.0
896,1.734723475976807e-17,1.1102230246251565e-16,1.7301361756495864e-16,True,False,stacked_exact,False,171.184672722676,6847.38690890704,0.6790312598945558,0.46994200443460454,1.1102230246251565e-16,55.09185018084078,0.0
897,1.6479873021779667e-17,0.0,2.106643381065044e-16,True,False,stacked_exact,False,168.23406790402754,6729.362716161102,0.6682544628232652,0.4624619926697141,0.0,54.249223599921805,0.0
898,1.0408340855860843e-17,3.3306690738754696e-16,3.3394160069812215e-16,True,False,stacked_exact,False,165.36854198337087,6614.741679334835,0.6576233483905617,0.45502519828601545,3.3306690738754696e-16,53.42081595720323,0.0
899,3.5561831257524545e-17,2.482534153247273e-16,3.1347842954091984e-16,True,False,stacked_exact,False,162.5827421563283,6503.309686253133,0.6471387251410388,0.44764100059480927,2.220446049250313e-16,52.6053691200831,0.0
900,4.336808689942018e-18,1.5700924586837752e-16,2.5701317486659226e-16,True,False,stacked_exact,False,159.87161390645417,6394.864556258168,0.6368012737529524,0.4403181864664013,1.1102230246251565e-16,51.801580181320894,0.0
901,1.734723475976807e-18,1.2412670766236366e-16,1.8388036256606015e-16,True,False,stacked_exact,False,157.2302066442204,6289.208265768817,0.6266116272321878,0.43306495633229336,1.1102230246251565e-16,51.0083586561116,0.0
902,3.2959746043559335e-17,3.3306690738754696e-16,3.7733433573848777e-16,True,False,stacked_exact,False,154.65377058027545,6186.150823211018,0.6165704242683481,0.4258889511066454,3.3306690738754696e-16,50.224819989367276,0.0
903,1.1919204086428744e-16,1.1102230246251565e-16,1.5397700461314733e-16,True,False,stacked_exact,False,152.1378452426241,6085.513809704965,0.6066782932711485,0.4187972476468717,1.1102230246251565e-16,49.45023168832359,0.0
904,6.071532165918825e-18,3.3766115072321297e-16,3.703839650911347e-16,True,False,stacked_exact,False,149.67832768888974,5987.133107555591,0.5969357559571341,0.41179628447837624,3.3306690738754696e-16,48.68398828449917,0.0
905,1.1102230246251565e-16,2.220446049250313e-16,2.3146322839620277e-16,True,False,stacked_exact,False,147.27139745184328,5890.855898073732,0.5873429448054427,0.4048915799879037,2.220446049250313e-16,47.925618645967795,0.0
906,2.2237639395331597e-16,2.220446049250313e-16,3.9619796715564943e-16,True,False,stacked_exact,False,144.91350621198688,5796.540248479475,0.5779002842693863,0.3980883707945406,2.220446049250313e-16,47.17486508933821,0.0
907,1.6479873021779667e-17,0.0,3.067693820932674e-17,True,False,stacked_exact,False,142.60160417323087,5704.0641669292345,0.5686078930659239,0.3913911407090084,0.0,46.43143262950268,0.0
