case,comparison,delta_mean_reward_no_penalty,delta_tail50_reward_no_penalty,delta_tail50_rmse,delta_actual_intervention_pp,delta_diagnostic_unsafe_pp,delta_mean_abs_du_phys,delta_BC_reward,delta_BC_rmse,delta_handoff_reward,delta_handoff_rmse,delta_early full_reward,delta_early full_rmse,delta_mid full_reward,delta_mid full_rmse,delta_tail 50_reward,delta_tail 50_rmse
LMPC pretrained + gate,critic_reset - low_noise,1164.928235536117,-0.3677685242450561,0.004615063458604851,0.28416666666666657,0.0,-3.2652778890752048,-0.0015042750341773825,-2.072589641588518e-05,72.01723389908909,-0.2664287115617424,6980.217409302169,-3.61392911091285,0.719614502538394,-0.03200394468069162,-0.3677685242450561,0.004615063458604851
LMPC pretrained + gate,critic_reset - old_noise,1.9548038356000443,-0.21341821497984537,0.00846799964356551,0.19499999999999967,0.0,-0.8752433573647016,16.35014948015117,-0.19988744988096485,-12.332666710663428,0.2522752476660871,4.688142817591174,-0.12081908270237501,0.5563729399985169,-0.01751667291901851,-0.21341821497984537,0.00846799964356551
LMPC pretrained no gate,critic_reset - low_noise,141.8126271503115,0.11369037594102815,-0.004528342818784392,0.0,3.2654166666666664,-3.354503663124552,-0.0034007124108441644,-2.6928317597985085e-07,88.2628244716343,-0.20616032717108845,837.3171070729109,-1.3773319137204214,1.3200123688052452,-0.03822083128504897,0.11369037594102815,-0.004528342818784392
LMPC pretrained no gate,critic_reset - old_noise,64.99794909516756,0.3058150176884058,-0.012517596502285816,0.0,3.9537500000000003,-1.3736521097119265,4.691278308953738,-0.07863069977082998,-12.58136852529674,0.21834065935699487,386.71584155719296,-0.5701629482647689,0.6707610071634669,-0.028181209548577307,0.3058150176884058,-0.012517596502285816
OF-MPC pretrained + gate,critic_reset - low_noise,106.34921812013143,0.9372311574517171,-0.008617759706217948,0.30374999999999985,0.0,-2.2606849186453246,-0.0034007124108441644,-2.6928317597985085e-07,-5296.122151931718,5.260251072002234,1138.4849901239106,-2.297394608229385,8.081903690732045,-0.13955272243904276,0.9372311574517171,-0.008617759706217948
OF-MPC pretrained + gate,critic_reset - old_noise,-87.95328629785575,-0.004298261817541338,0.0022058535986216044,-0.32666666666666677,0.0,-0.43986471831677854,20.464997600515108,-0.2554782304391445,-5352.401499476765,5.5252484680440705,0.6585191307464751,-0.02636450732548179,-0.37708221388365004,0.007933074217548741,-0.004298261817541338,0.0022058535986216044
OF-MPC pretrained no gate,critic_reset - low_noise,-19.82944471613992,0.1720885845257225,0.00019413027193981858,0.0,3.0545833333333334,-2.2378500388399427,-0.0034007124108441644,-2.6928317597985085e-07,-1750.9363743442655,2.9690097934732496,48.893060037526205,-0.4740587633887851,2.015194514428414,-0.0672130505560968,0.1720885845257225,0.00019413027193981858
OF-MPC pretrained no gate,critic_reset - old_noise,-29.07478961289607,0.01371896745172485,0.0014559844268270672,0.0,0.576666666666667,-0.2689025014959183,4.691278308953738,-0.07863069977082998,-1813.2165413923717,3.3981976804596803,4.174655491777566,-0.04769991832033976,0.23086590830000198,-0.011443594039626609,0.01371896745172485,0.0014559844268270672
