k,residual_dyn_norm,residual_out_norm,residual_total_norm,exact_solution,used_lstsq,solver_mode,requested_mode_fallback,u_applied_minus_u_s_norm,u_applied_minus_u_s_phys_norm,y_current_minus_y_s_norm,y_current_minus_y_s_phys_norm,y_s_minus_y_sp_norm,xhat_minus_x_s_norm,dhat_minus_d_s_norm,rhs_output_norm,u_s_dev_norm,x_s_norm,reduced_rhs_exact_residual_norm,exact_solve_success,exact_within_bounds,exact_bound_violation_inf,exact_eq_residual_state_inf,exact_eq_residual_output_inf,bounded_solve_success,bounded_residual_norm,box_solve_mode,us_exact_minus_us_bounded_inf,xs_exact_minus_xs_bounded_inf,reduced_rhs_bounded_residual_norm
10,1.3877787807814457e-17,6.661338147750939e-16,1.1291029897202216e-15,True,False,stacked_exact,False,812.9233353525206,32516.933414100822,2.299919916628323,0.5136365729870513,6.661338147750939e-16,204.33587416472386,0.0,2.8263452804312448,814.1475948515546,259.8636452848035,6.280369834735101e-16,True,False,710.4261862341981,1.3877787807814457e-17,6.661338147750939e-16,True,2.7299906111296472,exact_unbounded_fallback_bounded_ls,710.4261862341983,169.83626014661334,2.7299906111296472
11,2.1510571102112408e-16,3.580361673049448e-15,3.658425743667328e-15,True,False,stacked_exact,False,798.340752048577,31933.63008194308,2.2102503167732936,0.5078428649450747,3.552713678800501e-15,193.74804865139163,0.0,2.852157935790475,799.6423030491494,253.93903771065348,1.1102230246251565e-15,True,False,701.6877480023666,2.1510571102112408e-16,3.552713678800501e-15,True,2.73903005773572,exact_unbounded_fallback_bounded_ls,701.6877480023666,167.74722725681607,2.73903005773572
12,1.778825072679481e-15,1.7763568394002505e-15,2.4634243428440862e-15,True,False,stacked_exact,False,781.1224469062162,31244.897876248648,2.1210324794733317,0.5132110714148721,1.7763568394002505e-15,183.21212516768009,0.0,2.8743353102357867,782.4958464030383,247.2783491975391,6.280369834735101e-16,True,False,690.2334042351084,1.7763568394002505e-15,1.7763568394002505e-15,True,2.7462720483444474,exact_unbounded_fallback_bounded_ls,690.2334042351085,165.00892319995594,2.7462720483444474
13,1.7906144779036113e-15,8.881784197001252e-16,2.278900056841169e-15,True,False,stacked_exact,False,761.7080104235845,30468.32041694338,2.0345871738659116,0.52981542381089,8.881784197001252e-16,172.9180670045231,0.0,2.891155579323942,763.1479006925433,240.02940714526184,2.220446049250313e-16,True,False,676.4370642679471,1.7763568394002505e-15,8.881784197001252e-16,True,2.7499085897019975,exact_unbounded_fallback_bounded_ls,676.4370642679845,161.71073567656535,2.7499085897019975
14,3.469446951953614e-18,8.881784197001252e-16,1.0957124787884055e-15,True,False,stacked_exact,False,740.5695242072229,29622.780968288916,1.9530585597246046,0.5565404693383021,8.881784197001252e-16,163.048257193416,0.0,2.9014029723751165,742.0709599441827,232.34720093138287,8.005932084973442e-16,True,False,660.71184154541,3.469446951953614e-18,8.881784197001252e-16,True,2.748597259480626,exact_unbounded_fallback_bounded_ls,660.7118415454102,157.9514246194499,2.748597259480626
15,3.469446951953614e-18,1.7763568394002505e-15,1.8104674478667403e-15,True,False,stacked_exact,False,718.1796131893522,28727.184527574085,1.8783133540834362,0.5914887169374983,1.7763568394002505e-15,153.77073793074078,0.0,2.9042354142974642,719.7380721295328,224.38464941669545,4.440892098500626e-16,True,False,643.4780242017252,3.469446951953614e-18,1.7763568394002505e-15,True,2.7413590158913155,exact_unbounded_fallback_bounded_ls,643.4780242017378,153.83146516072821,2.7413590158913155
16,5.898059818321144e-17,4.440892098500626e-16,9.812962099370608e-16,True,False,stacked_exact,False,694.9950484632957,27799.801938531826,1.8118422297761902,0.6324683036837035,4.440892098500626e-16,145.22622131481432,0.0,2.8992018030820326,696.6065394110102,216.2869452036951,4.440892098500626e-16,True,False,625.1498912169106,5.898059818321144e-17,4.440892098500626e-16,True,2.727600808001441,exact_unbounded_fallback_bounded_ls,625.1498912169106,149.44989586904296,2.727600808001441
17,4.484587321511725e-16,1.3322676295501878e-15,1.430920112764323e-15,True,False,stacked_exact,False,671.4400188426752,26857.600753707,1.7546808245101697,0.6773623611032149,1.3322676295501878e-15,137.52241074176288,0.0,2.8861664585276965,673.101191613826,208.18672732354673,9.155133597044475e-16,True,False,606.1191768710446,4.440892098500626e-16,1.3322676295501878e-15,True,2.70705068169697,exact_unbounded_fallback_bounded_ls,606.1191768710511,144.9003657207359,2.70705068169697
18,4.451856111102413e-16,9.155133597044475e-16,1.0224887134066134e-15,True,False,stacked_exact,False,647.8960703138514,25915.842812554052,1.7073570345406666,0.7243145224451416,8.881784197001252e-16,130.72941925081992,0.0,2.865260119667866,649.6038254071492,200.20100404832655,4.965068306494546e-16,True,False,586.744685864336,4.440892098500626e-16,8.881784197001252e-16,True,2.679712920923171,exact_unbounded_fallback_bounded_ls,586.744685864336,140.26865146444308,2.679712920923171
19,8.887271275567985e-16,2.220446049250313e-16,1.1591490288500381e-15,True,False,stacked_exact,False,624.6916665695884,24987.666662783533,1.6698813328947428,0.7717860865479427,0.0,124.8804419171172,0.0,2.8367788949649735,626.4439101918474,192.42890642378944,0.0,True,False,567.3417913927877,8.881784197001252e-16,2.220446049250313e-16,True,2.6457720819759913,exact_unbounded_fallback_bounded_ls,567.3417913928075,135.63014700484328,2.6457720819759913
20,1.734723475976807e-17,8.881784197001252e-16,9.188820250136772e-16,True,False,stacked_exact,False,602.1001891365495,24084.007565461972,1.6417895505970528,0.8185559987205634,8.881784197001252e-16,119.97356360174206,0.0,2.801129027276913,603.8952401609646,184.95100295008297,4.440892098500626e-16,True,False,548.1782498455926,1.734723475976807e-17,8.881784197001252e-16,True,2.6055381086661353,exact_unbounded_fallback_bounded_ls,548.1782498455926,131.04886285371222,2.6055381086661353
21,4.163336342344337e-17,4.440892098500626e-16,6.010814944099999e-16,True,False,stacked_exact,False,580.3445345233373,23213.781380933488,1.6222136765926567,0.8636697186456561,4.440892098500626e-16,115.97163492777244,0.0,2.758895006433274,582.1812004354005,177.830571540978,2.220446049250313e-16,True,False,529.4799809743099,4.163336342344337e-17,4.440892098500626e-16,True,2.559508309274121,exact_unbounded_fallback_bounded_ls,529.4799809743131,126.57880795167195,2.559508309274121
22,4.441027621704298e-16,9.155133597044475e-16,1.0221366715911256e-15,True,False,stacked_exact,False,559.5940886838493,22383.763547353974,1.6099957049870064,0.9063981211173079,8.881784197001252e-16,112.81337906859976,0.0,2.710709973787719,561.4719058178101,171.11370311433055,4.440892098500626e-16,True,False,511.4254874457808,4.440892098500626e-16,8.881784197001252e-16,True,2.508242796261809,exact_unbounded_fallback_bounded_ls,511.4254874457809,122.26265559250722,2.508242796261809
23,9.930136612989092e-16,2.220446049250313e-16,1.3469376080369532e-15,True,False,stacked_exact,False,539.970165192706,21598.806607708233,1.6038125530239506,0.946200580726482,0.0,110.42050218848009,0.0,2.657249034161608,541.8890544752082,164.83097652759616,0.0,True,False,494.14977832790584,8.881784197001252e-16,2.220446049250313e-16,True,2.452355590338392,exact_unbounded_fallback_bounded_ls,494.14977832790584,118.13268138151521,2.452355590338392
24,4.494775313252277e-16,8.881784197001252e-16,1.0192537872576385e-15,True,False,stacked_exact,False,521.552331818719,20862.09327274876,1.6022879043447955,0.9826866645603459,8.881784197001252e-16,108.70431710121014,0.0,2.5992436173095155,523.51261409707,158.9995936006461,4.440892098500626e-16,True,False,477.7502985412262,4.440892098500626e-16,8.881784197001252e-16,True,2.392526314075189,exact_unbounded_fallback_bounded_ls,477.7502985412262,114.21218074501209,2.392526314075189
