residual_dyn_norm_mean,residual_dyn_norm_std,residual_dyn_norm_max,residual_out_norm_mean,residual_out_norm_std,residual_out_norm_max,residual_total_norm_mean,residual_total_norm_std,residual_total_norm_max,u_applied_minus_u_s_norm_mean,u_applied_minus_u_s_norm_std,u_applied_minus_u_s_norm_max,y_current_minus_y_s_norm_mean,y_current_minus_y_s_norm_std,y_current_minus_y_s_norm_max,xhat_minus_x_s_norm_mean,xhat_minus_x_s_norm_std,xhat_minus_x_s_norm_max,rhs_output_norm_mean,rhs_output_norm_std,rhs_output_norm_max,u_s_dev_norm_mean,u_s_dev_norm_std,u_s_dev_norm_max,x_s_norm_mean,x_s_norm_std,x_s_norm_max,reduced_rhs_exact_residual_norm_mean,reduced_rhs_exact_residual_norm_std,reduced_rhs_exact_residual_norm_max,reduced_rhs_bounded_residual_norm_mean,reduced_rhs_bounded_residual_norm_std,reduced_rhs_bounded_residual_norm_max
5.079706639746663e-17,2.1079858577364452e-16,3.553147333202946e-15,1.5597237187287901e-16,4.3156280303352585e-16,5.8410815908364745e-15,2.1263193924398143e-16,4.977237876429533e-16,5.858775258359011e-15,134.29323690595263,282.35694186984637,1447.5917622980314,0.4743841877609454,0.987075070736801,6.274134442221167,38.804451457475885,74.80356652811874,487.5295393431444,0.588407189682639,1.2056874890250753,6.251885515396676,136.8237797789614,281.2477327558044,1448.2197615850232,43.71036926189927,91.11041309843777,487.77978458707486,8.834275190270677e-17,2.385806139054874e-16,1.9984014443252818e-15,0.5218889492326019,1.1701442658576504,6.082217814417145
