pct_exact_bounded,pct_exact_unbounded_fallback_bounded_ls,pct_exact_unsolved_fallback_bounded_ls,pct_failed,pct_exact_solutions_inside_bounds,avg_exact_bound_violation_inf,max_exact_bound_violation_inf,avg_bounded_residual_norm,max_bounded_residual_norm,avg_us_exact_minus_us_bounded_inf,max_us_exact_minus_us_bounded_inf,avg_xs_exact_minus_xs_bounded_inf,max_xs_exact_minus_xs_bounded_inf
43.8125,56.1875,0.0,0.0,43.8125,113.19450435089993,1216.7237351289161,0.5218889492326019,6.082217814417145,113.84660473340979,1221.46184231561,28.67796261663256,359.9028384510819
