pct_exact_bounded,pct_exact_unbounded_fallback_bounded_ls,pct_exact_unsolved_fallback_bounded_ls,pct_failed,pct_exact_solutions_inside_bounds,avg_exact_bound_violation_inf,max_exact_bound_violation_inf,avg_bounded_residual_norm,max_bounded_residual_norm,avg_us_exact_minus_us_bounded_inf,max_us_exact_minus_us_bounded_inf,avg_xs_exact_minus_xs_bounded_inf,max_xs_exact_minus_xs_bounded_inf
1.125,98.875,0.0,0.0,1.125,251.55576698758966,1300.413625574805,1.689016686371943,16.975733990336426,253.2081549505847,1300.4136255748397,67.20597157171721,365.8407447490679
