k,residual_dyn_norm,residual_out_norm,residual_total_norm,exact_solution,used_lstsq,solver_mode,requested_mode_fallback,u_applied_minus_u_s_norm,u_applied_minus_u_s_phys_norm,y_current_minus_y_s_norm,y_current_minus_y_s_phys_norm,y_s_minus_y_sp_norm,xhat_minus_x_s_norm,dhat_minus_d_s_norm,rhs_output_norm,u_s_dev_norm,x_s_norm,reduced_rhs_exact_residual_norm,exact_solve_success,exact_within_bounds,exact_bound_violation_inf,exact_eq_residual_state_inf,exact_eq_residual_output_inf,bounded_solve_success,bounded_residual_norm,box_solve_mode,us_exact_minus_us_bounded_inf,xs_exact_minus_xs_bounded_inf,reduced_rhs_bounded_residual_norm
24,4.617917304995996e-16,4.440892098500626e-16,7.368080662908014e-16,True,False,stacked_exact,False,495.7177094390576,19828.708377562303,1.7923749239524376,1.2095977309534396,4.440892098500626e-16,105.82933022469572,0.0,2.6030105664309704,497.4876768044701,150.13275325908802,0.0,True,False,456.2556868928651,4.440892098500626e-16,4.440892098500626e-16,True,2.388750405203122,exact_unbounded_fallback_bounded_ls,456.2556868928653,109.07362514782581,2.388750405203122
25,4.441027621704298e-16,9.155133597044475e-16,1.0354735967139019e-15,True,False,stacked_exact,False,483.58257023098577,19343.30280923943,1.802557525266544,1.2318267091052262,8.881784197001252e-16,107.11623363952235,0.0,2.5271377583662784,485.4049193162401,146.5754838484317,4.965068306494546e-16,True,False,444.67931454927333,4.440892098500626e-16,8.881784197001252e-16,True,2.3137058954055827,exact_unbounded_fallback_bounded_ls,444.67931455004316,106.30614863461989,2.3137058954055827
26,3.469446951953614e-18,4.440892098500626e-16,5.134731072003607e-16,True,False,stacked_exact,False,472.62763234562027,18905.105293824807,1.8110730249700644,1.2497032873442837,4.440892098500626e-16,108.67447877524162,0.0,2.450572080354564,474.5036636876737,143.4242321641051,4.440892098500626e-16,True,False,434.0690245498163,3.469446951953614e-18,4.440892098500626e-16,True,2.238417356388809,exact_unbounded_fallback_bounded_ls,434.0690245498163,103.76962618144064,2.238417356388809
27,5.204170427930421e-17,4.440892098500626e-16,5.398675061765333e-16,True,False,stacked_exact,False,462.76328237752455,18510.53129510098,1.8174954539146382,1.2633815049761896,4.440892098500626e-16,110.4362160340755,0.0,2.3740481895812446,464.69403364793243,140.64466361266008,6.661338147750939e-16,True,False,424.36034035427633,5.204170427930421e-17,4.440892098500626e-16,True,2.1636124203468574,exact_unbounded_fallback_bounded_ls,424.36034035427724,101.44864386594459,2.1636124203468574
28,0.0,2.220446049250313e-16,4.705367429596482e-16,True,False,stacked_exact,False,453.8953139294522,18155.812557178087,1.8215442145976373,1.2730483359128644,0.0,112.33938241791009,0.0,2.2982499686195195,455.88160711992816,138.2014056698385,2.220446049250313e-16,True,False,415.4834842524472,0.0,2.220446049250313e-16,True,2.0899689025260537,exact_unbounded_fallback_bounded_ls,415.4834842524617,99.3265204541043,2.0899689025260537
29,8.153200337090993e-17,1.7763568394002505e-15,1.820909848379866e-15,True,False,stacked_exact,False,445.92714860989776,17837.085944395905,1.8230609047685633,1.278918381089162,1.7763568394002505e-15,114.32759821455365,0.0,2.2237878071900674,447.96954123813924,136.05875900301194,3.1401849173675503e-16,True,False,407.36526732128897,8.153200337090993e-17,1.7763568394002505e-15,True,2.018091182628676,exact_unbounded_fallback_bounded_ls,407.36526732128954,97.38575921899597,2.018091182628676
30,4.163336342344337e-17,8.881784197001252e-16,9.312718797817026e-16,True,False,stacked_exact,False,438.76262641113567,17550.505056445425,1.821984188362694,1.28122627265841,8.881784197001252e-16,116.34884637454704,0.0,2.1512093183435983,440.861429655826,134.18144889668454,2.220446049250313e-16,True,False,399.93216697392023,4.163336342344337e-17,8.881784197001252e-16,True,1.9485182958727196,exact_unbounded_fallback_bounded_ls,399.93216697392023,95.60878366720299,1.9485182958727196
31,7.45931094670027e-17,2.220446049250313e-16,2.4283982449353754e-16,True,False,stacked_exact,False,432.3074419991704,17292.297679966814,1.8183294046543501,1.280221720222608,0.0,118.35561360652963,0.0,2.080986629420644,434.4626813481662,132.53507891812083,0.0,True,False,393.11157832826314,7.45931094670027e-17,2.220446049250313e-16,True,1.8817098222614244,exact_unbounded_fallback_bounded_ls,393.1115783282644,93.97823669410087,1.8817098222614246
32,5.204170427930421e-18,4.440892098500626e-16,4.444418195278174e-16,True,False,stacked_exact,False,426.4704152631626,17058.8166105265,1.8121686374579942,1.2761630708615446,4.440892098500626e-16,120.30464550988603,0.0,2.0135165273818525,428.68194046279416,131.08653888417692,2.220446049250313e-16,True,False,386.83325240204476,5.204170427930421e-18,4.440892098500626e-16,True,1.8180440598035843,exact_unbounded_fallback_bounded_ls,386.8332524021457,92.47732440238812,1.8180440598035843
33,5.551115123125783e-17,4.440892098500626e-16,5.096491524737117e-16,True,False,stacked_exact,False,421.1641204698315,16846.56481879326,1.8036175904132123,1.269315112444654,4.440892098500626e-16,122.1575384420493,0.0,1.9491072857894858,423.4315701088932,129.80423143908538,2.220446049250313e-16,True,False,381.02954450986203,5.551115123125783e-17,4.440892098500626e-16,True,1.7578042136894145,exact_unbounded_fallback_bounded_ls,381.02954451197803,91.08987548489492,1.7578042136894145
