input_index,fraction_lower_bound_active,fraction_upper_bound_active,average_exact_violation_below_lower,average_exact_violation_above_upper
0,0.0,0.000625,61.47328725110543,59.957886517609985
1,0.0,0.0,32.11188238513607,28.23619034584907
