pct_exact_bounded,pct_exact_unbounded_fallback_bounded_ls,pct_exact_unsolved_fallback_bounded_ls,pct_failed,pct_exact_solutions_inside_bounds,avg_exact_bound_violation_inf,max_exact_bound_violation_inf,avg_bounded_residual_norm,max_bounded_residual_norm,avg_us_exact_minus_us_bounded_inf,max_us_exact_minus_us_bounded_inf,avg_xs_exact_minus_xs_bounded_inf,max_xs_exact_minus_xs_bounded_inf
8.625,91.375,0.0,0.0,8.625,121.68392955791064,1193.3608355833865,0.6210846526174114,6.129688863488612,129.56835130698525,1199.7086258484994,32.46789658795642,361.1386393995988
