k,residual_dyn_norm,residual_out_norm,residual_total_norm,exact_solution,used_lstsq,solver_mode,requested_mode_fallback,u_applied_minus_u_s_norm,u_applied_minus_u_s_phys_norm,y_current_minus_y_s_norm,y_current_minus_y_s_phys_norm,y_s_minus_y_sp_norm,xhat_minus_x_s_norm,dhat_minus_d_s_norm,rhs_output_norm,u_s_dev_norm,x_s_norm,reduced_rhs_exact_residual_norm,exact_solve_success,exact_within_bounds,exact_bound_violation_inf,exact_eq_residual_state_inf,exact_eq_residual_output_inf,bounded_solve_success,bounded_residual_norm,box_solve_mode,us_exact_minus_us_bounded_inf,xs_exact_minus_xs_bounded_inf,reduced_rhs_bounded_residual_norm,analysis_target_variant,analysis_x_label,analysis_u_label,analysis_y_label,analysis_d_label,analysis_u_applied_minus_u_s_norm,analysis_u_applied_minus_u_s_phys_norm,analysis_y_current_minus_y_s_norm,analysis_y_current_minus_y_s_phys_norm,analysis_y_s_minus_y_sp_norm,analysis_xhat_minus_x_s_norm,analysis_dhat_minus_d_s_norm,analysis_u_s_dev_norm,analysis_x_s_norm,analysis_reduced_rhs_residual_norm
477,1.214306433183765e-17,2.482534153247273e-16,2.7009192084308224e-16,True,False,stacked_exact,False,237.28640089187763,9491.456035675106,0.6942381887215829,0.41955318541348946,0.0,52.274816808776585,0.0,0.9529789781701705,235.79757144642957,73.49637333453825,1.5700924586837752e-16,True,False,204.12381257759398,1.214306433183765e-17,2.220446049250313e-16,True,0.9942937522819644,exact_unbounded_fallback_bounded_ls,216.21886141245838,51.68982155641593,0.9942937522819644,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.4687816970792573,58.751267883170264,0.6942381887215829,0.41955318541348946,0.0,52.274816808776585,0.0,2.8780528005947446,73.49637333453825,0.9942937522819644
478,1.3010426069826053e-17,0.0,2.12851282580045e-16,True,False,stacked_exact,False,228.14095875995687,9125.638350398274,0.684948066557125,0.4291870390493197,0.0,49.88302498731626,0.0,0.9351837257090558,226.64813916981234,70.45066540456712,1.1102230246251565e-16,True,False,196.40063139085836,1.3010426069826053e-17,0.0,True,0.9774008679294384,exact_unbounded_fallback_bounded_ls,208.47078482483258,49.83754699718663,0.9774008679294384,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.486071094878512,59.4428437951405,0.684948066557125,0.4291870390493197,0.0,49.88302498731626,0.0,2.849660587404512,70.45066540456712,0.9774008679294384
479,2.862293735361732e-17,2.220446049250313e-16,2.706663752986057e-16,True,False,stacked_exact,False,218.9719304552244,8758.877218208976,0.6766723986939734,0.4380225816366284,0.0,47.79221645989547,0.0,0.9144765820621746,217.47637846073354,67.43330258180559,0.0,True,False,188.54796040524158,2.862293735361732e-17,2.220446049250313e-16,True,0.9575337985971285,exact_unbounded_fallback_bounded_ls,200.5995993009405,47.95584170788118,0.9575337985971285,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.4911614030097393,59.646456120389566,0.6766723986939734,0.4380225816366284,0.0,47.79221645989547,0.0,2.831087022613262,67.43330258180559,0.9575337985971285
480,4.336808689942018e-18,6.661338147750939e-16,6.807419715373454e-16,True,False,stacked_exact,False,209.85085376691262,8394.034150676503,0.6692831626377229,0.4459008800356446,8.881784197001252e-16,45.996644732019824,0.0,0.890953595783676,208.35410095224256,64.46537906943668,3.510833468576701e-16,True,False,180.6361442932712,4.336808689942018e-18,6.661338147750939e-16,True,0.9348100505667744,exact_unbounded_fallback_bounded_ls,192.675306678648,46.06144050286438,0.9348100505667744,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.4847179255280425,59.38871702112164,0.6692831626377229,0.4459008800356446,8.881784197001252e-16,45.996644732019824,0.0,2.8218530609208092,64.46537906943668,0.9348100505667744
481,4.448009941362986e-16,0.0,3.7966820513201917e-16,True,False,stacked_exact,False,200.84511288611733,8033.804515444693,0.6626034162317103,0.45268759865001684,0.0,44.48354885771775,0.0,0.8647838349439817,199.34898250873215,61.56640310722462,1.1102230246251565e-16,True,False,172.7324566852506,4.440892098500626e-16,0.0,True,0.9094115562569194,exact_unbounded_fallback_bounded_ls,184.76479325878338,44.170333388427984,0.9094115562569194,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.4675062460563784,58.70024984225512,0.6626034162317103,0.45268759865001684,0.0,44.48354885771775,0.0,2.821400454692228,61.56640310722462,0.9094115562569194
482,1.214306433183765e-17,0.0,2.1982731458946252e-16,True,False,stacked_exact,False,192.01765057836786,7680.706023134715,0.6564237336772943,0.4582739886635091,0.0,43.23386834579203,0.0,0.8362004533841187,190.52425713373574,58.7542625475942,1.1102230246251565e-16,True,False,164.90063189949942,1.214306433183765e-17,0.0,True,0.8815762828863232,exact_unbounded_fallback_bounded_ls,176.93135585906379,42.29765226005751,0.8815762828863232,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.440388493941398,57.615539757655945,0.6564237336772943,0.4582739886635091,0.0,43.23386834579203,0.0,2.8290950255096847,58.7542625475942,0.8815762828863232
483,2.168404344971009e-17,4.440892098500626e-16,4.802275970953272e-16,True,False,stacked_exact,False,183.4266685412174,7337.066741648696,0.650518434579223,0.4625770019771943,4.440892098500626e-16,42.22340654814977,0.0,0.8054919845573394,181.93842243924672,56.04518884070173,2.220446049250313e-16,True,False,157.2004273768742,2.168404344971009e-17,4.440892098500626e-16,True,0.8515902663883915,exact_unbounded_fallback_bounded_ls,169.23428666673922,40.457571656267426,0.8515902663883915,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.4042921473855638,56.17168589542256,0.650518434579223,0.4625770019771943,4.440892098500626e-16,42.22340654814977,0.0,2.844247315083358,56.04518884070173,0.8515902663883915
484,3.469446951953614e-17,4.440892098500626e-16,4.742276988812282e-16,True,False,stacked_exact,False,175.1252970574981,7005.011882299924,0.6446605994223041,0.46553885558722474,4.440892098500626e-16,41.424404480722124,0.0,0.772992775110356,173.64490090403285,53.45371078399423,1.2412670766236366e-16,True,False,149.6871395967317,3.469446951953614e-17,4.440892098500626e-16,True,0.8197784744448898,exact_unbounded_fallback_bounded_ls,161.7283873358438,38.66319259747522,0.8197784744448898,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.3602010329440966,54.408041317763875,0.6446605994223041,0.46553885558722474,4.440892098500626e-16,41.424404480722124,0.0,2.8661198657564646,53.45371078399423,0.8197784744448898
485,1.1110697347012682e-16,5.551115123125783e-17,1.5807566104473917e-16,True,False,stacked_exact,False,167.161297257157,6686.451890286279,0.6386351527106939,0.46712628765980596,0.0,40.80726158782207,0.0,0.7390742142004838,165.69172815349572,50.99260808147781,1.1102230246251565e-16,True,False,142.41117374825492,1.1102230246251565e-16,5.551115123125783e-17,True,0.7864965184629882,exact_unbounded_fallback_bounded_ls,154.4635505927295,36.92644256357446,0.7864965184629882,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.309132913724837,52.365316548993455,0.6386351527106939,0.46712628765980596,0.0,40.80726158782207,0.0,2.8939449401341606,50.99260808147781,0.7864965184629882
486,1.1887919617546994e-16,2.2887833992611187e-16,2.603784035459789e-16,True,False,stacked_exact,False,159.57683105253113,6383.073242101245,0.6322490911500998,0.4673292105976841,0.0,40.342154202311086,0.0,0.704137762436462,158.1213173984496,48.672872850766865,1.1102230246251565e-16,True,False,135.41773254266766,1.1102230246251565e-16,2.220446049250313e-16,True,0.7521239616787715,exact_unbounded_fallback_bounded_ls,147.48445953688991,35.25800360803781,0.7521239616787715,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.2521239188547895,50.084956754191566,0.6322490911500998,0.4673292105976841,0.0,40.342154202311086,0.0,2.9269343031282014,48.672872850766865,0.7521239616787715
487,1.1275702593849246e-17,2.2887833992611187e-16,2.488233739209231e-16,True,False,stacked_exact,False,152.40820078875612,6096.328031550243,0.6253391290270217,0.46615919034931835,0.0,40.00051835626002,0.0,0.668606909420258,150.97017985042632,46.50366084602772,1.2412670766236366e-16,True,False,128.74645854833426,1.1275702593849246e-17,2.220446049250313e-16,True,0.7170564137193388,exact_unbounded_fallback_bounded_ls,140.830231589628,33.66722723939551,0.7170564137193388,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.1902171992838213,47.608687971352914,0.6253391290270217,0.46615919034931835,0.0,40.00051835626002,0.0,2.9642892486078454,46.50366084602772,0.7170564137193388
488,1.9081958235744878e-17,2.220446049250313e-16,2.475354845349096e-16,True,False,stacked_exact,False,145.68583552286836,5827.433420914734,0.6177766504290446,0.46364762818736877,0.0,39.756149271567594,0.0,0.6329203956639342,144.26870908379706,44.49224759134046,1.1102230246251565e-16,True,False,122.43118340269098,1.9081958235744878e-17,2.220446049250313e-16,True,0.6816989243217421,exact_unbounded_fallback_bounded_ls,134.53418061805075,32.16207755400281,0.6816989243217421,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.124428759642793,44.97715038571172,0.6177766504290446,0.46364762818736877,0.0,39.756149271567594,0.0,3.0052146938099913,44.49224759134046,0.6816989243217421
489,2.2215299868541707e-16,0.0,2.656109943920193e-16,True,False,stacked_exact,False,139.43354315965965,5577.341726386385,0.609460779548633,0.4598357377899651,0.0,39.585939912808215,0.0,0.5975253425816386,138.04098789828527,42.64398461956405,0.0,True,False,116.49972356934805,2.220446049250313e-16,0.0,True,0.6464590341702111,exact_unbounded_fallback_bounded_ls,128.62376597424748,30.74911905321859,0.6464590341702111,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,1.05580383421091,42.23215336843636,0.609460779548633,0.4598357377899651,0.0,39.585939912808215,0.0,3.048935384371302,42.64398461956405,0.6464590341702111
490,1.131200662323322e-16,2.220446049250313e-16,2.6369327169656194e-16,True,False,stacked_exact,False,133.66658302104327,5346.663320841731,0.6003404602518726,0.45479008892452366,0.0,39.472926002797124,0.0,0.5628195433410458,132.30234769291866,40.96193427896133,1.1102230246251565e-16,True,False,110.9705101692897,1.1102230246251565e-16,2.220446049250313e-16,True,0.6116886948720495,exact_unbounded_fallback_bounded_ls,123.1168589056726,29.43262408213741,0.6116886948720495,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.9851401867200809,39.405607468803225,0.6003404602518726,0.45479008892452366,0.0,39.472926002797124,0.0,3.0948381889676493,40.96193427896133,0.6116886948720495
491,9.540979117872439e-18,5.551115123125783e-17,1.0252345582680946e-16,True,False,stacked_exact,False,128.3971514441393,5135.886057765571,0.5904009831658898,0.44859045589525154,0.0,39.399838891702466,0.0,0.5292681117608015,127.06485318032504,39.4476699460199,0.0,True,False,105.86030435380822,9.540979117872439e-18,5.551115123125783e-17,True,0.5778027373116991,exact_unbounded_fallback_bounded_ls,118.02972501386584,28.216481136127353,0.5778027373116991,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.9134333610233342,36.537334440933364,0.5904009831658898,0.44859045589525154,0.0,39.399838891702466,0.0,3.142138543582653,39.4476699460199,0.5778027373116991
492,9.540979117872439e-18,0.0,7.132387159897272e-17,True,False,stacked_exact,False,123.63143624885952,4945.257449954381,0.5796627916869166,0.44132837276742526,0.0,39.35272712986163,0.0,0.4973249119020781,122.33443641105386,38.10087986141452,5.551115123125783e-17,True,False,101.18017646084944,9.540979117872439e-18,0.0,True,0.5452021712662026,exact_unbounded_fallback_bounded_ls,113.37296751019072,27.10322504540502,0.5452021712662026,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.8416181043737904,33.66472417495163,0.5796627916869166,0.44132837276742526,0.0,39.35272712986163,0.0,3.19009603028047,38.10087986141452,0.5452021712662026
493,2.47198095326695e-17,1.1102230246251565e-16,1.409044519452172e-16,True,False,stacked_exact,False,119.36915792247648,4774.766316899059,0.5681781167535448,0.4331047614794259,0.0,39.32088887526802,0.0,0.4674151272412875,118.11045745001104,36.91926329839363,5.551115123125783e-17,True,False,96.93506823041143,2.47198095326695e-17,1.1102230246251565e-16,True,0.5142593898091953,exact_unbounded_fallback_bounded_ls,109.15110162233981,26.09393523159066,0.5142593898091953,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.7705514474548002,30.822057898191986,0.5681781167535448,0.4331047614794259,0.0,39.32088887526802,0.0,3.2380283077555947,36.91926329839363,0.5142593898091953
494,1.1275702593849246e-17,1.1102230246251565e-16,1.2347625246567964e-16,True,False,stacked_exact,False,115.6035794037488,4624.143176149952,0.5560273715171975,0.4240280080992995,0.0,39.29637868375468,0.0,0.4399217962627819,114.38569394044768,35.89851846836048,5.551115123125783e-17,True,False,93.12387572220001,1.1275702593849246e-17,1.1102230246251565e-16,True,0.48530918367082504,exact_unbounded_fallback_bounded_ls,105.3626282709125,25.18825332101506,0.48530918367082504,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.7010196633960223,28.04078653584089,0.5560273715171975,0.4240280080992995,0.0,39.29637868375468,0.0,3.2853137267467303,35.89851846836048,0.48530918367082504
495,0.0,1.1102230246251565e-16,1.30887311157619e-16,True,False,stacked_exact,False,112.32181925650453,4492.872770260181,0.5433145080690054,0.4142117129230188,0.0,39.27329211783046,0.0,0.4151726583022427,111.14668106132156,35.03241892827769,2.7755575615628914e-17,True,False,89.73991707465956,0.0,1.1102230246251565e-16,True,0.45864243592240883,exact_unbounded_fallback_bounded_ls,102.00052347337143,24.384500142852904,0.45864243592240883,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.6337264784769957,25.349059139079877,0.5433145080690054,0.4142117129230188,0.0,39.27329211783046,0.0,3.331397717328876,35.03241892827769,0.45864243592240883
496,1.474514954580286e-17,1.1102230246251565e-16,1.5341054469170947e-16,True,False,stacked_exact,False,109.5052142047422,4380.208568189688,0.530162394973031,0.403772857540109,0.0,39.247237707539476,0.0,0.39342124278038726,108.37409339235805,34.312937266358624,1.2412670766236366e-16,True,False,86.77133139990066,1.474514954580286e-17,1.1102230246251565e-16,True,0.4344953044001294,exact_unbounded_fallback_bounded_ls,99.0526209697885,23.67976720059011,0.4344953044001294,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.5692949754956173,22.771799019824652,0.530162394973031,0.403772857540109,0.0,39.247237707539476,0.0,3.375786977852934,34.312937266358624,0.4344953044001294
497,2.220717083251841e-16,3.3766115072321297e-16,4.664028002744898e-16,True,False,stacked_exact,False,107.12989273436463,4285.195709374585,0.5167074540556774,0.3928296915409917,4.440892098500626e-16,39.21476562110442,0.0,0.3748281024901383,106.04334391250784,33.730434883090865,1.4946834900704541e-16,True,False,84.20166731872128,2.220446049250313e-16,3.3306690738754696e-16,True,0.4130392793178841,exact_unbounded_fallback_bounded_ls,96.50220098049897,23.070057421900575,0.4130392793178841,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.5082801984243415,20.331207936973644,0.5167074540556774,0.3928296915409917,4.440892098500626e-16,39.21476562110442,0.0,3.4180435137756247,33.730434883090865,0.4130392793178841
498,1.6046192152785466e-17,1.1102230246251565e-16,1.2540196943399601e-16,True,False,stacked_exact,False,105.16734938561119,4206.693975424448,0.5030943867747517,0.3814999249982904,0.0,39.17301571910294,0.0,0.35944236432392723,104.12519663314453,33.273888022367814,8.326672684688674e-17,True,False,82.01036245747137,1.6046192152785466e-17,1.1102230246251565e-16,True,0.39436959511824404,exact_unbounded_fallback_bounded_ls,94.3284763998708,22.550401389344156,0.39436959511824404,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.4511632685533385,18.046530742133566,0.5030943867747517,0.3814999249982904,0.0,39.17301571910294,0.0,3.4577937595969885,33.273888022367814,0.39436959511824404
499,1.8214596497756474e-17,3.3306690738754696e-16,3.420560045347074e-16,True,False,stacked_exact,False,103.58515620925276,4143.40624837011,0.4894709756697146,0.36989915186850375,4.440892098500626e-16,39.11938596490597,0.0,0.34719166854205313,102.58652549199978,32.931158119360894,5.551115123125783e-17,True,False,80.17332946377086,1.8214596497756474e-17,3.3306690738754696e-16,True,0.3784974315859485,exact_unbounded_fallback_bounded_ls,92.50718028584402,22.114997787084626,0.3784974315859485,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.3983407964569592,15.933631858278385,0.4894709756697146,0.36989915186850375,4.440892098500626e-16,39.11938596490597,0.0,3.4947306381142975,32.931158119360894,0.3784974315859485
500,2.168404344971009e-18,2.220446049250313e-16,2.3118885108603164e-16,True,False,stacked_exact,False,102.34780240723971,4093.9120962895886,0.4759827615619993,0.3581392624140887,0.0,39.051247712462015,0.0,0.33788435303459335,101.39117902772081,32.689291416266975,5.551115123125783e-17,True,False,78.66361861114969,2.168404344971009e-18,2.220446049250313e-16,True,0.3653476651788808,exact_unbounded_fallback_bounded_ls,91.0112159173393,21.757368805238965,0.3653476651788808,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.35014713586004204,14.00588543440172,0.4759827615619993,0.3581392624140887,0.0,39.051247712462015,0.0,3.5286019220986695,32.689291416266975,0.3653476651788808
501,2.7755575615628914e-17,1.1102230246251565e-16,1.393370159576618e-16,True,False,stacked_exact,False,101.41751913954458,4056.7007655817833,0.462768178997648,0.3463272256300701,0.0,38.96581171643031,0.0,0.33122479480880673,100.5008365808935,32.53482294319492,6.938893903907228e-17,True,False,77.4520220840597,2.7755575615628914e-17,1.1102230246251565e-16,True,0.35476294829228494,exact_unbounded_fallback_bounded_ls,89.81127161650303,21.470507120820294,0.35476294829228494,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.3068303702196977,12.273214808787891,0.462768178997648,0.3463272256300701,0.0,38.96581171643031,0.0,3.559219563762097,32.53482294319492,0.35476294829228494
502,4.336808689942018e-18,1.1102230246251565e-16,1.2690298351819032e-16,True,False,stacked_exact,False,100.75516112222431,4030.2064448889723,0.44995325286416893,0.33456337936457803,0.0,38.86000771757575,0.0,0.32684123090609063,99.87590796235278,32.45407806038727,6.938893903907228e-17,True,False,76.50774898695192,4.336808689942018e-18,1.1102230246251565e-16,True,0.34651589216810136,exact_unbounded_fallback_bounded_ls,88.87648506247562,21.247034710248116,0.34651589216810136,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.268578251383243,10.743130055329765,0.44995325286416893,0.33456337936457803,0.0,38.86000771757575,0.0,3.5864420886043393,32.45407806038727,0.34651589216810136
503,1.3877787807814457e-17,2.2887833992611187e-16,2.369520990285073e-16,True,False,stacked_exact,False,100.32088758978003,4012.8355035912014,0.43764791203466574,0.32294077402491456,0.0,38.73067218397264,0.0,0.324319064333609,99.47622987628694,32.433438437905814,5.928593550334434e-17,True,False,75.79881337745489,1.3877787807814457e-17,2.220446049250313e-16,True,0.3403254850879088,exact_unbounded_fallback_bounded_ls,88.17483996249838,21.07929767853481,0.3403254850879088,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.23548362226479758,9.419344890591928,0.43764791203466574,0.32294077402491456,0.0,38.73067218397264,0.0,3.6101953091147623,32.433438437905814,0.3403254850879088
504,3.469446951953614e-18,0.0,4.292134723418759e-17,True,False,stacked_exact,False,100.07502881119927,4003.001152447971,0.42594261604830064,0.31154439855252625,0.0,38.574454330178824,0.0,0.32323627320562887,99.26192902111762,32.459600926454286,5.551115123125783e-17,True,False,75.29276858388972,3.469446951953614e-18,0.0,True,0.33588062769365273,exact_unbounded_fallback_bounded_ls,87.67389234319334,20.959539888294696,0.33588062769365273,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.20753976205062055,8.301590482024778,0.42594261604830064,0.31154439855252625,0.0,38.574454330178824,0.0,3.6304568766587586,32.459600926454286,0.33588062769365273
505,9.107298248878237e-18,3.3306690738754696e-16,3.4888621710182574e-16,True,False,stacked_exact,False,99.97881652604859,3999.1526610419437,0.4149058659735114,0.3004505966490082,4.440892098500626e-16,38.387875451043605,0.0,0.3231920450240709,99.19413754240139,32.519796572342756,5.898059818321144e-17,True,False,74.95730005191596,9.107298248878237e-18,3.3306690738754696e-16,True,0.33286239340444046,exact_unbounded_fallback_bounded_ls,87.3413560593726,20.8800429329438,0.33286239340444046,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.1846160980781877,7.3846439231274905,0.4149058659735114,0.3004505966490082,4.440892098500626e-16,38.387875451043605,0.0,3.647248130180637,32.519796572342756,0.33286239340444046
506,1.5178830414797062e-17,2.220446049250313e-16,2.272537710587785e-16,True,False,stacked_exact,False,99.99499232769783,3999.799693107913,0.4045817674691908,0.28972577971513114,0.0,38.16744380879636,0.0,0.3238266637755899,99.23558484225256,32.60196749247022,4.5102810375396984e-17,True,False,74.76073502281083,1.5178830414797062e-17,2.220446049250313e-16,True,0.3309630820214928,exact_unbounded_fallback_bounded_ls,87.14560632150638,20.83324651123516,0.3309630820214928,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.16647157128780227,6.658862851512063,0.4045817674691908,0.28972577971513114,0.0,38.16744380879636,0.0,3.660616713528154,32.60196749247022,0.3309630820214928
507,1.1275702593849246e-17,0.0,1.16048406367522e-16,True,False,stacked_exact,False,100.08807459334079,4003.5229837336315,0.39499028310699386,0.2794265638170053,0.0,37.91010125918332,0.0,0.3248326099064418,99.35086336209997,32.694886337002885,3.8163916471489756e-17,True,False,74.67212364352854,1.1275702593849246e-17,0.0,True,0.3298987816437805,exact_unbounded_fallback_bounded_ls,87.05577819808504,20.811771975479743,0.3298987816437805,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.15270707066680939,6.108282826672341,0.39499028310699386,0.2794265638170053,0.0,37.91010125918332,0.0,3.6706702504097386,32.694886337002885,0.3298987816437805
508,8.673617379884035e-19,0.0,2.951043718352384e-17,True,False,stacked_exact,False,100.22487644518816,4008.9950578075263,0.38612817116177084,0.2695996961172984,0.0,37.613167587297184,0.0,0.3259590163118851,99.50691983423482,32.788267242088494,7.768308565858639e-17,True,False,74.66180987785359,8.673617379884035e-19,0.0,True,0.32942001708827146,exact_unbounded_fallback_bounded_ls,87.04232208037355,20.808555122339342,0.32942001708827146,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.14280718039791868,5.712287215916796,0.38612817116177084,0.2695996961172984,0.0,37.613167587297184,0.0,3.6775529915667597,32.788267242088494,0.32942001708827146
509,9.540979117872439e-18,2.2887833992611187e-16,2.294576997712139e-16,True,False,stacked_exact,False,100.3748603142003,4014.9944125680126,0.37797056146911456,0.2602816930428447,0.0,37.27441234487328,0.0,0.32701008958281436,99.67339184025012,32.87284430293542,8.355534721610419e-17,True,False,74.70182667031965,9.540979117872439e-18,2.220446049250313e-16,True,0.329316246072988,exact_unbounded_fallback_bounded_ls,87.0773920092304,20.81693902720668,0.329316246072988,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.1362230597399638,5.4489223895985734,0.37797056146911456,0.2602816930428447,0.0,37.27441234487328,0.0,3.681431222966982,32.87284430293542,0.329316246072988
510,1.691355389077387e-17,5.551115123125783e-17,8.939487993964847e-17,True,False,stacked_exact,False,100.51025913607376,4020.4103654429496,0.37047477679369917,0.2514997871828656,0.0,36.89231406572424,0.0,0.327840272815173,99.82272128395824,32.940410640585476,8.413408858487514e-17,True,False,74.76599730788726,1.691355389077387e-17,5.551115123125783e-17,True,0.32941532515830535,exact_unbounded_fallback_bounded_ls,87.13495670680295,20.830700587720116,0.32941532515830535,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.1324127115134011,5.296508460536035,0.37047477679369917,0.2514997871828656,0.0,36.89231406572424,0.0,3.682515591470002,32.940410640585476,0.32941532515830535
511,1.9949319973733282e-17,0.0,2.2404760033203104e-17,True,False,stacked_exact,False,100.60641306250528,4024.2565225002113,0.3635833793375324,0.2432717384354263,0.0,36.465871597234035,0.0,0.32834733220320994,99.93046368113505,32.98385254905704,5.928593550334434e-17,True,False,74.83044920916448,1.9949319973733282e-17,0.0,True,0.3295822768867973,exact_unbounded_fallback_bounded_ls,87.1912901059594,20.85736953188305,0.3295822768867973,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.13094865866664757,5.237946346665853,0.3635833793375324,0.2432717384354263,0.0,36.465871597234035,0.0,3.681018828419571,32.98385254905704,0.3295822768867973
512,0.0,5.551115123125783e-17,7.69670941779937e-17,True,False,stacked_exact,False,100.64169756038852,4025.6679024155405,0.3572285110574762,0.2356065203891496,0.0,35.99488322494269,0.0,0.3284652472502871,99.97521914513312,32.99714033173809,8.22668717966003e-17,True,False,74.87353191348905,0.0,5.551115123125783e-17,True,0.3297139781513002,exact_unbounded_fallback_bounded_ls,87.22490360864316,20.86261989799446,0.3297139781513002,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.131517602202559,5.260704088102349,0.3572285110574762,0.2356065203891496,0.0,35.99488322494269,0.0,3.6771783395125484,32.99714033173809,0.3297139781513002
513,5.204170427930421e-18,0.0,1.1778289639413794e-16,True,False,stacked_exact,False,100.5975561660971,4023.9022466438846,0.3513362181629188,0.22850506250273656,0.0,35.47993060500309,0.0,0.32815700579321067,99.93865445798279,32.9753086555137,1.474514954580286e-17,True,False,74.87595218946441,5.204170427930421e-18,0.0,True,0.3297342628122608,exact_unbounded_fallback_bounded_ls,87.21667220670629,20.85023569941576,0.3297342628122608,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.13391788048046976,5.356715219218831,0.3513362181629188,0.22850506250273656,0.0,35.47993060500309,0.0,3.671245886631235,32.9753086555137,0.3297342628122608
514,2.2224949237026596e-16,4.577566798522237e-16,5.105269510820587e-16,True,False,stacked_exact,False,100.45848693313343,4018.339477325337,0.3458306376895272,0.22196118464838407,4.440892098500626e-16,34.92233732894631,0.0,0.32740790094877265,99.80548740131754,32.91442512792805,9.367908318028561e-17,True,False,74.82087386855801,2.220446049250313e-16,4.440892098500626e-16,True,0.32958888849076967,exact_unbounded_fallback_bounded_ls,87.14993379640347,20.834281048202747,0.32958888849076967,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.13800259053746744,5.520103621498696,0.3458306376895272,0.22196118464838407,4.440892098500626e-16,34.92233732894631,0.0,3.6634846045686325,32.91442512792805,0.32958888849076967
515,1.0842021724855044e-17,0.0,2.5770799897281662e-17,True,False,stacked_exact,False,100.212021188686,4008.48084754744,0.3406369974128949,0.21596185482814154,0.0,34.32408692619286,0.0,0.3262195901806941,99.5634460700825,32.81154866033802,5.204170427930421e-17,True,False,74.69400040078811,1.0842021724855044e-17,0.0,True,0.32924081954052353,exact_unbounded_fallback_bounded_ls,87.01055591861787,20.800961024294622,0.32924081954052353,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.14367567340877954,5.747026936351159,0.3406369974128949,0.21596185482814154,0.0,34.32408692619286,0.0,3.6541455919989594,32.81154866033802,0.32924081954052353
516,7.806255641895632e-18,2.220446049250313e-16,2.323358031568018e-16,True,False,stacked_exact,False,99.84842852175647,3993.9371408702596,0.33568503225239604,0.21048843194191877,0.0,33.68799687438678,0.0,0.324605166670179,99.20300496905243,32.66466304980662,5.618469141565346e-17,True,False,74.48329728965902,7.806255641895632e-18,2.220446049250313e-16,True,0.32866466205409367,exact_unbounded_fallback_bounded_ls,86.78668632168602,20.747442198778103,0.32866466205409367,hybrid,x_s_exact,u_s_bounded,y_s_exact,d_s_exact,0.15079284919781155,6.031713967912416,0.33568503225239604,0.21048843194191877,0.0,33.68799687438678,0.0,3.643502414779808,32.66466304980662,0.32866466205409367
