residual_dyn_norm_mean,residual_dyn_norm_std,residual_dyn_norm_max,residual_out_norm_mean,residual_out_norm_std,residual_out_norm_max,residual_total_norm_mean,residual_total_norm_std,residual_total_norm_max,u_applied_minus_u_s_norm_mean,u_applied_minus_u_s_norm_std,u_applied_minus_u_s_norm_max,y_current_minus_y_s_norm_mean,y_current_minus_y_s_norm_std,y_current_minus_y_s_norm_max,xhat_minus_x_s_norm_mean,xhat_minus_x_s_norm_std,xhat_minus_x_s_norm_max,rhs_output_norm_mean,rhs_output_norm_std,rhs_output_norm_max,u_s_dev_norm_mean,u_s_dev_norm_std,u_s_dev_norm_max,x_s_norm_mean,x_s_norm_std,x_s_norm_max,reduced_rhs_exact_residual_norm_mean,reduced_rhs_exact_residual_norm_std,reduced_rhs_exact_residual_norm_max,reduced_rhs_bounded_residual_norm_mean,reduced_rhs_bounded_residual_norm_std,reduced_rhs_bounded_residual_norm_max,analysis_u_applied_minus_u_s_norm_mean,analysis_u_applied_minus_u_s_norm_std,analysis_u_applied_minus_u_s_norm_max,analysis_y_current_minus_y_s_norm_mean,analysis_y_current_minus_y_s_norm_std,analysis_y_current_minus_y_s_norm_max,analysis_xhat_minus_x_s_norm_mean,analysis_xhat_minus_x_s_norm_std,analysis_xhat_minus_x_s_norm_max,analysis_rhs_output_norm_mean,analysis_rhs_output_norm_std,analysis_rhs_output_norm_max,analysis_u_s_dev_norm_mean,analysis_u_s_dev_norm_std,analysis_u_s_dev_norm_max,analysis_x_s_norm_mean,analysis_x_s_norm_std,analysis_x_s_norm_max,analysis_G_u_s_minus_rhs_norm_mean,analysis_G_u_s_minus_rhs_norm_std,analysis_G_u_s_minus_rhs_norm_max
6.279627660391534e-17,2.8127300392202003e-16,3.565220974247668e-15,1.76903925470707e-16,4.3648188433648017e-16,5.329070518200751e-15,2.4659644217555877e-16,5.486028099041649e-16,7.158362345803204e-15,146.21112836308825,269.0763010141853,1430.6325854434194,0.5307409110861669,0.9366941550941921,6.28587207262584,41.37791536121849,69.79906168059442,489.2300863145163,0.6404101194672361,1.1442090434678824,6.278456093909472,148.23811080573634,268.0430610206464,1425.5631263526,47.24806358151714,86.83617267111183,486.555898336744,9.469238213163814e-17,2.2215827118869206e-16,1.9984014443252818e-15,0.6210846526174114,1.139081730573594,6.129688863488612,1.0950093582006841,1.9206340915390439,13.514799432111305,0.5307409110861669,0.9366941550941921,6.28587207262584,41.37791536121849,69.79906168059442,489.2300863145163,0.6404101194672361,1.1442090434678824,6.278456093909472,4.939568893349723,1.5295657068722108,12.26612171554065,47.24806358151714,86.83617267111183,486.555898336744,0.6210846526174114,1.139081730573594,6.129688863488612
