pct_exact_bounded,pct_exact_unbounded_fallback_bounded_ls,pct_exact_unsolved_fallback_bounded_ls,pct_failed,pct_exact_solutions_inside_bounds,avg_exact_bound_violation_inf,max_exact_bound_violation_inf,avg_bounded_residual_norm,max_bounded_residual_norm,avg_us_exact_minus_us_bounded_inf,max_us_exact_minus_us_bounded_inf,avg_xs_exact_minus_xs_bounded_inf,max_xs_exact_minus_xs_bounded_inf
13.875,86.125,0.0,0.0,13.875000000000002,120.13693046474144,1234.9459383181081,0.5496510549948244,6.099559587136902,120.8838772228985,1234.9459383181081,30.423157713451292,362.9499183238955
