residual_dyn_norm_mean,residual_dyn_norm_std,residual_dyn_norm_max,residual_out_norm_mean,residual_out_norm_std,residual_out_norm_max,residual_total_norm_mean,residual_total_norm_std,residual_total_norm_max,u_applied_minus_u_s_norm_mean,u_applied_minus_u_s_norm_std,u_applied_minus_u_s_norm_max,y_current_minus_y_s_norm_mean,y_current_minus_y_s_norm_std,y_current_minus_y_s_norm_max,xhat_minus_x_s_norm_mean,xhat_minus_x_s_norm_std,xhat_minus_x_s_norm_max
4.9285768592446795e-17,1.693837968698951e-16,3.553391240547142e-15,1.697407031082103e-16,4.644929847324871e-16,6.217248937900877e-15,2.2659282909518313e-16,5.186815874489513e-16,6.464348510109795e-15,143.9496693286436,276.86138340085586,1466.3041824424063,0.5266070642485107,0.9632326889856707,6.281437908743804,41.83227410063685,73.3253121233006,493.30105375405196
