Qc,Qm,Etha,T
511.6,378.0,3.949094774496647,323.12832936756496
511.6,378.0,3.949155523180857,323.1280807649928
511.6,378.0,3.949212100617592,323.1278493199423
511.6,378.0,3.9492647915649943,323.1276338478871
511.6,378.0,3.949313861588834,323.1274332461295
511.6,378.0,3.949359558319306,323.12724648814117
511.6,378.0,3.9494021126310117,323.1270726182964
511.6,378.0,3.949441739749964,323.1269107469696
511.6,378.0,3.9494786402914617,323.1267600459728
511.6,378.0,3.949513001232502,323.1266197443087
511.6,378.0,3.9495449968223886,323.1264891242181
511.6,378.0,3.9495747894350015,323.1263675175006
511.6,378.0,3.9496025303661066,323.1262543020904
511.6,378.0,3.9496283605789304,323.1261488988684
511.6,378.0,3.949652411401083,323.1260507686955
511.6,378.0,3.949674805175775,323.1259594096507
511.6,378.0,3.949695655870151,323.1258743544604
511.6,378.0,3.9497150696433567,323.1257951681053
511.6,378.0,3.949733145376898,323.1257214455931
511.6,378.0,3.94974997516966,323.12565280988474
511.6,378.0,3.949765644799843,323.1255889099642
511.6,378.0,3.949780234155924,323.1255294190418
511.6,378.0,3.9497938176386747,323.1254740328814
511.6,378.0,3.9498064645360866,323.1254224682435
511.6,378.0,3.949818239372987,323.1253744614355
511.6,378.0,3.9498292022370194,323.12532976696247
511.6,378.0,3.9498394090825273,323.1252881562709
511.6,378.0,3.9498489120138154,323.1252494165795
511.6,378.0,3.9498577595491655,323.1252133497902
511.6,378.0,3.9498659968668726,323.12517977147496
511.6,378.0,3.949873666034528,323.1251485099322
511.6,378.0,3.9498808062226547,323.1251194053084
511.6,378.0,3.949887453903753,323.12509230878044
511.6,378.0,3.9498936430377443,323.1250670817944
511.6,378.0,3.949899405244731,323.1250435953568
511.6,378.0,3.9499047699659235,323.12502172937485
511.6,378.0,3.9499097646135444,323.1250013720423
511.6,378.0,3.9499144147104617,323.1249824192673
511.6,378.0,3.9499187440202306,323.1249647741406
511.6,378.0,3.949922774668229,323.1249483464394
511.6,378.0,3.9499265272544557,323.12493305216617
511.6,378.0,3.9499300209586,323.12491881311905
511.6,378.0,3.9499332736378703,323.12490555649197
511.6,378.0,3.949936301918117,323.1248932145023
511.6,378.0,3.949939121278673,323.1248817240443
511.6,378.0,3.9499417461313655,323.1248710263662
511.6,378.0,3.9499441898940937,323.1248610667699
511.6,378.0,3.949946465059337,323.1248517943314
511.6,378.0,3.9499485832579477,323.12484316164023
511.6,378.0,3.9499505553185514,323.124835124557
511.6,378.0,3.949952391322859,323.12482764198785
511.6,378.0,3.9499541006571697,323.1248206756742
511.6,378.0,3.9499556920603136,323.12481418999704
511.6,378.0,3.9499571736683112,323.12480815179504
511.6,378.0,3.9499585530559402,323.1248025301948
511.6,378.0,3.9499598372754403,323.1247972964531
511.6,378.0,3.949961032892554,323.1247924238097
511.6,378.0,3.949962146020081,323.12478788735086
511.6,378.0,3.949963182349119,323.12478366388166
511.6,378.0,3.9499641471781497,323.12477973180756
511.6,378.0,3.9499650454401207,323.124776071024
511.6,378.0,3.9499658817276586,323.1247726628133
511.6,378.0,3.9499666603165515,323.1247694897495
511.6,378.0,3.9499673851875987,323.1247665356087
511.6,378.0,3.9499680600469578,323.1247637852865
511.6,378.0,3.9499686883451,323.12476122472054
511.6,378.0,3.949969273294441,323.12475884081874
511.6,378.0,3.9499698178857647,323.1247566213923
511.6,378.0,3.9499703249035187,323.1247545550934
511.6,378.0,3.949970796940038,323.124752631357
511.6,378.0,3.9499712364088135,323.1247508403472
511.6,378.0,3.9499716455568192,323.1247491729066
511.6,378.0,3.949972026476003,323.12474762050965
511.6,378.0,3.949972381113984,323.124746175219
511.6,378.0,3.949972711284007,323.12474482964495
511.6,378.0,3.9499730186742172,323.1247435769076
511.6,378.0,3.949973304856287,323.12474241060175
511.6,378.0,3.949973571293452,323.1247413247642
511.6,378.0,3.9499738193479965,323.12474031384306
511.6,378.0,3.9499740502882124,323.1247393726696
511.6,378.0,3.9499742652948897,323.1247384964315
511.6,378.0,3.949974465467349,323.1247376806487
511.6,378.0,3.949974651829069,323.12473692115015
511.6,378.0,3.949974825332908,323.1247362140525
511.6,378.0,3.9499749868659855,323.1247355557404
511.6,378.0,3.9499751372542176,323.124734942848
511.6,378.0,3.9499752772665313,323.12473437224156
511.6,378.0,3.9499754076188056,323.1247338410036
511.6,378.0,3.949975528977529,323.12473334641794
511.6,378.0,3.9499756419632046,323.1247328859558
511.6,378.0,3.9499757471535255,323.1247324572628
511.6,378.0,3.9499758450863225,323.12473205814706
511.6,378.0,3.949975936262327,323.124731686568
511.6,378.0,3.9499760211477164,323.12473134062566
511.6,378.0,3.949976100176508,323.1247310185513
511.6,378.0,3.949976173752774,323.1247307186982
511.6,378.0,3.949976242252706,323.1247304395332
511.6,378.0,3.949976306026541,323.12473017962895
511.6,378.0,3.949976365400354,323.1247299376565
511.6,378.0,3.9499764206777197,323.1247297123788
511.6,378.0,3.9499764721412705,323.1247295026439
511.6,378.0,3.9499765200541352,323.1247293073795
511.6,378.0,3.949976564661292,323.1247291255872
511.6,378.0,3.949976606190816,323.12472895633744
511.6,378.0,3.9499766448550457,323.1247287987649
511.6,378.0,3.9499766808516696,323.124728652064
511.6,378.0,3.949976714364738,323.12472851548455
511.6,378.0,3.949976745565601,323.12472838832826
511.6,378.0,3.9499767746137877,323.124728269945
511.6,378.0,3.9499768016578196,323.12472815972956
511.6,378.0,3.9499768268359707,323.1247280571183
511.6,378.0,3.949976850276978,323.12472796158664
511.6,378.0,3.9499768721006925,323.1247278726461
511.6,378.0,3.949976892418699,323.12472778984187
511.6,378.0,3.9499769113348813,323.12472771275065
511.6,378.0,3.9499769289459596,323.12472764097834
511.6,378.0,3.949976945341976,323.1247275741579
511.6,378.0,3.9499769606067643,323.12472751194764
511.6,378.0,3.9499769748183695,323.12472745402954
511.6,378.0,3.9499769880494586,323.12472740010736
511.6,378.0,3.949977000367681,323.1247273499056
511.6,378.0,3.949977011836017,323.12472730316745
511.6,378.0,3.9499770225131057,323.1247272596539
511.6,378.0,3.9499770324535386,323.1247272191426
511.6,378.0,3.94997704170814,323.12472718142624
511.6,378.0,3.949977050324229,323.1247271463122
511.6,378.0,3.9499770583458576,323.12472711362074
