episode,step_start,step_stop_exclusive,n_steps,reward_mean,reward_sum,reward_no_penalty_mean,reward_no_penalty_sum,fallback_penalty_mean,fallback_penalty_sum,diagnostic_unsafe_count,diagnostic_unsafe_rate,diagnostic_unstable_count,diagnostic_unstable_rate,actual_intervention_count,actual_intervention_rate,accepted_candidate_count,fallback_count,fallback_verified_count,fallback_unverified_count,target_fail_hold_prev_count,solver_fail_hold_prev_count,target_failure_count,min_contraction_margin,max_executed_action_gap_inf,output_rmse_mean,output_max_abs_error,output0_rmse,output1_rmse,output0_max_abs_error,output1_max_abs_error,case,family,gate,phase
258,205600,206400,800,-5.963875641793424,-4771.10051343474,-4.553060202386942,-3642.448161909554,1.410815439406481,1128.6523515251847,0,0.0,0,0.0,23,0.02875,777,20,20,0,0,0,3,-66.79305236708615,10.92166707808937,0.1611854982409414,2.631659838794405,0.113308173600179,0.2090628228817037,1.078883427395238,2.631659838794405,Cold start + gate,Cold start,True,full_RL
259,206400,207200,800,-8.107831499857054,-6486.265199885644,-5.980497527267477,-4784.398021813982,2.12733397258958,1701.8671780716636,0,0.0,0,0.0,21,0.02625,779,17,17,0,0,0,4,-68.4324062027066,9.657777067300891,0.2132507403226763,3.002531621752894,0.1342919085234377,0.292209572121915,1.1006827535119248,3.002531621752894,Cold start + gate,Cold start,True,full_RL
260,207200,208000,800,-8.391020030054632,-6712.8160240437055,-6.040359571614247,-4832.287657291397,2.350660458440383,1880.5283667523065,0,0.0,0,0.0,24,0.03,776,19,19,0,0,0,5,-68.2793200955822,9.719600085065643,0.2148348378990632,2.998345606061264,0.1336081761798639,0.2960614996182625,1.0954445778166044,2.998345606061264,Cold start + gate,Cold start,True,full_RL
261,208000,208800,800,-6.735181887327705,-5388.1455098621645,-5.202627419387472,-4162.101935509978,1.532554467940234,1226.0435743521873,0,0.0,0,0.0,20,0.025,780,17,17,0,0,0,3,-66.14766334110504,9.71603019803177,0.1888547111743055,2.959984462087675,0.1246825438151319,0.2530268785334791,1.0851646778405597,2.959984462087675,Cold start + gate,Cold start,True,full_RL
262,208800,209600,800,-7.103981609994091,-5683.185287995273,-5.177768419689529,-4142.214735751623,1.9262131903045616,1540.9705522436495,0,0.0,0,0.0,36,0.045,764,30,30,0,0,0,5,-67.91981072286978,9.83500626691747,0.1879883928409468,3.0006818811589824,0.1240349625821073,0.2519418230997864,1.1013595064583308,3.0006818811589824,Cold start + gate,Cold start,True,full_RL
263,209600,210400,800,-8.450884410816053,-6760.707528652843,-5.9232192624759445,-4738.575409980756,2.527665148340111,2022.1321186720888,0,0.0,0,0.0,24,0.03,776,21,21,0,0,0,3,-67.56158610683678,10.837960362401532,0.2003798012862539,2.9602058657613384,0.1316315343050089,0.2691280682674989,1.1130555434565896,2.9602058657613384,Cold start + gate,Cold start,True,full_RL
264,210400,211200,800,-6.799782681442798,-5439.826145154239,-5.1819710645151,-4145.57685161208,1.617811616927699,1294.2492935421592,0,0.0,0,0.0,22,0.0275,778,15,15,0,0,0,7,-61.58696754594234,10.110465625001094,0.1811291298414902,2.978111719223648,0.1217277565276115,0.2405305031553689,1.103231498466274,2.978111719223648,Cold start + gate,Cold start,True,full_RL
265,211200,212000,800,-6.974328954542695,-5579.463163634156,-5.271794713726028,-4217.435770980822,1.7025342408166693,1362.0273926533357,0,0.0,0,0.0,26,0.0325,774,23,23,0,0,0,3,-66.87356647446416,9.720399023864063,0.1896954325257437,3.000472588876505,0.1258526681257552,0.2535381969257321,1.0981993762425977,3.000472588876505,Cold start + gate,Cold start,True,full_RL
266,212000,212800,800,-5.730153718546153,-4584.122974836922,-4.5718845224928994,-3657.50761799432,1.1582691960532534,926.6153568426028,0,0.0,0,0.0,21,0.02625,779,17,17,0,0,0,4,-56.08211100710992,7.795877003847281,0.1647563990794801,2.547275229613774,0.1146830191164881,0.2148297790424721,1.0756663656440175,2.547275229613774,Cold start + gate,Cold start,True,full_RL
267,212800,213600,800,-6.221037922956491,-4976.830338365193,-4.613138961556941,-3690.511169245553,1.60789896139955,1286.31916911964,0,0.0,0,0.0,33,0.04125,767,26,26,0,0,0,7,-66.7479303808691,10.746711022629096,0.1618830474657056,2.5350589230791343,0.1127229587963069,0.2110431361351042,1.075276207192696,2.5350589230791343,Cold start + gate,Cold start,True,full_RL
268,213600,214400,800,-6.855181049373125,-5484.1448394985,-5.051339416527814,-4041.0715332222503,1.8038416328453104,1443.0733062762486,0,0.0,0,0.0,17,0.02125,783,13,13,0,0,0,4,-65.72769397210209,9.609372761492658,0.1817224001979984,3.0450772982851504,0.1190888156700045,0.2443559847259923,1.0922029851512671,3.0450772982851504,Cold start + gate,Cold start,True,full_RL
269,214400,215200,800,-7.936455195742646,-6349.164156594116,-5.67744466358928,-4541.955730871424,2.259010532153364,1807.2084257226911,0,0.0,0,0.0,29,0.03625,771,23,23,0,0,0,6,-68.4298244705027,9.52338762901425,0.2041068759211625,2.996086312970704,0.1296373327417679,0.2785764191005571,1.0988693958410791,2.996086312970704,Cold start + gate,Cold start,True,full_RL
270,215200,216000,800,-4.992855996155643,-3994.284796924514,-4.202857939715544,-3362.2863517724354,0.7899980564400978,631.9984451520783,0,0.0,0,0.0,30,0.0375,770,27,27,0,0,0,3,-66.80680226970378,4.573492273800109,0.1586583922540023,2.587607126196815,0.1129872832604021,0.2043295012476024,1.0847732149009857,2.587607126196815,Cold start + gate,Cold start,True,full_RL
271,216000,216800,800,-8.03998990302675,-6431.991922421401,-5.490737566371021,-4392.590053096817,2.549252336655729,2039.4018693245832,0,0.0,0,0.0,31,0.03875,769,26,26,0,0,0,5,-67.24408006856709,9.438576513002962,0.1875605752588376,2.9538285708309786,0.1233117925936407,0.2518093579240346,1.0950410062228308,2.9538285708309786,Cold start + gate,Cold start,True,full_RL
272,216800,217600,800,-5.37053395325218,-4296.427162601744,-4.460054000757797,-3568.0432006062374,0.9104799524943836,728.383961995507,0,0.0,0,0.0,30,0.0375,770,27,27,0,0,0,3,-69.90046367260379,4.89829450280333,0.1643421795587778,2.5718228361456,0.1153208814606039,0.2133634776569516,1.0862852078498435,2.5718228361456,Cold start + gate,Cold start,True,full_RL
273,217600,218400,800,-7.106990666877305,-5685.592533501844,-5.036091629111303,-4028.873303289042,2.0708990377660026,1656.719230212802,0,0.0,0,0.0,30,0.0375,770,27,27,0,0,0,3,-64.60746945389167,10.963655751795695,0.177890012882009,2.963342021097617,0.1196152059357616,0.2361648198282564,1.0971329651141573,2.963342021097617,Cold start + gate,Cold start,True,full_RL
274,218400,219200,800,-7.05571464870761,-5644.571718966088,-5.157268606738928,-4125.814885391143,1.8984460419686824,1518.756833574946,0,0.0,0,0.0,26,0.0325,774,23,23,0,0,0,3,-65.07981187274106,9.675698054037795,0.1876911662594889,2.9951454524169776,0.1234980288803518,0.2518843036386261,1.0928902471972417,2.9951454524169776,Cold start + gate,Cold start,True,full_RL
275,219200,220000,800,-8.690831022044256,-6952.664817635405,-6.26701122750929,-5013.608982007432,2.423819794534966,1939.055835627973,0,0.0,0,0.0,28,0.035,772,24,24,0,0,0,4,-62.81870756041758,9.940337877695004,0.2211503980544316,2.9818721486498703,0.1392528154010338,0.3030479807078295,1.1000136018600508,2.9818721486498703,Cold start + gate,Cold start,True,full_RL
276,220000,220800,800,-6.73157944236355,-5385.26355389084,-5.1046243352885945,-4083.699468230876,1.626955107074955,1301.564085659964,0,0.0,0,0.0,31,0.03875,769,27,27,0,0,0,4,-64.2489641469607,9.661527786684806,0.1864920393706643,2.904651809812435,0.1242886657013063,0.2486954130400222,1.0895523740315602,2.904651809812435,Cold start + gate,Cold start,True,full_RL
277,220800,221600,800,-5.821610524457636,-4657.288419566109,-4.468417838905559,-3574.734271124447,1.353192685552078,1082.5541484416624,0,0.0,0,0.0,24,0.03,776,20,20,0,0,0,4,-64.40476670417934,9.729838192436848,0.1611898133620424,2.6094226640635725,0.1132496970066535,0.2091299297174314,1.0788382207517029,2.6094226640635725,Cold start + gate,Cold start,True,full_RL
278,221600,222400,800,-7.272350932197294,-5817.880745757835,-5.223827246750729,-4179.061797400584,2.048523685446563,1638.8189483572503,0,0.0,0,0.0,32,0.04,768,29,29,0,0,0,3,-66.29711272367695,10.492887738516782,0.186859919173655,3.003437268808966,0.1237460353847343,0.2499738029625757,1.089044287250546,3.003437268808966,Cold start + gate,Cold start,True,full_RL
279,222400,223200,800,-7.094690235120606,-5675.752188096484,-5.067626970806674,-4054.1015766453393,2.0270632643139312,1621.6506114511449,0,0.0,0,0.0,30,0.0375,770,26,26,0,0,0,4,-71.40330028424682,11.574700162346176,0.1828849032574943,3.0832520911766323,0.1186728200245634,0.2470969864904252,1.0892352191251775,3.0832520911766323,Cold start + gate,Cold start,True,full_RL
280,223200,224000,800,-8.296952614804928,-6637.562091843942,-5.943604783682233,-4754.8838269457865,2.3533478311226954,1882.678264898156,0,0.0,0,0.0,30,0.0375,770,24,24,0,0,0,5,-67.1250321233183,9.96350212197013,0.2131453752874441,3.007708183043121,0.1346393536048008,0.2916513969700874,1.0897237405268156,3.007708183043121,Cold start + gate,Cold start,True,full_RL
281,224000,224800,800,-8.168051053863808,-6534.440843091046,-5.925420457529592,-4740.336366023674,2.2426305963342146,1794.1044770673716,0,0.0,0,0.0,25,0.03125,775,21,21,0,0,0,4,-65.38406063255263,9.695547722099208,0.212768946647482,2.993531829200037,0.134310816659007,0.2912270766359571,1.098909769418318,2.993531829200037,Cold start + gate,Cold start,True,full_RL
282,224800,225600,800,-7.177251618173905,-5741.801294539124,-5.240246739060572,-4192.197391248457,1.9370048791133323,1549.603903290666,0,0.0,0,0.0,33,0.04125,767,29,29,0,0,0,4,-68.59865460287176,9.833694128209988,0.1904999541874096,2.9973747127178285,0.1243034694560782,0.256696438918741,1.0918591961787183,2.9973747127178285,Cold start + gate,Cold start,True,full_RL
283,225600,226400,800,-8.336765375712062,-6669.412300569649,-5.467437636872757,-4373.950109498205,2.869327738839305,2295.4621910714445,0,0.0,0,0.0,37,0.04625,763,33,33,0,0,0,4,-65.66713312892398,15.023890787847153,0.1904259766601513,2.9829314022259155,0.1237282656625664,0.2571236876577362,1.086645041157846,2.9829314022259155,Cold start + gate,Cold start,True,full_RL
284,226400,227200,800,-7.233750626141536,-5787.000500913229,-5.250149637982304,-4200.119710385843,1.9836009881592327,1586.880790527386,0,0.0,0,0.0,37,0.04625,763,31,31,0,0,0,6,-67.3514883242608,9.78332766231385,0.1920493833879642,3.02672513341372,0.1247238285733174,0.259374938202611,1.103076427273196,3.02672513341372,Cold start + gate,Cold start,True,full_RL
285,227200,228000,800,-7.48397829734237,-5987.182637873896,-5.331739679865263,-4265.39174389221,2.1522386174771064,1721.790893981685,0,0.0,0,0.0,22,0.0275,778,19,19,0,0,0,3,-67.28397493172565,9.65306845944878,0.1888386203564359,2.990752467984521,0.1242694247260541,0.2534078159868176,1.09784447013068,2.990752467984521,Cold start + gate,Cold start,True,full_RL
286,228000,228800,800,-6.339931717131637,-5071.945373705309,-4.942996305259068,-3954.397044207254,1.396935411872568,1117.5483294980545,0,0.0,0,0.0,27,0.03375,773,24,24,0,0,0,3,-68.99237844129357,9.698694909154472,0.1872530381908553,3.0262541405700745,0.1231942673378754,0.2513118090438351,1.090680169926975,3.0262541405700745,Cold start + gate,Cold start,True,full_RL
287,228800,229600,800,-6.759083192687058,-5407.266554149646,-5.15234479093307,-4121.875832746457,1.6067384017539863,1285.3907214031892,0,0.0,0,0.0,35,0.04375,765,31,31,0,0,0,4,-71.88749397921174,9.66716160305084,0.1880912940960952,2.971415376620598,0.1266288029765619,0.2495537852156285,1.1123199393042644,2.971415376620598,Cold start + gate,Cold start,True,full_RL
288,229600,230400,800,-6.471564573204687,-5177.2516585637495,-4.965582334429609,-3972.465867543687,1.505982238775079,1204.7857910200632,0,0.0,0,0.0,28,0.035,772,24,24,0,0,0,4,-67.75129427802779,9.761643422385468,0.1873731298614371,2.9818575940578285,0.1232891168817175,0.2514571428411566,1.089614944432388,2.9818575940578285,Cold start + gate,Cold start,True,full_RL
289,230400,231200,800,-5.682502684593809,-4546.002147675047,-4.545414121658272,-3636.3312973266175,1.1370885629355385,909.6708503484308,0,0.0,0,0.0,30,0.0375,770,24,24,0,0,0,6,-63.267815403995314,7.669172030687318,0.1652147104083463,2.537917169488765,0.1147005872273265,0.215728833589366,1.0724347905832663,2.537917169488765,Cold start + gate,Cold start,True,full_RL
290,231200,232000,800,-6.525407274681194,-5220.325819744955,-5.015001980533758,-4012.0015844270074,1.510405294147435,1208.324235317948,0,0.0,0,0.0,28,0.035,772,23,23,0,0,0,5,-68.61040121246629,9.76575604404858,0.1879492603086967,2.9961359327917307,0.1239798992720088,0.2519186213453847,1.0884914689225909,2.9961359327917307,Cold start + gate,Cold start,True,full_RL
291,232000,232800,800,-6.915681695469427,-5532.545356375542,-5.151076271018743,-4120.861016814994,1.764605424450683,1411.6843395605465,0,0.0,0,0.0,29,0.03625,771,25,25,0,0,0,4,-70.0255561108878,9.704624363540274,0.1894471928726186,3.0054999277214733,0.1244652363900211,0.254429149355216,1.099123198575572,3.0054999277214733,Cold start + gate,Cold start,True,full_RL
292,232800,233600,800,-7.914658634880368,-6331.726907904294,-5.38033658250891,-4304.269266007128,2.5343220523714574,2027.457641897166,0,0.0,0,0.0,31,0.03875,769,27,27,0,0,0,3,-68.92956721073426,15.189154024637231,0.191848643819545,3.0184533661051205,0.1244691104171093,0.2592281772219809,1.1008027989643794,3.0184533661051205,Cold start + gate,Cold start,True,full_RL
293,233600,234400,800,-9.015255814666766,-7212.204651733413,-6.234107707916951,-4987.286166333561,2.7811481067498147,2224.918485399852,0,0.0,0,0.0,25,0.03125,775,23,23,0,0,0,2,-65.83438816803096,9.833172820692544,0.2168167943696902,3.0236250511654816,0.1351335155932019,0.2985000731461786,1.1031185884718937,3.0236250511654816,Cold start + gate,Cold start,True,full_RL
294,234400,235200,800,-6.084813901414971,-4867.8511211319765,-4.830156389808966,-3864.125111847173,1.2546575116060064,1003.7260092848052,0,0.0,0,0.0,30,0.0375,770,25,25,0,0,0,5,-66.59153672314301,9.710675307294446,0.1857986658702664,2.9933469319024653,0.1234612971097559,0.248136034630777,1.0883100739369334,2.9933469319024653,Cold start + gate,Cold start,True,full_RL
295,235200,236000,800,-7.117474901867911,-5693.979921494329,-5.126876169623801,-4101.500935699041,1.9905987322441103,1592.4789857952885,0,0.0,0,0.0,33,0.04125,767,29,29,0,0,0,4,-67.17987931972891,9.62079013050193,0.1870671265426114,2.944025879065009,0.1238325881047067,0.2503016649805162,1.096551224084561,2.944025879065009,Cold start + gate,Cold start,True,full_RL
296,236000,236800,800,-6.717932449652225,-5374.34595972178,-5.215767254827645,-4172.613803862116,1.5021651948245809,1201.7321558596643,0,0.0,0,0.0,19,0.02375,781,15,15,0,0,0,4,-76.66193381445908,9.623882934601614,0.1906167945048944,2.967069521071892,0.1256363478529167,0.2555972411568721,1.0924657582221493,2.967069521071892,Cold start + gate,Cold start,True,full_RL
297,236800,237600,800,-5.835555503655233,-4668.444402924187,-4.519902630838304,-3615.9221046706434,1.3156528728169292,1052.522298253543,0,0.0,0,0.0,34,0.0425,766,29,29,0,0,0,5,-64.06139998168555,6.175341945643427,0.1682232210892453,2.574291490447365,0.1139433491493202,0.2225030930291705,1.0672798256890803,2.574291490447365,Cold start + gate,Cold start,True,full_RL
298,237600,238400,800,-7.93613447694441,-6348.907581555528,-5.799212734892117,-4639.370187913693,2.136921742052292,1709.5373936418337,0,0.0,0,0.0,28,0.035,772,24,24,0,0,0,4,-66.24940551222801,9.659470776381497,0.2112545340794397,2.9787723292337773,0.1341791206463266,0.2883299475125528,1.095924848644636,2.9787723292337773,Cold start + gate,Cold start,True,full_RL
299,238400,239200,800,-8.261195146321295,-6608.956117057036,-5.456708177013304,-4365.366541610643,2.804486969307993,2243.589575446394,0,0.0,0,0.0,38,0.0475,762,34,34,0,0,0,4,-66.61569444564384,14.301029464271968,0.193104528282833,2.9721160720336,0.1239522635913744,0.2622567929742916,1.0934604862964226,2.9721160720336,Cold start + gate,Cold start,True,full_RL
300,239200,240000,800,-5.170905732934783,-4136.7245863478265,-4.25844442700056,-3406.755541600448,0.9124613059342224,729.9690447473779,0,0.0,0,0.0,30,0.0375,770,26,26,0,0,0,4,-74.72767198818644,5.781112308352771,0.1606059040385388,2.549164407332114,0.1134099990854685,0.207801808991609,1.0954421297972283,2.549164407332114,Cold start + gate,Cold start,True,full_RL
1,0,800,800,-41.58946010804821,-33271.568086438565,-41.58946010804821,-33271.568086438565,0.0,0.0,17,0.02125,17,0.02125,0,0.0,0,0,0,0,0,0,9,-63.30996081887554,0.0,0.6551294121814941,3.334449431013013,0.3563538384101104,0.9539049859528778,1.3398236507119612,3.334449431013013,Cold start no gate,Cold start,False,BC
2,800,1600,800,-18.990288989247052,-15192.231191397645,-18.990288989247052,-15192.231191397645,0.0,0.0,6,0.0075,6,0.0075,0,0.0,0,0,0,0,0,0,0,-55.24692685121249,0.0,0.4661935677554786,3.417940113610655,0.2325480887009632,0.6998390468099939,1.1452783027029845,3.417940113610655,Cold start no gate,Cold start,False,BC
3,1600,2400,800,-40.474726475551485,-32379.781180441187,-40.474726475551485,-32379.781180441187,0.0,0.0,22,0.0275,22,0.0275,0,0.0,0,0,0,0,0,0,11,-65.68337550463036,0.0,0.6317130370603135,3.526145629346445,0.3540920178873893,0.9093340562332376,1.2037763370257344,3.526145629346445,Cold start no gate,Cold start,False,BC
4,2400,3200,800,-19.152720677817467,-15322.176542253972,-19.152720677817467,-15322.176542253972,0.0,0.0,4,0.005,4,0.005,0,0.0,0,0,0,0,0,0,1,-32.644812953796645,0.0,0.5891231350274904,4.808956843034196,0.1837102199122741,0.9945360501427066,0.9198777798925576,4.808956843034196,Cold start no gate,Cold start,False,BC
5,3200,4000,800,-19.968901051012157,-15975.120840809725,-19.968901051012157,-15975.120840809725,0.0,0.0,5,0.00625,5,0.00625,0,0.0,0,0,0,0,0,0,0,-19.924939767462742,0.0,0.5051009533704165,3.0697448104689897,0.2308166922075,0.7793852145333329,1.2074513414013226,3.0697448104689897,Cold start no gate,Cold start,False,BC
6,4000,4800,800,-28.046208609026674,-22436.96688722134,-28.046208609026674,-22436.96688722134,0.0,0.0,17,0.02125,17,0.02125,0,0.0,0,0,0,0,0,0,8,-72.23130309458713,0.0,0.5430586251616945,3.278875351901433,0.2908162857475962,0.7953009645757926,1.314900015996502,3.278875351901433,Cold start no gate,Cold start,False,BC
7,4800,5600,800,-40.7212078196886,-32576.96625575088,-40.7212078196886,-32576.96625575088,0.0,0.0,5,0.00625,5,0.00625,0,0.0,0,0,0,0,0,0,3,-46.50889475848601,0.0,0.7582532416595238,5.369917012665553,0.3209926561674758,1.1955138271515715,1.0956444471612792,5.369917012665553,Cold start no gate,Cold start,False,BC
8,5600,6400,800,-39.838154988335134,-31870.523990668105,-39.838154988335134,-31870.523990668105,0.0,0.0,28,0.035,28,0.035,0,0.0,0,0,0,0,0,0,17,-75.10944185122878,0.0,0.7084270407177709,5.253081610381855,0.3293163820810006,1.0875376993545411,1.392451528158908,5.253081610381855,Cold start no gate,Cold start,False,BC
9,6400,7200,800,-18.587738766578383,-14870.191013262707,-18.587738766578383,-14870.191013262707,0.0,0.0,13,0.01625,13,0.01625,0,0.0,0,0,0,0,0,0,4,-49.24622960032184,0.0,0.5077904576082726,4.083018023639284,0.2165476894049438,0.7990332258116012,1.1051432261617102,4.083018023639284,Cold start no gate,Cold start,False,BC
10,7200,8000,800,-33.35200563733717,-26681.604509869736,-33.35200563733717,-26681.604509869736,0.0,0.0,4,0.005,4,0.005,0,0.0,0,0,0,0,0,0,2,-31.87266156959976,0.0,0.6584275230690881,4.10713717552261,0.299320421860928,1.0175346242772485,1.0509722854417531,4.10713717552261,Cold start no gate,Cold start,False,BC
11,8000,8800,800,-14.774024932750882,-11819.219946200705,-14.774024932750882,-11819.219946200705,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,-14.715223372074206,0.0,0.4038327825326642,3.019983577387052,0.2078789980896836,0.5997865669756448,1.1162779463049302,3.019983577387052,Cold start no gate,Cold start,False,BC
12,8800,9600,800,-24.045339397310087,-19236.27151784807,-24.045339397310087,-19236.27151784807,0.0,0.0,5,0.00625,5,0.00625,0,0.0,0,0,0,0,0,0,0,-16.7039992249197,0.0,0.586640244798818,3.664219580319468,0.2449079302694211,0.9283725593282148,1.1167937609942853,3.664219580319468,Cold start no gate,Cold start,False,BC
13,9600,10400,800,-43.07871823874936,-34462.97459099949,-43.07871823874936,-34462.97459099949,0.0,0.0,9,0.01125,9,0.01125,0,0.0,0,0,0,0,0,0,3,-67.06632558156889,0.0,0.7262063224871482,4.067700616518607,0.3422702241613994,1.110142420812897,1.240050739387414,4.067700616518607,Cold start no gate,Cold start,False,BC
14,10400,11200,800,-36.72152768863693,-29377.222150909547,-36.72152768863693,-29377.222150909547,0.0,0.0,8,0.01,8,0.01,0,0.0,0,0,0,0,0,0,0,-111.383847790255,0.0,0.7339170230340787,4.114038266815726,0.2985505625893268,1.1692834834788306,1.1176486072516965,4.114038266815726,Cold start no gate,Cold start,False,BC
15,11200,12000,800,-22.300836850500023,-17840.669480400018,-22.300836850500023,-17840.669480400018,0.0,0.0,8,0.01,8,0.01,0,0.0,0,0,0,0,0,0,1,-30.23727144602776,0.0,0.5784367318147933,3.9763876053489184,0.2288956890708725,0.927977774558714,1.1862467999152844,3.9763876053489184,Cold start no gate,Cold start,False,BC
16,12000,12800,800,-30.73483147240456,-24587.86517792365,-30.73483147240456,-24587.86517792365,0.0,0.0,9,0.01125,9,0.01125,0,0.0,0,0,0,0,0,0,0,-24.756730997607747,0.0,0.5998404695929666,3.8177439094191072,0.2975018654147962,0.9021790737711368,1.6813153780912256,3.8177439094191072,Cold start no gate,Cold start,False,BC
17,12800,13600,800,-31.934169863308007,-25547.335890646405,-31.934169863308007,-25547.335890646405,0.0,0.0,6,0.0075,6,0.0075,0,0.0,0,0,0,0,0,0,0,-14.661802861898906,0.0,0.6253084398877976,3.6770074670804433,0.3009499631163817,0.9496669166592135,1.6725964360977024,3.6770074670804433,Cold start no gate,Cold start,False,BC
18,13600,14400,800,-54.56200477858378,-43649.60382286702,-54.56200477858378,-43649.60382286702,0.0,0.0,32,0.04,32,0.04,0,0.0,0,0,0,0,0,0,20,-91.61214216048688,0.0,0.8631424675691143,4.940425062400891,0.3737314246588958,1.3525535104793327,1.1075506161947284,4.940425062400891,Cold start no gate,Cold start,False,BC
19,14400,15200,800,-13.360629323769102,-10688.50345901528,-13.360629323769102,-10688.50345901528,0.0,0.0,11,0.01375,11,0.01375,0,0.0,0,0,0,0,0,0,2,-24.47239697244987,0.0,0.389104672586377,2.954645969346757,0.1956766391316374,0.5825327060411166,1.0828184293910508,2.954645969346757,Cold start no gate,Cold start,False,BC
20,15200,16000,800,-14.371179580793678,-11496.943664634942,-14.371179580793678,-11496.943664634942,0.0,0.0,3,0.00375,3,0.00375,0,0.0,0,0,0,0,0,0,0,-68.94422256252278,0.0,0.3920828967919328,4.299086156408862,0.2061678568954024,0.5779979366884633,1.1746871037629187,4.299086156408862,Cold start no gate,Cold start,False,BC
21,16000,16800,800,-11.4316197651528,-9145.29581212224,-11.4316197651528,-9145.29581212224,0.0,0.0,26,0.0325,26,0.0325,0,0.0,0,0,0,0,0,0,3,-17.928974118527833,0.0,0.3359864728708711,2.98164811621524,0.1860491076299755,0.4859238381117666,1.1246309148602085,2.98164811621524,Cold start no gate,Cold start,False,handoff
22,16800,17600,800,-8.804177083328817,-7043.341666663053,-8.804177083328817,-7043.341666663053,0.0,0.0,56,0.07,56,0.07,0,0.0,0,0,0,0,0,0,14,-33.77102809195424,0.0,0.2752958662937849,2.84412658384565,0.1600334420650148,0.390558290522555,1.0873287007076438,2.84412658384565,Cold start no gate,Cold start,False,handoff
23,17600,18400,800,-7.877735034596563,-6302.188027677251,-7.877735034596563,-6302.188027677251,0.0,0.0,74,0.0925,74,0.0925,0,0.0,0,0,0,0,0,0,14,-49.388123634741305,0.0,0.2669120858067916,2.666566907953438,0.1493091969786733,0.3845149746349098,1.1232232829301547,2.666566907953438,Cold start no gate,Cold start,False,handoff
24,18400,19200,800,-7.414954902627476,-5931.963922101981,-7.414954902627476,-5931.963922101981,0.0,0.0,107,0.13375,107,0.13375,0,0.0,0,0,0,0,0,0,7,-57.47603669978082,0.0,0.2929579771219244,2.822874522235395,0.1348513019819169,0.4510646522619318,1.0922826030414965,2.822874522235395,Cold start no gate,Cold start,False,handoff
25,19200,20000,800,-6.337293508274733,-5069.834806619787,-6.337293508274733,-5069.834806619787,0.0,0.0,212,0.265,212,0.265,0,0.0,0,0,0,0,0,0,4,-61.38487458888096,0.0,0.2665988984816076,2.5917189843289066,0.1254108166624609,0.4077869803007543,1.0678953735446428,2.5917189843289066,Cold start no gate,Cold start,False,handoff
26,20000,20800,800,-8.795975046686422,-7036.780037349138,-8.795975046686422,-7036.780037349138,0.0,0.0,38,0.0475,38,0.0475,0,0.0,0,0,0,0,0,0,3,-71.75718397107562,0.0,0.2624339766694886,2.5999397925223207,0.1234243129060167,0.4014436404329605,1.099674247666622,2.5999397925223207,Cold start no gate,Cold start,False,full_RL
27,20800,21600,800,-7.934265256924238,-6347.412205539391,-7.934265256924238,-6347.412205539391,0.0,0.0,25,0.03125,25,0.03125,0,0.0,0,0,0,0,0,0,4,-66.99951341131157,0.0,0.2479542644881207,2.538833236630353,0.1197415884878277,0.3761669404884137,1.073211967482369,2.538833236630353,Cold start no gate,Cold start,False,full_RL
28,21600,22400,800,-7.728561149343247,-6182.848919474598,-7.728561149343247,-6182.848919474598,0.0,0.0,22,0.0275,22,0.0275,0,0.0,0,0,0,0,0,0,4,-68.80339048539929,0.0,0.2445431667068446,2.3910468717765525,0.1190526848204934,0.3700336485931959,1.0356562099891993,2.3910468717765525,Cold start no gate,Cold start,False,full_RL
29,22400,23200,800,-8.616113043150305,-6892.8904345202445,-8.616113043150305,-6892.8904345202445,0.0,0.0,23,0.02875,23,0.02875,0,0.0,0,0,0,0,0,0,4,-71.414716645937,0.0,0.2470163820173661,2.522746671326331,0.124963975406311,0.3690687886284211,1.074056878362939,2.522746671326331,Cold start no gate,Cold start,False,full_RL
30,23200,24000,800,-8.021661682421165,-6417.329345936932,-8.021661682421165,-6417.329345936932,0.0,0.0,30,0.0375,30,0.0375,0,0.0,0,0,0,0,0,0,7,-66.88270527109228,0.0,0.2312242377667483,2.411696276489124,0.1233176657343016,0.3391308097991951,1.063778090322293,2.411696276489124,Cold start no gate,Cold start,False,full_RL
31,24000,24800,800,-7.384223132778382,-5907.378506222705,-7.384223132778382,-5907.378506222705,0.0,0.0,22,0.0275,22,0.0275,0,0.0,0,0,0,0,0,0,6,-72.35844308393257,0.0,0.2149768470306401,2.475561993492533,0.1222611814647706,0.3076925125965096,1.0888550530639305,2.475561993492533,Cold start no gate,Cold start,False,full_RL
32,24800,25600,800,-7.672792123184499,-6138.2336985476,-7.672792123184499,-6138.2336985476,0.0,0.0,26,0.0325,26,0.0325,0,0.0,0,0,0,0,0,0,6,-74.15692046448271,0.0,0.2176812847675469,2.573591921617833,0.1214553577167346,0.3139072118183592,1.080098512945288,2.573591921617833,Cold start no gate,Cold start,False,full_RL
33,25600,26400,800,-8.043351385855205,-6434.681108684164,-8.043351385855205,-6434.681108684164,0.0,0.0,32,0.04,32,0.04,0,0.0,0,0,0,0,0,0,7,-74.27121811343034,0.0,0.2434393365369295,2.493377657651081,0.1227360886930143,0.3641425843808447,1.0936540101393717,2.493377657651081,Cold start no gate,Cold start,False,full_RL
