episode,step_start,step_stop_exclusive,n_steps,reward_mean,reward_sum,reward_no_penalty_mean,reward_no_penalty_sum,fallback_penalty_mean,fallback_penalty_sum,diagnostic_unsafe_count,diagnostic_unsafe_rate,diagnostic_unstable_count,diagnostic_unstable_rate,actual_intervention_count,actual_intervention_rate,accepted_candidate_count,fallback_count,fallback_verified_count,fallback_unverified_count,target_fail_hold_prev_count,solver_fail_hold_prev_count,target_failure_count,min_contraction_margin,max_executed_action_gap_inf,output_rmse_mean,output_max_abs_error,output0_rmse,output1_rmse,output0_max_abs_error,output1_max_abs_error,case,family,gate,phase
240,191200,192000,800,-4.11063278803691,-3288.506230429528,-4.11063278803691,-3288.506230429528,0.0,0.0,11,0.01375,11,0.01375,0,0.0,0,0,0,0,0,0,5,-63.68765501968119,0.0,0.1567255298922104,2.6095429882483927,0.1130006922844011,0.2004503675000197,1.076735356104313,2.6095429882483927,Cold start no gate,Cold start,False,full_RL
241,192000,192800,800,-4.1562471902780285,-3324.9977522224226,-4.1562471902780285,-3324.9977522224226,0.0,0.0,15,0.01875,15,0.01875,0,0.0,0,0,0,0,0,0,5,-67.59775946614002,0.0,0.158748031653391,2.6094770723901206,0.1139255909053025,0.2035704724014796,1.0829837829205582,2.6094770723901206,Cold start no gate,Cold start,False,full_RL
242,192800,193600,800,-4.028074420924408,-3222.459536739526,-4.028074420924408,-3222.459536739526,0.0,0.0,15,0.01875,15,0.01875,0,0.0,0,0,0,0,0,0,5,-62.48494936360544,0.0,0.1562226182365587,2.604339536294731,0.1120356595165555,0.2004095769565619,1.0647957334126876,2.604339536294731,Cold start no gate,Cold start,False,full_RL
243,193600,194400,800,-4.083298661547677,-3266.638929238142,-4.083298661547677,-3266.638929238142,0.0,0.0,14,0.0175,14,0.0175,0,0.0,0,0,0,0,0,0,4,-65.99128069604944,0.0,0.1569991143530172,2.57853617171304,0.1128894701483692,0.2011087585576653,1.0707742921741592,2.57853617171304,Cold start no gate,Cold start,False,full_RL
244,194400,195200,800,-4.172358720216535,-3337.8869761732285,-4.172358720216535,-3337.8869761732285,0.0,0.0,12,0.015,12,0.015,0,0.0,0,0,0,0,0,0,5,-65.21754332635385,0.0,0.1583370021599795,2.584843558606451,0.1145059548104354,0.2021680495095236,1.0909560988109566,2.584843558606451,Cold start no gate,Cold start,False,full_RL
245,195200,196000,800,-4.161597563039538,-3329.2780504316306,-4.161597563039538,-3329.2780504316306,0.0,0.0,24,0.03,24,0.03,0,0.0,0,0,0,0,0,0,4,-68.03808563918608,0.0,0.1590126538097736,2.5986316085266594,0.1142699107344091,0.203755396885138,1.0779025687571075,2.5986316085266594,Cold start no gate,Cold start,False,full_RL
246,196000,196800,800,-4.139324428500685,-3311.459542800548,-4.139324428500685,-3311.459542800548,0.0,0.0,12,0.015,12,0.015,0,0.0,0,0,0,0,0,0,4,-71.32448428862892,0.0,0.1591206038083565,2.58398400182233,0.1140099686245887,0.2042312389921243,1.0887223404407274,2.58398400182233,Cold start no gate,Cold start,False,full_RL
247,196800,197600,800,-4.17989550732885,-3343.9164058630804,-4.17989550732885,-3343.9164058630804,0.0,0.0,22,0.0275,22,0.0275,0,0.0,0,0,0,0,0,0,5,-67.10791757376421,0.0,0.1575665251862509,2.5627314457292982,0.1151544012483419,0.19997864912416,1.088232744091699,2.5627314457292982,Cold start no gate,Cold start,False,full_RL
248,197600,198400,800,-4.01356916431057,-3210.855331448456,-4.01356916431057,-3210.855331448456,0.0,0.0,21,0.02625,21,0.02625,0,0.0,0,0,0,0,0,0,6,-62.920342689911536,0.0,0.1540669376132381,2.562647819317021,0.1122198652547406,0.1959140099717357,1.0690220188042567,2.562647819317021,Cold start no gate,Cold start,False,full_RL
249,198400,199200,800,-4.038978669348103,-3231.182935478482,-4.038978669348103,-3231.182935478482,0.0,0.0,16,0.02,16,0.02,0,0.0,0,0,0,0,0,0,4,-63.43842357204176,0.0,0.1561257291240966,2.586438968819664,0.1128921798261372,0.199359278422056,1.0725482275107798,2.586438968819664,Cold start no gate,Cold start,False,full_RL
250,199200,200000,800,-4.04810333350911,-3238.4826668072883,-4.04810333350911,-3238.4826668072883,0.0,0.0,28,0.035,28,0.035,0,0.0,0,0,0,0,0,0,4,-66.37432589950947,0.0,0.1571128441060056,2.603427217291596,0.1126482297531599,0.2015774584588514,1.0683432006469649,2.603427217291596,Cold start no gate,Cold start,False,full_RL
251,200000,200800,800,-4.118095838179284,-3294.4766705434267,-4.118095838179284,-3294.4766705434267,0.0,0.0,18,0.0225,18,0.0225,0,0.0,0,0,0,0,0,0,4,-66.5417650689484,0.0,0.158531189179143,2.569785927989926,0.1138306583175328,0.2032317200407532,1.0843171158771008,2.569785927989926,Cold start no gate,Cold start,False,full_RL
252,200800,201600,800,-3.957145861410549,-3165.7166891284387,-3.957145861410549,-3165.7166891284387,0.0,0.0,37,0.04625,37,0.04625,0,0.0,0,0,0,0,0,0,5,-67.72463986797197,0.0,0.1557947916734601,2.5744492381793407,0.1114714655103247,0.2001181178365954,1.0615685685646763,2.5744492381793407,Cold start no gate,Cold start,False,full_RL
253,201600,202400,800,-4.030580771227304,-3224.4646169818434,-4.030580771227304,-3224.4646169818434,0.0,0.0,21,0.02625,21,0.02625,0,0.0,0,0,0,0,0,0,3,-69.61494136204544,0.0,0.1557564002448714,2.578277985115335,0.1130014151782042,0.1985113853115385,1.0775506345268648,2.578277985115335,Cold start no gate,Cold start,False,full_RL
254,202400,203200,800,-3.9713923275653578,-3177.113862052286,-3.9713923275653578,-3177.113862052286,0.0,0.0,16,0.02,16,0.02,0,0.0,0,0,0,0,0,0,3,-65.0349816562208,0.0,0.1552063366647861,2.5758804428942312,0.1118911637023925,0.1985215096271796,1.0629697016147062,2.5758804428942312,Cold start no gate,Cold start,False,full_RL
255,203200,204000,800,-4.056337652648206,-3245.0701221185645,-4.056337652648206,-3245.0701221185645,0.0,0.0,31,0.03875,31,0.03875,0,0.0,0,0,0,0,0,0,3,-68.8434062156814,0.0,0.1573402866568613,2.623990351645375,0.113190131056484,0.2014904422572387,1.073889650498673,2.623990351645375,Cold start no gate,Cold start,False,full_RL
256,204000,204800,800,-3.982270741311492,-3185.816593049193,-3.982270741311492,-3185.816593049193,0.0,0.0,34,0.0425,34,0.0425,0,0.0,0,0,0,0,0,0,4,-66.51259718524454,0.0,0.1560811919123872,2.546135711815509,0.1121210592894207,0.2000413245353537,1.065768508651464,2.546135711815509,Cold start no gate,Cold start,False,full_RL
257,204800,205600,800,-3.9777779742096233,-3182.2223793676985,-3.9777779742096233,-3182.2223793676985,0.0,0.0,26,0.0325,26,0.0325,0,0.0,0,0,0,0,0,0,3,-69.48796345002927,0.0,0.1551008734406943,2.573175811364706,0.1121174922624743,0.1980842546189143,1.0687473261648992,2.573175811364706,Cold start no gate,Cold start,False,full_RL
258,205600,206400,800,-4.010691042665094,-3208.5528341320755,-4.010691042665094,-3208.5528341320755,0.0,0.0,19,0.02375,19,0.02375,0,0.0,0,0,0,0,0,0,3,-67.70563316092068,0.0,0.1553298608553672,2.5816329232714,0.1127474239117334,0.1979122977990011,1.0724074513389588,2.5816329232714,Cold start no gate,Cold start,False,full_RL
259,206400,207200,800,-3.98638151454252,-3189.105211634016,-3.98638151454252,-3189.105211634016,0.0,0.0,18,0.0225,18,0.0225,0,0.0,0,0,0,0,0,0,3,-67.43220271469272,0.0,0.1545892505512158,2.558225351415388,0.1125624993065673,0.1966160017958643,1.0692397436532493,2.558225351415388,Cold start no gate,Cold start,False,full_RL
260,207200,208000,800,-4.0491609237627415,-3239.328739010193,-4.0491609237627415,-3239.328739010193,0.0,0.0,25,0.03125,25,0.03125,0,0.0,0,0,0,0,0,0,3,-69.47503463733233,0.0,0.1572019063297148,2.5829046653701653,0.1132738564677807,0.2011299561916489,1.0783745162464489,2.5829046653701653,Cold start no gate,Cold start,False,full_RL
261,208000,208800,800,-4.068900698181332,-3255.1205585450653,-4.068900698181332,-3255.1205585450653,0.0,0.0,20,0.025,20,0.025,0,0.0,0,0,0,0,0,0,5,-69.58920195928408,0.0,0.1573632607801616,2.6063247362443462,0.1137119074252755,0.2010146141350476,1.0846987167253634,2.6063247362443462,Cold start no gate,Cold start,False,full_RL
262,208800,209600,800,-4.040351861998365,-3232.281489598692,-4.040351861998365,-3232.281489598692,0.0,0.0,13,0.01625,13,0.01625,0,0.0,0,0,0,0,0,0,3,-69.0881729837215,0.0,0.1566072055726837,2.559303951594927,0.1132318779689915,0.1999825331763759,1.0769154720269103,2.559303951594927,Cold start no gate,Cold start,False,full_RL
263,209600,210400,800,-4.07533225021167,-3260.2658001693358,-4.07533225021167,-3260.2658001693358,0.0,0.0,32,0.04,32,0.04,0,0.0,0,0,0,0,0,0,5,-67.44667005753945,0.0,0.1563201302044103,2.5523454113301227,0.1144679721530875,0.1981722882557331,1.087043391955207,2.5523454113301227,Cold start no gate,Cold start,False,full_RL
264,210400,211200,800,-4.074796249063347,-3259.8369992506778,-4.074796249063347,-3259.8369992506778,0.0,0.0,16,0.02,16,0.02,0,0.0,0,0,0,0,0,0,5,-67.4753136873345,0.0,0.1556328617576117,2.5719592905621766,0.1142729015071317,0.1969928220080916,1.0841069058773116,2.5719592905621766,Cold start no gate,Cold start,False,full_RL
265,211200,212000,800,-4.106093787525765,-3284.875030020612,-4.106093787525765,-3284.875030020612,0.0,0.0,28,0.035,28,0.035,0,0.0,0,0,0,0,0,0,3,-67.36621337405052,0.0,0.1560287129737058,2.563213562333601,0.114801324776259,0.1972561011711526,1.0917594179137988,2.563213562333601,Cold start no gate,Cold start,False,full_RL
266,212000,212800,800,-3.9871373722383137,-3189.7098977906508,-3.9871373722383137,-3189.7098977906508,0.0,0.0,22,0.0275,22,0.0275,0,0.0,0,0,0,0,0,0,4,-68.18364741541177,0.0,0.1547950163749157,2.570032821894358,0.1130290251889607,0.1965610075608706,1.0753748990690268,2.570032821894358,Cold start no gate,Cold start,False,full_RL
267,212800,213600,800,-3.977604272856048,-3182.0834182848384,-3.977604272856048,-3182.0834182848384,0.0,0.0,27,0.03375,27,0.03375,0,0.0,0,0,0,0,0,0,3,-67.39333933390856,0.0,0.1544782261279466,2.5638171606990454,0.112844732819877,0.1961117194360163,1.0780694462186728,2.5638171606990454,Cold start no gate,Cold start,False,full_RL
268,213600,214400,800,-3.971467348926613,-3177.17387914129,-3.971467348926613,-3177.17387914129,0.0,0.0,14,0.0175,14,0.0175,0,0.0,0,0,0,0,0,0,5,-68.16460743992786,0.0,0.1545024204560514,2.572983446385024,0.1129493845269278,0.196055456385175,1.0741082149454129,2.572983446385024,Cold start no gate,Cold start,False,full_RL
269,214400,215200,800,-3.9160357102542416,-3132.8285682033934,-3.9160357102542416,-3132.8285682033934,0.0,0.0,30,0.0375,30,0.0375,0,0.0,0,0,0,0,0,0,4,-68.13359155917817,0.0,0.1547435680114298,2.569699462942367,0.1120269709390567,0.1974601650838028,1.069340302671582,2.569699462942367,Cold start no gate,Cold start,False,full_RL
270,215200,216000,800,-3.96627717346919,-3173.021738775352,-3.96627717346919,-3173.021738775352,0.0,0.0,35,0.04375,35,0.04375,0,0.0,0,0,0,0,0,0,4,-69.03942785844538,0.0,0.1546127529448167,2.593591766632585,0.1127420689114832,0.1964834369781503,1.073617047724583,2.593591766632585,Cold start no gate,Cold start,False,full_RL
271,216000,216800,800,-4.017347439721417,-3213.8779517771336,-4.017347439721417,-3213.8779517771336,0.0,0.0,31,0.03875,31,0.03875,0,0.0,0,0,0,0,0,0,4,-69.13742391156052,0.0,0.1566144945107646,2.616726026819947,0.1135623314856119,0.1996666575359173,1.080551816159836,2.616726026819947,Cold start no gate,Cold start,False,full_RL
272,216800,217600,800,-4.009904347207874,-3207.9234777662987,-4.009904347207874,-3207.9234777662987,0.0,0.0,18,0.0225,18,0.0225,0,0.0,0,0,0,0,0,0,3,-67.94116426417304,0.0,0.1556487324670665,2.596578322510254,0.113510090993987,0.1977873739401459,1.083174437319431,2.596578322510254,Cold start no gate,Cold start,False,full_RL
273,217600,218400,800,-3.9741457080857736,-3179.316566468619,-3.9741457080857736,-3179.316566468619,0.0,0.0,8,0.01,8,0.01,0,0.0,0,0,0,0,0,0,4,-69.73011419843544,0.0,0.1551664537587693,2.56889230559608,0.1130708823720468,0.1972620251454917,1.0745769546861363,2.56889230559608,Cold start no gate,Cold start,False,full_RL
274,218400,219200,800,-3.947172688853324,-3157.738151082659,-3.947172688853324,-3157.738151082659,0.0,0.0,41,0.05125,41,0.05125,0,0.0,0,0,0,0,0,0,4,-68.59590041338356,0.0,0.1547495585007016,2.592544380976335,0.112748994604772,0.1967501223966311,1.0763252051250816,2.592544380976335,Cold start no gate,Cold start,False,full_RL
275,219200,220000,800,-3.969589369070874,-3175.671495256699,-3.969589369070874,-3175.671495256699,0.0,0.0,26,0.0325,26,0.0325,0,0.0,0,0,0,0,0,0,4,-67.68857428648141,0.0,0.1557146248932674,2.569286116052752,0.1126779690741279,0.1987512807124068,1.0739213074818983,2.569286116052752,Cold start no gate,Cold start,False,full_RL
276,220000,220800,800,-3.972344823530359,-3177.875858824287,-3.972344823530359,-3177.875858824287,0.0,0.0,36,0.045,36,0.045,0,0.0,0,0,0,0,0,0,3,-69.55057154595636,0.0,0.1557121898554281,2.576186604875261,0.1130460500937134,0.1983783296171428,1.078538748188484,2.576186604875261,Cold start no gate,Cold start,False,full_RL
277,220800,221600,800,-3.915817309523953,-3132.6538476191627,-3.915817309523953,-3132.6538476191627,0.0,0.0,37,0.04625,37,0.04625,0,0.0,0,0,0,0,0,0,3,-68.0031580552934,0.0,0.1552299853754674,2.5783638144859538,0.1119875861982529,0.198472384552682,1.0678562924352408,2.5783638144859538,Cold start no gate,Cold start,False,full_RL
278,221600,222400,800,-3.9389511742386025,-3151.160939390882,-3.9389511742386025,-3151.160939390882,0.0,0.0,23,0.02875,23,0.02875,0,0.0,0,0,0,0,0,0,4,-68.24244798938321,0.0,0.1547517515825892,2.5852935255904868,0.1127682707375952,0.1967352324275833,1.0804329881990684,2.5852935255904868,Cold start no gate,Cold start,False,full_RL
279,222400,223200,800,-3.924691411035419,-3139.753128828336,-3.924691411035419,-3139.753128828336,0.0,0.0,21,0.02625,21,0.02625,0,0.0,0,0,0,0,0,0,4,-68.80803933304458,0.0,0.1558869955286318,2.5993982628704657,0.1121679058136562,0.1996060852436074,1.0675082344165951,2.5993982628704657,Cold start no gate,Cold start,False,full_RL
280,223200,224000,800,-3.9586631250588313,-3166.930500047065,-3.9586631250588313,-3166.930500047065,0.0,0.0,18,0.0225,18,0.0225,0,0.0,0,0,0,0,0,0,4,-68.69402451797384,0.0,0.1562175558422172,2.606690412980072,0.1127746327403378,0.1996604789440965,1.0770300444551937,2.606690412980072,Cold start no gate,Cold start,False,full_RL
281,224000,224800,800,-3.966883503138977,-3173.5068025111814,-3.966883503138977,-3173.5068025111814,0.0,0.0,19,0.02375,19,0.02375,0,0.0,0,0,0,0,0,0,4,-69.41682046599146,0.0,0.1556915514377014,2.587719244392304,0.1129597182875976,0.1984233845878051,1.0734391317312393,2.587719244392304,Cold start no gate,Cold start,False,full_RL
282,224800,225600,800,-3.950028166080787,-3160.0225328646297,-3.950028166080787,-3160.0225328646297,0.0,0.0,50,0.0625,50,0.0625,0,0.0,0,0,0,0,0,0,4,-70.04221721721854,0.0,0.1552737518264892,2.605283384323684,0.1128265756775945,0.1977209279753838,1.0762987369523471,2.605283384323684,Cold start no gate,Cold start,False,full_RL
283,225600,226400,800,-3.928761090435913,-3143.0088723487306,-3.928761090435913,-3143.0088723487306,0.0,0.0,49,0.06125,49,0.06125,0,0.0,0,0,0,0,0,0,4,-68.67497643883712,0.0,0.1543123869175592,2.5746915997115707,0.1127740228245375,0.1958507510105808,1.0759360060444103,2.5746915997115707,Cold start no gate,Cold start,False,full_RL
284,226400,227200,800,-3.990496964593482,-3192.397571674785,-3.990496964593482,-3192.397571674785,0.0,0.0,20,0.025,20,0.025,0,0.0,0,0,0,0,0,0,6,-68.12014670725182,0.0,0.1559897679820938,2.588565821863426,0.1138902765451028,0.1980892594190847,1.0801042128892149,2.588565821863426,Cold start no gate,Cold start,False,full_RL
285,227200,228000,800,-3.987545084085844,-3190.036067268675,-3.987545084085844,-3190.036067268675,0.0,0.0,22,0.0275,22,0.0275,0,0.0,0,0,0,0,0,0,5,-68.0163159243624,0.0,0.1558555934049016,2.5866666343035263,0.1137873635227194,0.1979238232870838,1.0826912221927176,2.5866666343035263,Cold start no gate,Cold start,False,full_RL
286,228000,228800,800,-3.920331470033108,-3136.265176026486,-3.920331470033108,-3136.265176026486,0.0,0.0,15,0.01875,15,0.01875,0,0.0,0,0,0,0,0,0,4,-68.23416575531337,0.0,0.1545294679242251,2.5732643203003818,0.1126945916783508,0.1963643441700993,1.0723361928394763,2.5732643203003818,Cold start no gate,Cold start,False,full_RL
287,228800,229600,800,-3.9791010708699712,-3183.280856695977,-3.9791010708699712,-3183.280856695977,0.0,0.0,29,0.03625,29,0.03625,0,0.0,0,0,0,0,0,0,4,-68.64990812365329,0.0,0.1542597894611334,2.561727868353728,0.1139497366379437,0.1945698422843231,1.0794019521564748,2.561727868353728,Cold start no gate,Cold start,False,full_RL
288,229600,230400,800,-3.912552353161416,-3130.0418825291326,-3.912552353161416,-3130.0418825291326,0.0,0.0,27,0.03375,27,0.03375,0,0.0,0,0,0,0,0,0,3,-67.71253079698249,0.0,0.1545916368593334,2.575035416616004,0.1124244077108422,0.1967588660078245,1.0696204416773338,2.575035416616004,Cold start no gate,Cold start,False,full_RL
289,230400,231200,800,-3.856065147338037,-3084.852117870429,-3.856065147338037,-3084.852117870429,0.0,0.0,21,0.02625,21,0.02625,0,0.0,0,0,0,0,0,0,4,-69.1677660207364,0.0,0.1528061186421211,2.5489422055112527,0.1117991600829488,0.1938130772012933,1.0643632866604142,2.5489422055112527,Cold start no gate,Cold start,False,full_RL
290,231200,232000,800,-3.926034619458057,-3140.827695566446,-3.926034619458057,-3140.827695566446,0.0,0.0,19,0.02375,19,0.02375,0,0.0,0,0,0,0,0,0,4,-68.01243258997806,0.0,0.1540621155711811,2.580356369134733,0.1131636280488691,0.1949606030934931,1.0777131818643366,2.580356369134733,Cold start no gate,Cold start,False,full_RL
291,232000,232800,800,-3.869712459269696,-3095.7699674157566,-3.869712459269696,-3095.7699674157566,0.0,0.0,34,0.0425,34,0.0425,0,0.0,0,0,0,0,0,0,4,-69.68224978167393,0.0,0.1539104297940715,2.579435795645452,0.1120115714682717,0.1958092881198713,1.0691237523945278,2.579435795645452,Cold start no gate,Cold start,False,full_RL
292,232800,233600,800,-3.9426488588205744,-3154.11908705646,-3.9426488588205744,-3154.11908705646,0.0,0.0,30,0.0375,30,0.0375,0,0.0,0,0,0,0,0,0,4,-68.63606119026213,0.0,0.1552286228374792,2.598437704080368,0.113211536693651,0.1972457089813074,1.0802984033436762,2.598437704080368,Cold start no gate,Cold start,False,full_RL
293,233600,234400,800,-3.916455482520152,-3133.1643860161216,-3.916455482520152,-3133.1643860161216,0.0,0.0,22,0.0275,22,0.0275,0,0.0,0,0,0,0,0,0,4,-69.17616827540076,0.0,0.1547752394330586,2.59873889949489,0.1125705926791399,0.1969798861869773,1.0714934996591228,2.59873889949489,Cold start no gate,Cold start,False,full_RL
294,234400,235200,800,-3.899850153126472,-3119.880122501177,-3.899850153126472,-3119.880122501177,0.0,0.0,11,0.01375,11,0.01375,0,0.0,0,0,0,0,0,0,4,-69.68435473115437,0.0,0.1538292837153683,2.564778557773252,0.1126264003013403,0.1950321671293962,1.0716735958013808,2.564778557773252,Cold start no gate,Cold start,False,full_RL
295,235200,236000,800,-3.90530593208432,-3124.2447456674563,-3.90530593208432,-3124.2447456674563,0.0,0.0,37,0.04625,37,0.04625,0,0.0,0,0,0,0,0,0,4,-67.10898568833352,0.0,0.1551719001348819,2.5866291930095717,0.1122597448119849,0.198084055457779,1.0717836622961143,2.5866291930095717,Cold start no gate,Cold start,False,full_RL
296,236000,236800,800,-3.9297159756100632,-3143.7727804880506,-3.9297159756100632,-3143.7727804880506,0.0,0.0,25,0.03125,25,0.03125,0,0.0,0,0,0,0,0,0,4,-68.29227834999779,0.0,0.1553579928941905,2.588515143662619,0.1131281203069024,0.1975878654814786,1.078800741184526,2.588515143662619,Cold start no gate,Cold start,False,full_RL
297,236800,237600,800,-3.855985743724269,-3084.7885949794154,-3.855985743724269,-3084.7885949794154,0.0,0.0,35,0.04375,35,0.04375,0,0.0,0,0,0,0,0,0,4,-68.12008437359941,0.0,0.1543216802837759,2.6067306838062905,0.1118530100356404,0.1967903505319115,1.0669366570318073,2.6067306838062905,Cold start no gate,Cold start,False,full_RL
298,237600,238400,800,-3.9106674448969145,-3128.533955917532,-3.9106674448969145,-3128.533955917532,0.0,0.0,57,0.07125,57,0.07125,0,0.0,0,0,0,0,0,0,4,-68.12769170744662,0.0,0.1533808070427995,2.5720283383379297,0.1129346315276695,0.1938269825579295,1.0760975642643564,2.5720283383379297,Cold start no gate,Cold start,False,full_RL
299,238400,239200,800,-3.9011885485685913,-3120.950838854873,-3.9011885485685913,-3120.950838854873,0.0,0.0,27,0.03375,27,0.03375,0,0.0,0,0,0,0,0,0,4,-67.94617947941504,0.0,0.153656418897914,2.569014427437196,0.112567918937843,0.194744918857985,1.0714184142164425,2.569014427437196,Cold start no gate,Cold start,False,full_RL
300,239200,240000,800,-3.9057261702152863,-3124.580936172229,-3.9057261702152863,-3124.580936172229,0.0,0.0,79,0.09875,79,0.09875,0,0.0,0,0,0,0,0,0,4,-69.48734040095565,0.0,0.1556265378428055,2.6045346994336,0.1124418974938481,0.1988111781917629,1.0708588523107188,2.6045346994336,Cold start no gate,Cold start,False,full_RL
1,0,800,800,-10.188159033079955,-8150.527226463965,-10.113151642079044,-8090.521313663236,0.0750073910009126,60.0059128007301,0,0.0,0,0.0,6,0.0075,794,6,6,0,0,0,0,-14.322865088763422,0.035300133811142,0.3348445863288457,2.95537718084654,0.1724803285167463,0.497208844140945,1.1066135393251444,2.95537718084654,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
2,800,1600,800,-12.636022385396643,-10108.817908317316,-12.586021142265029,-10068.81691381202,0.0500012431316186,40.0009945052949,0,0.0,0,0.0,4,0.005,796,4,4,0,0,0,0,-15.536502294643157,0.0106510222742568,0.3804456672981714,3.018697105406659,0.1913416390895569,0.5695496955067859,1.09738016210482,3.018697105406659,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
3,1600,2400,800,-14.077037661859286,-11261.630129487428,-13.98951224826515,-11191.60979861212,0.0875254135941353,70.0203308753083,0,0.0,0,0.0,7,0.00875,793,7,7,0,0,0,0,-15.51930070635666,0.0460328507913042,0.413349546857174,2.9868642505489333,0.1974173175499868,0.6292817761643613,1.113599555286839,2.9868642505489333,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
4,2400,3200,800,-13.985694706761125,-11188.5557654089,-13.935690927175669,-11148.552741740536,0.0500037795854519,40.00302366836154,0,0.0,0,0.0,4,0.005,796,4,4,0,0,0,0,-14.98623784458357,0.0226730816199096,0.3981220011603531,2.8718774067168624,0.2015742564696341,0.594669745851072,1.147527304602297,2.8718774067168624,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
5,3200,4000,800,-11.224871090261068,-8979.896872208854,-11.199864509873024,-8959.891607898418,0.025006580388044,20.00526431043526,0,0.0,0,0.0,2,0.0025,798,2,2,0,0,0,0,-15.277305731853488,0.0385658382069076,0.3628407696473822,2.982101985426709,0.1788436736520416,0.546837865642723,1.10620953573916,2.982101985426709,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
6,4000,4800,800,-12.383869000560402,-9907.095200448322,-12.333860182729346,-9867.088146183476,0.0500088178310563,40.00705426484505,0,0.0,0,0.0,4,0.005,796,4,4,0,0,0,0,-14.810626451607362,0.0381348020022436,0.3793242925215753,2.895203724803025,0.1876046268894672,0.5710439581536834,1.073686402692858,2.895203724803025,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
7,4800,5600,800,-9.675664828375211,-7740.531862700169,-9.625657379021488,-7700.525903217191,0.0500074493537235,40.00595948297887,0,0.0,0,0.0,4,0.005,796,4,4,0,0,0,0,-15.30203583700748,0.021406621284353,0.332133609580747,3.009145438751659,0.1664073563267157,0.4978598628347783,1.0907231073358887,3.009145438751659,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
8,5600,6400,800,-15.786387500145963,-12629.110000116772,-15.69887174102612,-12559.097392820897,0.0875157591198467,70.01260729587742,0,0.0,0,0.0,7,0.00875,793,6,6,0,0,0,1,-15.619252664459252,0.0431883979802013,0.4282007525776975,3.099497880195088,0.210682186012536,0.6457193191428591,1.0934577326145811,3.099497880195088,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
9,6400,7200,800,-13.95685480537528,-11165.483844300225,-13.919349333199404,-11135.479466559522,0.0375054721758795,30.004377740703603,0,0.0,0,0.0,3,0.00375,797,3,3,0,0,0,0,-15.42982606139583,0.0276395360267415,0.4492402345669688,4.544777174993328,0.1840424186867667,0.7144380504471709,1.0904021688222296,4.544777174993328,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
10,7200,8000,800,-14.570862563224992,-11656.690050579991,-14.508349579307604,-11606.679663446084,0.0625129839173878,50.01038713391029,0,0.0,0,0.0,5,0.00625,795,4,4,0,0,0,1,-15.080390925119673,0.0324462275232351,0.4001710583765788,2.984220977259781,0.2018272091631772,0.5985149075899804,1.094619835314238,2.984220977259781,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
11,8000,8800,800,-55.92621385424058,-44740.97108339246,-55.813676813914434,-44650.94145113155,0.112537040326131,90.02963226090486,0,0.0,0,0.0,9,0.01125,791,8,8,0,0,0,1,-52.518476595365314,0.0527380145532729,0.9609823449814788,6.935426893863792,0.3536026239053655,1.568362066057592,1.301308388253367,6.935426893863792,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
12,8800,9600,800,-20.40551869789204,-16324.414958313631,-20.330497584212228,-16264.398067369782,0.0750211136798145,60.01689094385162,0,0.0,0,0.0,6,0.0075,794,6,6,0,0,0,0,-15.35220214233908,0.0468601878975425,0.4691388587415177,3.937333141212605,0.2463477825666586,0.6919299349163767,1.0546541485730168,3.937333141212605,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
13,9600,10400,800,-37.39385742446597,-29915.08593957277,-37.34384969510646,-29875.079756085164,0.0500077293595069,40.00618348760552,0,0.0,0,0.0,4,0.005,796,4,4,0,0,0,0,-16.880505896273434,0.0224933907871678,0.675129209272036,4.716197974697536,0.3282892940886854,1.0219691244553866,2.0273115526755854,4.716197974697536,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
14,10400,11200,800,-12.811105783330156,-10248.884626664125,-12.786101283558686,-10228.88102684695,0.0250044997714708,20.00359981717667,0,0.0,0,0.0,2,0.0025,798,2,2,0,0,0,0,-15.83863554621314,0.023516595171396,0.3841250426304911,3.1021061215047325,0.1927630668851486,0.5754870183758336,1.1202326633512616,3.1021061215047325,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
15,11200,12000,800,-13.786227583876538,-11028.982067101231,-13.723723176665398,-10978.97854133232,0.0625044072111404,50.00352576891238,0,0.0,0,0.0,5,0.00625,795,5,5,0,0,0,0,-14.866014859384933,0.019950086619878,0.3987484723405765,3.013322968490911,0.1988319234537209,0.598665021227432,1.0940545536719926,3.013322968490911,OF-MPC pretrained + gate,OF-MPC pretrained,True,BC
