run_label,short_label,mode,target_mode,use_target_output_for_tracking,stage_counts,exact_or_governed_count,bounded_ls_count,target_mismatch_dev_eta_mean_abs,target_mismatch_dev_T_mean_abs,target_mismatch_dev_inf_p95,target_mismatch_dev_inf_max,target_mismatch_phys_eta_mean_abs,target_mismatch_phys_T_mean_abs,target_mismatch_phys_eta_max_abs,target_mismatch_phys_T_max_abs,target_rate_inf_mean,target_rate_inf_p95,exact_bound_violation_mean,exact_bound_violation_p95,us_u_ref_inf_mean,us_u_ref_inf_p95,input_headroom_min_mean,active_lower_count_mean,active_upper_count_mean
governed_reference_256,Governed 256,nominal,governed_reference,False,"{""governed_reference_target"": 1600}",1600,0,0.39182786017372423,0.3282024775682234,3.282893442243936,4.940132282312334,0.08684973362604755,0.2565024684530849,1.0949940430627816,3.5055315634879776,0.06640475506847325,0.30658127691798587,,,5.69825942975747,11.731893705728691,1.8015480551412981,0.49625,0.486875
governed_reference_256,Governed 256,disturb,governed_reference,False,"{""governed_reference_target"": 1600}",1600,0,0.4206377494646679,0.3593056501798111,3.3211551331641704,4.999094383001426,0.09323552561543039,0.28081075707633646,1.1080631564653083,3.444680014576875,0.07695210836003939,0.3392825860262115,,,7.687702356943244,13.857915474615309,0.860956596222928,0.588125,0.680625
bounded_mixed_256,Bounded 256,nominal,bounded,False,"{""frozen_output_disturbance_bounded_ls"": 895, ""frozen_output_disturbance_exact_bounded"": 705}",705,895,0.40349223634172204,0.36267921015596677,3.547114111508691,4.960039669625655,0.08943517500496193,0.2834473199315901,1.099406570759474,3.7865011084530806,0.017455311816805676,0.04034467371395871,113.1856233579239,699.0855700660741,0.8700713925059673,4.77636983822803,,0.0,0.0
bounded_mixed_256,Bounded 256,disturb,bounded,False,"{""frozen_output_disturbance_bounded_ls"": 1379, ""frozen_output_disturbance_exact_bounded"": 221}",221,1379,0.4308952342481321,0.4095374088867915,3.5723018852004107,5.016330128716991,0.09550912561090319,0.3200687486629538,1.1118835073805786,3.741720170557244,0.017660251081349748,0.06420604034509979,120.162398343137,697.1693006324437,0.6830867870132318,5.109874540977898,,0.0,0.0
bounded_mixed_512,Bounded 512,nominal,bounded,False,"{""frozen_output_disturbance_bounded_ls"": 895, ""frozen_output_disturbance_exact_bounded"": 705}",705,895,0.40349223634172204,0.36267921015596677,3.547114111508691,4.960039669625655,0.08943517500496193,0.2834473199315901,1.099406570759474,3.7865011084530806,0.017455311816805676,0.04034467371395871,113.1856233579239,699.0855700660741,0.8700713925059673,4.77636983822803,,0.0,0.0
bounded_mixed_512,Bounded 512,disturb,bounded,False,"{""frozen_output_disturbance_bounded_ls"": 1379, ""frozen_output_disturbance_exact_bounded"": 221}",221,1379,0.4308952342481321,0.4095374088867915,3.5723018852004107,5.016330128716991,0.09550912561090319,0.3200687486629538,1.1118835073805786,3.741720170557244,0.017660251081349748,0.06420604034509979,120.162398343137,697.1693006324437,0.6830867870132318,5.109874540977898,,0.0,0.0
