run_label,short_label,mode,expert,td3_minus_expert_reward,td3_minus_expert_mean_rmse,td3_abs_du_ratio,td3_mean_rmse,expert_mean_rmse,td3_reward,expert_reward
governed_reference_256,Governed 256,disturb,direct_lmpc,-2.3873293291189706,0.15695047311870552,2.644055796180662,0.513404448417481,0.3564539752987755,-6.176795954840879,-3.789466625721908
governed_reference_256,Governed 256,nominal,direct_lmpc,-2.3281110212390907,0.0960585699289298,2.538132154315198,0.45139697065180695,0.35533840072287715,-6.093239600852119,-3.765128579613028
bounded_mixed_256,Bounded 256,disturb,direct_lmpc,-4.67819844739965,0.15938409840766277,4.512746751027619,0.5162279460351725,0.35684384762750976,-8.451608515152627,-3.7734100677529767
bounded_mixed_256,Bounded 256,nominal,direct_lmpc,-2.762833383789233,0.16701329991402003,1.9607932516867046,0.5223517383659895,0.35533843845196944,-6.5279633221174365,-3.7651299383282035
bounded_mixed_512,Bounded 512,disturb,direct_lmpc,-9.644866268521733,0.20720665013561068,3.2526220314907355,0.5640504977631204,0.35684384762750976,-13.41827633627471,-3.7734100677529767
bounded_mixed_512,Bounded 512,nominal,direct_lmpc,-6.859151738781047,0.2185988400432417,3.419341432173409,0.5739372784952111,0.35533843845196944,-10.62428167710925,-3.7651299383282035
of_mpc_reference_256,OF-MPC 256,nominal,offset_free_mpc,-0.0863056816149892,0.0008168999575640101,1.0115439650873077,0.35624905149106817,0.35543215153350416,-3.8511283413601167,-3.7648226597451275
of_mpc_reference_256,OF-MPC 256,disturb,offset_free_mpc,-0.010953692184911379,0.0025112573060638854,0.9857235929814593,0.3594492770918236,0.35693801978575973,-3.7841278436623274,-3.773174151477416
