case,episode,step_start,step_stop_exclusive,n_steps,reward_mean,reward_sum,reward_no_penalty_mean,reward_no_penalty_sum,fallback_penalty_mean,fallback_penalty_sum,diagnostic_unsafe_count,diagnostic_unsafe_rate,diagnostic_unstable_count,diagnostic_unstable_rate,actual_intervention_count,actual_intervention_rate,projection_count,projection_rate,accepted_candidate_count,section16_projection_count,fallback_count,fallback_verified_count,fallback_unverified_count,target_fail_hold_prev_count,solver_fail_hold_prev_count,target_hold_prev_count,solver_hold_prev_count,gart_target_hold_prev_count,gart_solver_hold_prev_count,target_failure_count,min_contraction_margin,max_executed_action_gap_inf,output_rmse_mean,output_max_abs_error,output0_rmse,output1_rmse,output0_max_abs_error,output1_max_abs_error
Cold start + gate,25,19200,20000,800,-20.928631420124493,-16742.905136099595,-16.011141939119618,-12808.913551295696,4.917489481004878,3933.991584803903,0,0.0,0,0.0,45,0.05625,0,0.0,755,0,44,44,0,0,0,1,0,1,0,1,-53.501727015202846,15.69782886037382,0.4347583155675101,2.872794504712488,0.149201342844712,0.7203152882903081,1.0518303842807786,2.872794504712488
Cold start + gate,26,20000,20800,800,-18.68349259801395,-14946.794078411158,-16.15913577224504,-12927.308617796032,2.5243568257689075,2019.4854606151264,0,0.0,0,0.0,32,0.04,0,0.0,768,0,32,32,0,0,0,0,0,0,0,0,-60.42964273233906,9.2104133141534,0.459499598792696,3.156479266265819,0.1500974818410876,0.7689017157443043,1.0982201779422964,3.156479266265819
Cold start + gate,27,20800,21600,800,-15.482886793488715,-12386.309434790972,-13.43619342477121,-10748.954739816969,2.046693368717504,1637.354694974003,0,0.0,0,0.0,31,0.03875,0,0.0,769,0,28,28,0,0,0,3,0,3,0,3,-38.49234669231731,9.173697315958162,0.3907505309036889,2.6753827009404176,0.1433879021289293,0.6381131596784484,1.0732573747061274,2.6753827009404176
Cold start + gate,28,21600,22400,800,-17.43166214830126,-13945.329718641007,-14.216056686730685,-11372.845349384548,3.215605461570574,2572.484369256459,0,0.0,0,0.0,33,0.04125,0,0.0,767,0,32,32,0,0,0,1,0,1,0,1,-58.17498751160224,10.589058614532313,0.4372870175929618,3.039843778315401,0.13202247881342,0.7425515563725037,1.0534418987620875,3.039843778315401
Cold start + gate,29,22400,23200,800,-14.520318400714707,-11616.254720571766,-12.558555915873525,-10046.84473269882,1.961762484841182,1569.4099878729455,0,0.0,0,0.0,33,0.04125,0,0.0,767,0,31,31,0,0,0,2,0,2,0,2,-61.22593362729924,6.3891953518689615,0.4046133073455282,2.8610840521076284,0.1307643776461053,0.678462237044951,1.046196948683861,2.8610840521076284
Cold start + gate,30,23200,24000,800,-14.51567730412058,-11612.541843296463,-12.485253596361831,-9988.202877089469,2.0304237077587475,1624.3389662069978,0,0.0,0,0.0,28,0.035,0,0.0,772,0,26,26,0,0,0,2,0,2,0,2,-49.50044643979123,7.965212584243221,0.4052996112525773,2.7272674819115537,0.1238670263061499,0.6867321961990046,1.1040047236321384,2.7272674819115537
Cold start + gate,31,24000,24800,800,-15.610494967489592,-12488.395973991674,-13.625867755200284,-10900.694204160229,1.984627212289309,1587.701769831447,0,0.0,0,0.0,32,0.04,0,0.0,768,0,27,27,0,0,0,5,0,5,0,5,-53.27601909983724,9.242494018410104,0.3717443122142092,2.6293344202838966,0.1600806899613767,0.5834079344670416,1.101717236604543,2.6293344202838966
Cold start + gate,32,24800,25600,800,-11.750452801174667,-9400.362240939736,-10.1166661364106,-8093.33290912848,1.6337866647640689,1307.0293318112551,0,0.0,0,0.0,22,0.0275,0,0.0,778,0,19,19,0,0,0,3,0,3,0,3,-43.12672416183568,8.787975425650872,0.3158247361306709,2.556819485377048,0.1250813983671824,0.5065680738941595,1.075578128834286,2.556819485377048
Cold start + gate,33,25600,26400,800,-16.098204557384182,-12878.563645907348,-13.711933841108454,-10969.547072886764,2.3862707162757277,1909.0165730205815,0,0.0,0,0.0,30,0.0375,0,0.0,770,0,26,26,0,0,0,4,0,4,0,4,-53.92011117085229,8.89977521738404,0.4264528986404414,2.8032603425963885,0.140145326056282,0.7127604712246008,1.1736451987210703,2.8032603425963885
Cold start + gate,34,26400,27200,800,-17.424415262842246,-13939.532210273795,-13.540309271183338,-10832.24741694667,3.8841059916589065,3107.284793327125,0,0.0,0,0.0,34,0.0425,0,0.0,766,0,29,29,0,0,0,5,0,5,0,5,-52.58345471975366,15.375204959793969,0.3954771651171728,2.806886877311797,0.1361906419584024,0.6547636882759432,1.142898871127159,2.806886877311797
Cold start + gate,35,27200,28000,800,-16.015499323888445,-12812.399459110757,-13.605972642798086,-10884.778114238468,2.40952668109036,1927.621344872288,0,0.0,0,0.0,24,0.03,0,0.0,776,0,21,21,0,0,0,3,0,3,0,3,-48.70300145754226,11.516779265609005,0.4375601653470721,2.659772218512728,0.1256473058503592,0.7494730248437851,1.0969252832634004,2.659772218512728
Cold start + gate,36,28000,28800,800,-19.07706076520087,-15261.648612160694,-13.3656509221778,-10692.52073774224,5.711409843023063,4569.12787441845,0,0.0,0,0.0,36,0.045,0,0.0,764,0,34,34,0,0,0,2,0,2,0,2,-53.0499141111265,18.16070633357432,0.3805924463260927,3.077732520977122,0.1360328011034289,0.6251520915487564,1.1688825900476203,3.077732520977122
Cold start + gate,37,28800,29600,800,-14.78503909176518,-11828.031273412143,-11.913745701570862,-9530.99656125669,2.871293390194317,2297.0347121554537,0,0.0,0,0.0,27,0.03375,0,0.0,773,0,27,27,0,0,0,0,0,0,0,0,-53.48738624951517,10.499842279315,0.371281373637837,2.7934863630877658,0.126270793971452,0.616291953304222,1.1049303128618124,2.7934863630877658
Cold start + gate,38,29600,30400,800,-16.695165972805363,-13356.132778244291,-13.193498030656036,-10554.798424524828,3.5016679421493304,2801.334353719464,0,0.0,0,0.0,32,0.04,0,0.0,768,0,26,26,0,0,0,6,0,6,0,6,-47.14358803066955,10.38331395886729,0.4189620070130253,2.931290877495371,0.138282600714466,0.6996414133115847,1.131290456418408,2.931290877495371
Cold start + gate,39,30400,31200,800,-16.434899026762764,-13147.919221410211,-12.066083617173351,-9652.866893738685,4.368815409589411,3495.0523276715285,0,0.0,0,0.0,46,0.0575,0,0.0,754,0,39,39,0,0,0,7,0,7,0,7,-53.75550093935124,13.118491288642968,0.3530552656407055,2.8004510823773785,0.1384511821524606,0.5676593491289506,1.1518093489639742,2.8004510823773785
Cold start + gate,40,31200,32000,800,-12.640018100404426,-10112.01448032354,-10.906031287944296,-8724.825030355436,1.733986812460132,1387.1894499681057,0,0.0,0,0.0,32,0.04,0,0.0,768,0,27,27,0,0,0,4,1,4,1,4,-54.83294001312197,8.798526836052286,0.3425841832729052,2.4749445333643507,0.13447637241611,0.5506919941297004,1.1137606956147117,2.4749445333643507
Cold start + gate,41,32000,32800,800,-19.13863253388855,-15310.90602711084,-11.687762113239105,-9350.209690591284,7.450870420649442,5960.696336519554,0,0.0,0,0.0,25,0.03125,0,0.0,775,0,20,20,0,0,0,5,0,5,0,5,-69.30189024119466,19.647228166971523,0.3130096277245017,2.967959963219585,0.1453473476460698,0.4806719078029337,1.1235639228763663,2.967959963219585
Cold start + gate,42,32800,33600,800,-12.41497874135301,-9931.982993082407,-9.650991327206668,-7720.793061765335,2.763987414146346,2211.189931317077,0,0.0,0,0.0,18,0.0225,0,0.0,782,0,13,13,0,0,0,5,0,5,0,5,-57.369868029129066,12.484175181341357,0.2637182436495405,3.156314347081832,0.1348412219674896,0.3925952653315914,1.1562287213084987,3.156314347081832
Cold start + gate,43,33600,34400,800,-12.33680481404855,-9869.44385123884,-9.994760336575355,-7995.808269260286,2.342044477473193,1873.635581978554,0,0.0,0,0.0,19,0.02375,0,0.0,781,0,15,15,0,0,0,4,0,4,0,4,-75.50772087265011,12.378535373175788,0.2925746337234143,2.6676372121305008,0.1290793487724045,0.4560699186744241,1.0831196902420497,2.6676372121305008
Cold start + gate,44,34400,35200,800,-16.196516352483094,-12957.213081986476,-10.492833352407038,-8394.26668192563,5.703683000076053,4562.946400060842,0,0.0,0,0.0,26,0.0325,0,0.0,774,0,21,21,0,0,0,5,0,5,0,5,-62.91970566704265,16.693022617785587,0.2840318897067876,2.502221721233184,0.1318038583012925,0.4362599211122827,1.0837434298665896,2.502221721233184
Cold start + gate,45,35200,36000,800,-16.4652655485907,-13172.21243887256,-9.820243926680453,-7856.195141344362,6.645021621910246,5316.017297528197,0,0.0,0,0.0,22,0.0275,0,0.0,778,0,20,20,0,0,0,2,0,2,0,2,-60.820137364582365,19.959999999927764,0.237933583988793,2.78910236671976,0.1287954166733558,0.3470717513042301,1.1001805044586708,2.78910236671976
Cold start + gate,46,36000,36800,800,-11.761009092695272,-9408.807274156215,-9.756914693920589,-7805.53175513647,2.004094398774685,1603.2755190197486,0,0.0,0,0.0,25,0.03125,0,0.0,775,0,21,21,0,0,0,4,0,4,0,4,-63.35467257459072,10.47716406625691,0.2724969063245854,2.663349606845827,0.1312235536378912,0.4137702590112797,1.113714979693261,2.663349606845827
Cold start + gate,47,36800,37600,800,-10.049858889305826,-8039.887111444661,-8.657418750632322,-6925.935000505858,1.3924401386735037,1113.952110938803,0,0.0,0,0.0,24,0.03,0,0.0,776,0,18,18,0,0,0,6,0,6,0,6,-61.36988568634604,8.478475252117263,0.2592107462349989,2.902785730297694,0.1264339505910338,0.3919875418789639,1.095286544438408,2.902785730297694
Cold start + gate,48,37600,38400,800,-11.969183262510027,-9575.346610008022,-9.822265889809632,-7857.812711847706,2.1469173727003943,1717.5338981603154,0,0.0,0,0.0,24,0.03,0,0.0,776,0,19,19,0,0,0,5,0,5,0,5,-57.4529046311136,8.5058860530761,0.283550701491044,2.7637639346635297,0.138000248506415,0.429101154475673,1.1405421596574792,2.7637639346635297
Cold start + gate,49,38400,39200,800,-10.06964405789406,-8055.715246315249,-7.898839936780275,-6319.07194942422,2.1708041211137847,1736.6432968910278,0,0.0,0,0.0,30,0.0375,0,0.0,770,0,23,23,0,0,0,7,0,7,0,7,-62.66011142048774,13.45531729458498,0.211465697028567,2.5291065540865247,0.1193131960341665,0.3036181980229674,1.0505345525142171,2.5291065540865247
Cold start + gate,50,39200,40000,800,-10.985051516847346,-8788.041213477876,-9.155705097358265,-7324.56407788661,1.829346419489084,1463.4771355912671,0,0.0,0,0.0,22,0.0275,0,0.0,778,0,17,17,0,0,0,5,0,5,0,5,-54.28346526969148,7.256437197300575,0.2568475339971804,2.743862733842434,0.1318898708536331,0.3818051971407276,1.087898189688668,2.743862733842434
Cold start + gate,51,40000,40800,800,-13.132083929621304,-10505.667143697045,-9.32416046139402,-7459.328369115216,3.807923468227281,3046.338774581825,0,0.0,0,0.0,31,0.03875,0,0.0,769,0,30,30,0,0,0,1,0,1,0,1,-67.43267875866093,9.882929487136328,0.258698574541937,2.9247032937200856,0.1250661825098603,0.3923309665740137,1.095748395469644,2.9247032937200856
Cold start + gate,52,40800,41600,800,-10.2996994004276,-8239.759520342079,-8.800534823747153,-7040.427858997723,1.4991645766804436,1199.3316613443549,0,0.0,0,0.0,21,0.02625,0,0.0,779,0,16,16,0,0,0,5,0,5,0,5,-63.79514294881301,9.916753675726218,0.2655612286114219,2.6901119715896584,0.1263938026228002,0.4047286546000435,1.0837730464661064,2.6901119715896584
Cold start + gate,53,41600,42400,800,-11.829848942998272,-9463.87915439862,-9.529962268344338,-7623.969814675471,2.299886674653933,1839.9093397231463,0,0.0,0,0.0,35,0.04375,0,0.0,765,0,32,32,0,0,0,3,0,3,0,3,-63.05050718523967,12.38076353028761,0.2900598051332914,2.853888374854762,0.1247747805734085,0.4553448296931742,1.0862077288287466,2.853888374854762
Cold start + gate,54,42400,43200,800,-10.282588857957252,-8226.071086365802,-8.59336022924439,-6874.688183395512,1.6892286287128635,1351.3829029702908,0,0.0,0,0.0,23,0.02875,0,0.0,777,0,19,19,0,0,0,4,0,4,0,4,-61.994425919111336,11.936746220879948,0.2626031932715386,2.880175454667892,0.1258498923296989,0.3993564942133783,1.0575515116813952,2.880175454667892
Cold start + gate,55,43200,44000,800,-10.655811524038889,-8524.649219231109,-8.958166700142536,-7166.533360114029,1.697644823896349,1358.1158591170793,0,0.0,0,0.0,28,0.035,0,0.0,772,0,26,26,0,0,0,2,0,2,0,2,-60.37793569370854,9.246352146355363,0.2702350515838698,2.694158163568602,0.1269459615144824,0.4135241416532572,1.059541684155182,2.694158163568602
Cold start + gate,56,44000,44800,800,-10.762252839820787,-8609.802271856632,-9.06860932317627,-7254.887458541017,1.6936435166445163,1354.9148133156132,0,0.0,0,0.0,36,0.045,0,0.0,764,0,31,31,0,0,0,5,0,5,0,5,-62.66150660277117,5.755866079419844,0.2763293785815635,2.6472086561947776,0.1311004853315844,0.4215582718315425,1.1645006644432878,2.6472086561947776
Cold start + gate,57,44800,45600,800,-10.825991144475433,-8660.792915580347,-8.759722904342855,-7007.778323474284,2.0662682401325787,1653.014592106063,0,0.0,0,0.0,29,0.03625,0,0.0,771,0,22,22,0,0,0,7,0,7,0,7,-58.64709876940663,11.184309519787698,0.2409917938766769,2.578265340456653,0.1343278059420369,0.3476557818113169,1.118482216575805,2.578265340456653
Cold start + gate,58,45600,46400,800,-9.7871905170556,-7829.752413644481,-8.720727901674138,-6976.582321339311,1.0664626153814651,853.170092305172,0,0.0,0,0.0,21,0.02625,0,0.0,779,0,15,15,0,0,0,6,0,6,0,6,-70.15708309672482,5.937127434858085,0.2732874141594046,2.8043970225811563,0.1282427227756234,0.4183321055431858,1.1664825372058112,2.8043970225811563
Cold start + gate,59,46400,47200,800,-10.011520695236982,-8009.216556189585,-8.623073202123713,-6898.45856169897,1.3884474931132695,1110.7579944906156,0,0.0,0,0.0,17,0.02125,0,0.0,783,0,13,13,0,0,0,4,0,4,0,4,-64.48510031371893,11.760261147767892,0.2377535675012989,2.822993122912692,0.1351723529900083,0.3403347820125895,1.128936239160458,2.822993122912692
Cold start + gate,60,47200,48000,800,-10.74127808577615,-8593.02246862092,-9.250371221358922,-7400.296977087137,1.4909068644172292,1192.7254915337833,0,0.0,0,0.0,22,0.0275,0,0.0,778,0,18,18,0,0,0,4,0,4,0,4,-47.533341594911576,9.427177270464991,0.2784392325753536,2.6407405951894134,0.1325210193738366,0.4243574457768707,0.9909881466894236,2.6407405951894134
Cold start + gate,61,48000,48800,800,-9.160171367934474,-7328.1370943475795,-7.79858657828644,-6238.869262629152,1.3615847896480349,1089.267831718428,0,0.0,0,0.0,25,0.03125,0,0.0,775,0,21,21,0,0,0,4,0,4,0,4,-73.63665046783706,6.92068582828016,0.2489506879300893,2.708071952082719,0.1193410191677469,0.3785603566924318,1.061766626484626,2.708071952082719
Cold start + gate,62,48800,49600,800,-11.820337503078294,-9456.270002462636,-9.328675293133536,-7462.94023450683,2.4916622099447583,1993.3297679558068,0,0.0,0,0.0,28,0.035,0,0.0,772,0,23,23,0,0,0,5,0,5,0,5,-65.6448310628524,9.824685053341208,0.2693820439516162,3.0250901569781945,0.1396040435317732,0.3991600443714592,1.1278837577363745,3.0250901569781945
Cold start + gate,63,49600,50400,800,-9.888197468490045,-7910.557974792035,-7.773443468775985,-6218.754775020788,2.11475399971406,1691.8031997712478,0,0.0,0,0.0,17,0.02125,0,0.0,783,0,14,14,0,0,0,3,0,3,0,3,-42.827045669947495,10.636384687326384,0.2310587091151668,2.4946122550269365,0.1202996537604715,0.341817764469862,1.072430508690346,2.4946122550269365
Cold start + gate,64,50400,51200,800,-10.474689367840169,-8379.751494272135,-8.029745349037983,-6423.796279230386,2.444944018802186,1955.955215041749,0,0.0,0,0.0,17,0.02125,0,0.0,783,0,13,13,0,0,0,4,0,4,0,4,-48.79315399264658,15.318349537507332,0.2332535908602735,2.6292879504442794,0.1140133601073186,0.3524938216132284,1.0480981996687055,2.6292879504442794
Cold start + gate,65,51200,52000,800,-9.73123807593513,-7784.990460748104,-8.146085413410743,-6516.868330728595,1.5851526625243857,1268.1221300195084,0,0.0,0,0.0,22,0.0275,0,0.0,778,0,16,16,0,0,0,6,0,6,0,6,-69.0832913495891,9.949244625838883,0.2368619005354029,2.6672640446657283,0.1263840655934469,0.3473397354773589,1.106222789285744,2.6672640446657283
Cold start + gate,66,52000,52800,800,-10.79170423309862,-8633.363386478897,-8.458723283055136,-6766.978626444108,2.332980950043485,1866.384760034788,0,0.0,0,0.0,19,0.02375,0,0.0,781,0,12,12,0,0,0,7,0,7,0,7,-56.11567211420368,12.499373206502,0.2543724564128178,2.5385344391462468,0.123573865586631,0.3851710472390047,1.0958202742404746,2.5385344391462468
Cold start + gate,67,52800,53600,800,-9.019249566415075,-7215.39965313206,-7.745489564218385,-6196.391651374708,1.273760002196691,1019.0080017573528,0,0.0,0,0.0,23,0.02875,0,0.0,777,0,17,17,0,0,0,6,0,6,0,6,-47.86282163148536,6.688696624500054,0.2374410301689091,2.7366590109765525,0.1214684086100122,0.353413651727806,1.1007438958047708,2.7366590109765525
Cold start + gate,68,53600,54400,800,-9.738480063003603,-7790.784050402884,-9.262898789263112,-7410.3190314104895,0.4755812737404937,380.465018992395,0,0.0,0,0.0,11,0.01375,0,0.0,789,0,10,10,0,0,0,1,0,1,0,1,-57.79607089177409,4.632999216346545,0.2807274730161627,2.8025299575114677,0.1391258530881925,0.4223290929441328,1.0982683599817542,2.8025299575114677
Cold start + gate,69,54400,55200,800,-9.7345233396447,-7787.61867171576,-8.374782905683638,-6699.826324546911,1.3597404339610606,1087.7923471688484,0,0.0,0,0.0,16,0.02,0,0.0,784,0,13,13,0,0,0,3,0,3,0,3,-47.14312122802375,8.934194426188377,0.26273858425117,2.9415957842992384,0.1277337370612307,0.3977434314411093,1.1212924937418216,2.9415957842992384
Cold start + gate,70,55200,56000,800,-10.28579217258838,-8228.633738070705,-8.189158573721482,-6551.326858977185,2.096633598866901,1677.3068790935208,0,0.0,0,0.0,15,0.01875,0,0.0,785,0,11,11,0,0,0,4,0,4,0,4,-54.62398045530392,19.959999999997137,0.2387711852200378,2.9009441483617597,0.121712448380729,0.3558299220593465,1.0977547582567475,2.9009441483617597
