case,episode,step_start,step_stop_exclusive,n_steps,reward_mean,reward_sum,reward_no_penalty_mean,reward_no_penalty_sum,fallback_penalty_mean,fallback_penalty_sum,diagnostic_unsafe_count,diagnostic_unsafe_rate,diagnostic_unstable_count,diagnostic_unstable_rate,actual_intervention_count,actual_intervention_rate,projection_count,projection_rate,accepted_candidate_count,section16_projection_count,fallback_count,fallback_verified_count,fallback_unverified_count,target_fail_hold_prev_count,solver_fail_hold_prev_count,target_hold_prev_count,solver_hold_prev_count,gart_target_hold_prev_count,gart_solver_hold_prev_count,target_failure_count,min_contraction_margin,max_executed_action_gap_inf,output_rmse_mean,output_max_abs_error,output0_rmse,output1_rmse,output0_max_abs_error,output1_max_abs_error
Cold start + gate,243,193600,194400,800,-5.898806152255307,-4719.044921804245,-5.525152313828318,-4420.121851062655,0.3736538384269886,298.9230707415909,0,0.0,0,0.0,8,0.01,0,0.0,792,0,5,5,0,0,0,3,0,3,0,3,-56.61998556172762,7.527317388845169,0.2166024194562142,2.620915265276608,0.115863844502425,0.3173409944100034,1.0798501685252444,2.620915265276608
Cold start + gate,244,194400,195200,800,-7.074743055194468,-5659.794444155575,-5.955593673045732,-4764.474938436586,1.119149382148737,895.3195057189897,0,0.0,0,0.0,8,0.01,0,0.0,792,0,4,4,0,0,0,4,0,4,0,4,-56.568843584175056,9.601711509375072,0.2234420677951179,2.9555143550561525,0.1315472669932342,0.3153368685970016,1.1078995699281902,2.9555143550561525
Cold start + gate,245,195200,196000,800,-7.54254210194836,-6034.033681558688,-6.132682585988536,-4906.146068790828,1.409859515959825,1127.88761276786,0,0.0,0,0.0,12,0.015,0,0.0,788,0,8,8,0,0,0,4,0,4,0,4,-70.62551801653103,9.762740750726213,0.2250412874676539,3.041439457459944,0.1315432358959716,0.3185393390393363,1.0918730044883094,3.041439457459944
Cold start + gate,246,196000,196800,800,-5.080736727873806,-4064.5893822990447,-4.765340663472702,-3812.2725307781616,0.3153960644011046,252.3168515208837,0,0.0,0,0.0,8,0.01,0,0.0,792,0,4,4,0,0,0,4,0,4,0,4,-61.8966817217115,4.189033674878784,0.1865827341646372,2.6375069303952614,0.1139236246558173,0.2592418436734572,1.0664107564891627,2.6375069303952614
Cold start + gate,247,196800,197600,800,-8.688545405249215,-6950.836324199372,-5.903601581314178,-4722.881265051343,2.7849438239350377,2227.95505914803,0,0.0,0,0.0,9,0.01125,0,0.0,791,0,3,3,0,0,0,6,0,6,0,6,-60.17081864589875,19.71547619455388,0.1935420578003447,2.5358915109492277,0.1165912046491122,0.2704929109515773,1.0849735258648563,2.5358915109492277
Cold start + gate,248,197600,198400,800,-6.525059023687422,-5220.047218949938,-5.815905989971486,-4652.724791977189,0.7091530337159366,567.3224269727493,0,0.0,0,0.0,13,0.01625,0,0.0,787,0,10,10,0,0,0,3,0,3,0,3,-88.68598857344057,9.38666584058666,0.2149373792949079,2.571881381053572,0.1167704220079706,0.3131043365818453,1.0708712507814735,2.571881381053572
Cold start + gate,249,198400,199200,800,-6.262502650417647,-5010.0021203341175,-5.979208878412782,-4783.367102730226,0.2832937720048645,226.6350176038916,0,0.0,0,0.0,8,0.01,0,0.0,792,0,5,5,0,0,0,3,0,3,0,3,-89.30056620500386,6.059050405412846,0.2279123606566727,2.63272687852799,0.1175293096747888,0.3382954116385567,1.092876982356657,2.63272687852799
Cold start + gate,250,199200,200000,800,-5.79404709260587,-4635.237674084696,-5.344276726440835,-4275.421381152668,0.4497703661650359,359.8162929320287,0,0.0,0,0.0,9,0.01125,0,0.0,791,0,6,6,0,0,0,3,0,3,0,3,-92.18067976011685,8.608436586922632,0.2051412760084313,2.7173083635350395,0.11370793813923,0.2965746138776325,1.0579073421236989,2.7173083635350395
Cold start + gate,251,200000,200800,800,-7.106975430542878,-5685.580344434303,-6.138067166478841,-4910.4537331830725,0.9689082640640369,775.1266112512294,0,0.0,0,0.0,11,0.01375,0,0.0,789,0,7,7,0,0,0,4,0,4,0,4,-54.685283400632784,9.330926306681034,0.2297031826566307,2.934382522843009,0.1262166404125567,0.3331897249007047,1.0910469509593663,2.934382522843009
Cold start + gate,252,200800,201600,800,-5.414579235769867,-4331.663388615894,-5.201207720296951,-4160.966176237561,0.2133715154729167,170.69721237833335,0,0.0,0,0.0,9,0.01125,0,0.0,791,0,5,5,0,0,0,4,0,4,0,4,-79.85173049723221,2.9956659734859805,0.2055733893061589,2.563976556811326,0.1148171215208415,0.2963296570914764,1.0653495567136857,2.563976556811326
Cold start + gate,253,201600,202400,800,-8.637007890076534,-6909.606312061227,-6.99585506710361,-5596.684053682889,1.641152822972924,1312.9222583783392,0,0.0,0,0.0,13,0.01625,0,0.0,787,0,9,9,0,0,0,4,0,4,0,4,-61.02741312898536,10.005900424491426,0.2397271419566459,3.0142749278405745,0.1343912335795694,0.3450630503337223,1.113596785055034,3.0142749278405745
Cold start + gate,254,202400,203200,800,-8.238692403424379,-6590.953922739504,-6.782693453261697,-5426.154762609357,1.455998950162684,1164.7991601301471,0,0.0,0,0.0,13,0.01625,0,0.0,787,0,8,8,0,0,0,5,0,5,0,5,-73.16710514070633,9.872999276303837,0.2455397609185688,3.022555526748704,0.1315870076191464,0.3594925142179912,1.092649235909191,3.022555526748704
Cold start + gate,255,203200,204000,800,-7.368541840908732,-5894.833472726986,-6.444912657106586,-5155.930125685269,0.923629183802147,738.9033470417176,0,0.0,0,0.0,10,0.0125,0,0.0,790,0,6,6,0,0,0,4,0,4,0,4,-70.79109436650538,9.682789256222105,0.2397308842027093,2.943239493815554,0.1276757478253038,0.3517860205801149,1.1061472867126905,2.943239493815554
Cold start + gate,256,204000,204800,800,-7.744244714669508,-6195.395771735606,-6.483786129216193,-5187.028903372954,1.2604585854533144,1008.3668683626516,0,0.0,0,0.0,13,0.01625,0,0.0,787,0,10,10,0,0,0,3,0,3,0,3,-90.88445791712913,11.373649170709792,0.2371897320286935,3.308368888237453,0.1277677691629467,0.3466116948944403,1.0752329046299145,3.308368888237453
Cold start + gate,257,204800,205600,800,-5.451748073236081,-4361.398458588865,-5.273692489964429,-4218.953991971543,0.1780555832716515,142.4444666173212,0,0.0,0,0.0,9,0.01125,0,0.0,791,0,5,5,0,0,0,4,0,4,0,4,-62.63252675861429,2.2916954404341654,0.2132050125148321,2.763766245860495,0.1152063746800106,0.3112036503496536,1.0720606790634153,2.763766245860495
Cold start + gate,258,205600,206400,800,-6.277467195499244,-5021.973756399395,-5.74075083903799,-4592.600671230392,0.5367163564612524,429.3730851690019,0,0.0,0,0.0,10,0.0125,0,0.0,790,0,8,8,0,0,0,2,0,2,0,2,-79.74148607379993,9.129325384312086,0.2171729473137471,2.6241160493180478,0.11552929686737,0.3188165977601242,1.0753250041147262,2.6241160493180478
Cold start + gate,259,206400,207200,800,-5.522092777374869,-4417.674221899895,-5.156962789003302,-4125.5702312026415,0.3651299883715676,292.1039906972541,0,0.0,0,0.0,10,0.0125,0,0.0,790,0,7,7,0,0,0,3,0,3,0,3,-81.49909730350419,6.99019682343209,0.1990384215157719,2.721356419393885,0.1155287188148427,0.2825481242167012,1.072586700010104,2.721356419393885
Cold start + gate,260,207200,208000,800,-6.471095050971823,-5176.876040777459,-5.928367135510562,-4742.693708408449,0.5427279154612618,434.1823323690094,0,0.0,0,0.0,10,0.0125,0,0.0,790,0,6,6,0,0,0,4,0,4,0,4,-60.993896351300464,9.873564476263162,0.2277564422206049,2.9635850739473426,0.1228402969457809,0.3326725874954289,1.0971230950457938,2.9635850739473426
Cold start + gate,261,208000,208800,800,-5.1116566979769,-4089.32535838152,-4.988446128857748,-3990.7569030861982,0.1232105691191527,98.56845529532218,0,0.0,0,0.0,5,0.00625,0,0.0,795,0,2,2,0,0,0,3,0,3,0,3,-85.1872605168079,3.210709038529273,0.2002033157427314,2.606985109622201,0.1150358299820222,0.2853708015034406,1.074115771574592,2.606985109622201
Cold start + gate,262,208800,209600,800,-6.032261546535999,-4825.809237228799,-5.797657191781927,-4638.125753425542,0.2346043547540709,187.68348380325676,0,0.0,0,0.0,8,0.01,0,0.0,792,0,5,5,0,0,0,3,0,3,0,3,-59.59789857263502,5.306423360821405,0.2288916944329881,2.657745580749747,0.1162757934665958,0.3415075953993803,1.072047944876433,2.657745580749747
Cold start + gate,263,209600,210400,800,-6.755199842342396,-5404.159873873917,-5.82386198898849,-4659.089591190792,0.931337853353906,745.0702826831248,0,0.0,0,0.0,10,0.0125,0,0.0,790,0,6,6,0,0,0,4,0,4,0,4,-79.84634736079374,9.664228940778488,0.2206515568728835,2.993976067309177,0.1254614179694544,0.3158416957763125,1.0936336773719195,2.993976067309177
Cold start + gate,264,210400,211200,800,-7.606156561445528,-6084.925249156422,-6.743380948164852,-5394.704758531881,0.8627756132806749,690.2204906245399,0,0.0,0,0.0,11,0.01375,0,0.0,789,0,7,7,0,0,0,4,0,4,0,4,-67.2813805557945,9.52822530282324,0.2507761422826865,3.026823171465992,0.1277836793907976,0.3737686051745754,1.08055304821807,3.026823171465992
Cold start + gate,265,211200,212000,800,-9.694378717713269,-7755.502974170615,-7.557014211130815,-6045.611368904652,2.137364506582454,1709.891605265963,0,0.0,0,0.0,16,0.02,0,0.0,784,0,12,12,0,0,0,4,0,4,0,4,-68.12575604354015,11.064152121536695,0.2588261477135578,2.9958907314443195,0.1328430093314616,0.3848092860956541,1.082348163085515,2.9958907314443195
Cold start + gate,266,212000,212800,800,-7.608541781361002,-6086.833425088802,-6.382174947519816,-5105.739958015853,1.2263668338411868,981.0934670729496,0,0.0,0,0.0,14,0.0175,0,0.0,786,0,10,10,0,0,0,4,0,4,0,4,-70.22337725347279,9.556419747156138,0.2362843822853222,2.990703552008938,0.1260537278744221,0.3465150366962224,1.0901273964181155,2.990703552008938
Cold start + gate,267,212800,213600,800,-6.221179838339412,-4976.94387067153,-5.88412054669858,-4707.296437358864,0.3370592916408336,269.64743331266686,0,0.0,0,0.0,11,0.01375,0,0.0,789,0,7,7,0,0,0,4,0,4,0,4,-71.91843013493178,5.375045964827107,0.2366972370828594,2.8471010157554133,0.1142916608704762,0.3591028132952426,1.065861978620679,2.8471010157554133
Cold start + gate,268,213600,214400,800,-6.4183256882201,-5134.66055057608,-5.514460101520847,-4411.5680812166775,0.9038655866992537,723.0924693594029,0,0.0,0,0.0,10,0.0125,0,0.0,790,0,5,5,0,0,0,5,0,5,0,5,-82.1412757719703,9.671105500472787,0.2118975072138042,2.9602554692591525,0.124614709662849,0.2991803047647593,1.0776073235301236,2.9602554692591525
Cold start + gate,269,214400,215200,800,-8.40495375803487,-6723.963006427895,-6.753160133203353,-5402.528106562682,1.651793624831516,1321.4348998652129,0,0.0,0,0.0,14,0.0175,0,0.0,786,0,9,9,0,0,0,5,0,5,0,5,-60.84530966745592,9.602817333147277,0.2408120992783324,3.0000204871494702,0.1313592775230693,0.3502649210335956,1.0844837993629004,3.0000204871494702
Cold start + gate,270,215200,216000,800,-6.248100299800492,-4998.480239840394,-5.712178622019028,-4569.742897615222,0.5359216777814655,428.7373422251724,0,0.0,0,0.0,12,0.015,0,0.0,788,0,7,7,0,0,0,5,0,5,0,5,-99.6421050682402,9.543303355219026,0.2172961291767036,2.9615341585886767,0.123495006889988,0.3110972514634191,1.1026570832917124,2.9615341585886767
Cold start + gate,271,216000,216800,800,-6.230941787481799,-4984.753429985439,-5.5381938583773005,-4430.55508670184,0.6927479291044989,554.1983432835991,0,0.0,0,0.0,10,0.0125,0,0.0,790,0,5,5,0,0,0,5,0,5,0,5,-85.06724251670903,11.653786417088972,0.2036602986750656,2.664269103412608,0.1154100287470695,0.2919105686030618,1.0658830629416527,2.664269103412608
Cold start + gate,272,216800,217600,800,-5.941594682791943,-4753.275746233555,-5.675919811480647,-4540.735849184517,0.2656748713112954,212.5398970490364,0,0.0,0,0.0,11,0.01375,0,0.0,789,0,6,6,0,0,0,5,0,5,0,5,-90.63368860560117,3.1372982659985533,0.2144074993139079,2.5296958510464265,0.1186131697993242,0.3102018288284917,1.0896100847152224,2.5296958510464265
Cold start + gate,273,217600,218400,800,-6.96443174714188,-5571.545397713504,-6.440248233460391,-5152.198586768312,0.5241835136814887,419.346810945191,0,0.0,0,0.0,7,0.00875,0,0.0,793,0,4,4,0,0,0,3,0,3,0,3,-84.20628812466134,10.191530971263605,0.2406706512197058,2.6651268947131825,0.1192931139950294,0.3620481884443822,1.0927659941793548,2.6651268947131825
Cold start + gate,274,218400,219200,800,-9.94424864195473,-7955.398913563784,-7.023984217113913,-5619.18737369113,2.920264424840816,2336.211539872653,0,0.0,0,0.0,10,0.0125,0,0.0,790,0,7,7,0,0,0,3,0,3,0,3,-68.7955460470182,19.85932709141006,0.2388727864333561,2.950623057715518,0.1274333409040824,0.3503122319626298,1.1120613413778373,2.950623057715518
Cold start + gate,275,219200,220000,800,-7.423905983493896,-5939.124786795117,-6.239305796987744,-4991.444637590195,1.1846001865061526,947.680149204922,0,0.0,0,0.0,12,0.015,0,0.0,788,0,8,8,0,0,0,4,0,4,0,4,-92.14591009390028,9.649371763882176,0.2340388382208579,3.029960783077911,0.1300140849687287,0.3380635914729872,1.0921825985662426,3.029960783077911
Cold start + gate,276,220000,220800,800,-5.608645088501064,-4486.916070800851,-5.351580643578356,-4281.264514862685,0.2570644449227085,205.65155593816684,0,0.0,0,0.0,9,0.01125,0,0.0,791,0,5,5,0,0,0,4,0,4,0,4,-72.55775640166473,3.177198519179747,0.2100534027142587,2.550746563447376,0.1160732236719992,0.3040335817565182,1.0812547238415289,2.550746563447376
Cold start + gate,277,220800,221600,800,-5.490467404202418,-4392.373923361934,-5.185101366480307,-4148.081093184245,0.3053660377221108,244.29283017768867,0,0.0,0,0.0,7,0.00875,0,0.0,793,0,5,5,0,0,0,2,0,2,0,2,-85.84255001738097,5.159512960808775,0.2070935653919375,2.6240211610075903,0.1162284728302255,0.2979586579536496,1.0827103673208858,2.6240211610075903
Cold start + gate,278,221600,222400,800,-5.592915072888509,-4474.332058310807,-5.340198955650562,-4272.15916452045,0.2527161172379466,202.17289379035728,0,0.0,0,0.0,10,0.0125,0,0.0,790,0,5,5,0,0,0,5,0,5,0,5,-84.15459863788453,3.038333473130775,0.2077260309573124,2.565824127857809,0.1163413904617922,0.2991106714528327,1.094078236597705,2.565824127857809
Cold start + gate,279,222400,223200,800,-7.809193902999238,-6247.35512239939,-5.514274483299931,-4411.419586639945,2.294919419699306,1835.9355357594447,0,0.0,0,0.0,11,0.01375,0,0.0,789,0,6,6,0,0,0,5,0,5,0,5,-82.65429438234594,19.736477522234235,0.1900939798912455,2.550223771002265,0.1155711910325254,0.2646167687499656,1.0851722199088836,2.550223771002265
Cold start + gate,280,223200,224000,800,-6.992865948355689,-5594.292758684552,-6.085455688439233,-4868.364550751387,0.907410259916456,725.9282079331648,0,0.0,0,0.0,6,0.0075,0,0.0,794,0,5,5,0,0,0,1,0,1,0,1,-81.5120993184097,9.62931288799648,0.2298376584943977,3.2517925298088244,0.1269204114085974,0.3327549055801979,1.0780083322327187,3.2517925298088244
Cold start + gate,281,224000,224800,800,-5.06751648754372,-4054.013190034977,-4.892887264916251,-3914.309811933,0.1746292226274702,139.7033781019762,0,0.0,0,0.0,7,0.00875,0,0.0,793,0,4,4,0,0,0,3,0,3,0,3,-75.56648504561451,2.976583869106415,0.1977402282466532,2.6961841672610944,0.1146529585278425,0.280827497965464,1.076470851787001,2.6961841672610944
Cold start + gate,282,224800,225600,800,-5.2529078502642825,-4202.326280211426,-5.186786242899042,-4149.428994319233,0.0661216073652408,52.89728589219264,0,0.0,0,0.0,4,0.005,0,0.0,796,0,2,2,0,0,0,2,0,2,0,2,-74.07390505423677,1.4444476160301098,0.2105973631597625,2.729660576199933,0.1162829880112911,0.3049117383082339,1.084334860786607,2.729660576199933
Cold start + gate,283,225600,226400,800,-6.8957281757953455,-5516.5825406362765,-5.705278236283236,-4564.222589026588,1.1904499395121106,952.3599516096886,0,0.0,0,0.0,9,0.01125,0,0.0,791,0,5,5,0,0,0,4,0,4,0,4,-56.31837529421682,13.33192023394072,0.2087090540540929,2.565193423598828,0.1167325714196267,0.300685536688559,1.0839764525192703,2.565193423598828
Cold start + gate,284,226400,227200,800,-5.966193799998874,-4772.955039999099,-5.446548072409855,-4357.238457927884,0.5196457275890185,415.7165820712148,0,0.0,0,0.0,15,0.01875,0,0.0,785,0,10,10,0,0,0,5,0,5,0,5,-53.13836674731749,7.697434577668398,0.2046840713463539,2.584422447458394,0.1212854690445437,0.2880826736481641,1.1036706823337168,2.584422447458394
Cold start + gate,285,227200,228000,800,-5.426904135167563,-4341.52330813405,-5.236719869848687,-4189.375895878949,0.1901842653188759,152.14741225510073,0,0.0,0,0.0,10,0.0125,0,0.0,790,0,5,5,0,0,0,5,0,5,0,5,-53.560590442604735,1.8795689947660368,0.205279608550005,2.599708022435664,0.1183344600720359,0.292224757027974,1.1001041596575662,2.599708022435664
Cold start + gate,286,228000,228800,800,-4.930920762386442,-3944.736609909154,-4.813661020705541,-3850.928816564433,0.1172597416809006,93.8077933447205,0,0.0,0,0.0,7,0.00875,0,0.0,793,0,2,2,0,0,0,5,0,5,0,5,-56.241606976321805,1.7173457121849038,0.1872552995749263,2.5537780877578484,0.1185962681581327,0.2559143309917198,1.115719956045576,2.5537780877578484
Cold start + gate,287,228800,229600,800,-5.11796800686488,-4094.374405491904,-4.790240653445108,-3832.192522756086,0.3277273534197719,262.1818827358175,0,0.0,0,0.0,6,0.0075,0,0.0,794,0,1,1,0,0,0,5,0,5,0,5,-55.42521950633841,6.373863869674691,0.1902985427539171,2.5730087695349084,0.1158701196743508,0.2647269658334834,1.0858467324827354,2.5730087695349084
Cold start + gate,288,229600,230400,800,-7.057426120607097,-5645.9408964856775,-5.393982572826391,-4315.1860582611125,1.6634435477807057,1330.7548382245643,0,0.0,0,0.0,9,0.01125,0,0.0,791,0,6,6,0,0,0,3,0,3,0,3,-54.40677784495568,13.41337716574468,0.1913530750645208,2.55040003551494,0.1163292278563799,0.2663769222726617,1.0985887604531976,2.55040003551494
Cold start + gate,289,230400,231200,800,-10.18842476699658,-8150.739813597263,-7.02983478436914,-5623.867827495313,3.1585899826274373,2526.87198610195,0,0.0,0,0.0,14,0.0175,0,0.0,786,0,7,7,0,0,0,7,0,7,0,7,-52.76040213731221,19.569876277074368,0.2353932272810104,2.9950854980577333,0.1277752133387762,0.3430112412232446,1.0962836347034473,2.9950854980577333
Cold start + gate,290,231200,232000,800,-6.88365350225773,-5506.922801806184,-5.9843690901677,-4787.49527213416,0.8992844120900315,719.4275296720252,0,0.0,0,0.0,9,0.01125,0,0.0,791,0,6,6,0,0,0,3,0,3,0,3,-99.71015982801724,9.748666818787036,0.2328528427082261,2.9897294375156207,0.1284500579946417,0.3372556274218106,1.1108306081318902,2.9897294375156207
Cold start + gate,291,232000,232800,800,-7.544297613764626,-6035.438091011701,-6.001851489309129,-4801.481191447303,1.542446124455496,1233.956899564397,0,0.0,0,0.0,7,0.00875,0,0.0,793,0,4,4,0,0,0,3,0,3,0,3,-97.79749093403792,9.785676695007828,0.2198622197499905,3.0417177536853046,0.1315526519741137,0.3081717875258674,1.095951108551818,3.0417177536853046
Cold start + gate,292,232800,233600,800,-10.000926649047347,-8000.741319237878,-6.441665595549734,-5153.332476439788,3.559261053497613,2847.4088427980905,0,0.0,0,0.0,14,0.0175,0,0.0,786,0,6,6,0,0,0,8,0,8,0,8,-55.71897125067335,17.735594131903106,0.216644554569974,2.799652371837226,0.1243380042801373,0.3089511048598108,1.099891279011123,2.799652371837226
Cold start + gate,293,233600,234400,800,-6.255879920796142,-5004.703936636914,-5.314552702311073,-4251.642161848858,0.9413272184850692,753.0617747880555,0,0.0,0,0.0,7,0.00875,0,0.0,793,0,5,5,0,0,0,2,0,2,0,2,-88.852758516231,9.675969474363717,0.2079353332660955,2.978019269769049,0.1245082417074509,0.29136242482474,1.0956605280833602,2.978019269769049
Cold start + gate,294,234400,235200,800,-6.648328107713148,-5318.662486170519,-5.866833875125837,-4693.46710010067,0.7814942325873108,625.1953860698486,0,0.0,0,0.0,7,0.00875,0,0.0,793,0,5,5,0,0,0,2,0,2,0,2,-85.35236170967573,9.64553179186839,0.2238348522199775,3.004623451578823,0.1279379713034364,0.3197317331365186,1.1070751006639736,3.004623451578823
Cold start + gate,295,235200,236000,800,-6.405343785217981,-5124.275028174385,-5.424436749612867,-4339.549399690293,0.980907035605114,784.7256284840912,0,0.0,0,0.0,7,0.00875,0,0.0,793,0,2,2,0,0,0,5,0,5,0,5,-59.6449128931813,12.1421772043542,0.2022472143010897,2.573846239484567,0.1181569715679923,0.2863374570341871,1.103456768549528,2.573846239484567
Cold start + gate,296,236000,236800,800,-5.576620533171974,-4461.29642653758,-5.297757275414304,-4238.205820331443,0.27886325775767,223.09060620613607,0,0.0,0,0.0,6,0.0075,0,0.0,794,0,2,2,0,0,0,4,0,4,0,4,-61.39894794204099,6.14695688788292,0.203525635100669,2.588160076900863,0.1191104848157175,0.2879407853856205,1.1141832438405377,2.588160076900863
Cold start + gate,297,236800,237600,800,-5.459105028909517,-4367.284023127613,-5.088317546456,-4070.6540371648,0.370787482453517,296.62998596281363,0,0.0,0,0.0,6,0.0075,0,0.0,794,0,3,3,0,0,0,3,0,3,0,3,-52.76752326129372,8.430776755335708,0.185442149424281,2.558812666775964,0.119916692242729,0.250967606605833,1.125773440253353,2.558812666775964
Cold start + gate,298,237600,238400,800,-6.873976109192561,-5499.1808873540485,-6.093833215885564,-4875.066572708451,0.7801428933069985,624.1143146455988,0,0.0,0,0.0,4,0.005,0,0.0,796,0,2,2,0,0,0,2,0,2,0,2,-81.44360100299753,9.651366139662176,0.2227808865140189,3.0044908158790804,0.1274159028799483,0.3181458701480894,1.11153930440998,3.0044908158790804
Cold start + gate,299,238400,239200,800,-6.115361421403297,-4892.289137122638,-5.672992365788867,-4538.393892631093,0.4423690556144302,353.89524449154413,0,0.0,0,0.0,6,0.0075,0,0.0,794,0,5,5,0,0,0,1,0,1,0,1,-113.654929195239,9.606117064294832,0.2287746800249418,2.976328747011792,0.1239944204141722,0.3335549396357113,1.1044025408066696,2.976328747011792
Cold start + gate,300,239200,240000,800,-5.68679957657474,-4549.439661259792,-5.252732755838458,-4202.186204670767,0.4340668207362823,347.25345658902586,0,0.0,0,0.0,6,0.0075,0,0.0,794,0,3,3,0,0,0,3,0,3,0,3,-55.76029659007151,7.518496872635934,0.1992852492961785,2.568064096535068,0.1204329531954619,0.278137545396895,1.0935859317267391,2.568064096535068
Cold start no gate,1,0,800,800,-18.78880601574028,-15031.04481259222,-18.78880601574028,-15031.04481259222,0.0,0.0,11,0.01375,11,0.01375,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,-69.76018792458831,0.0,0.4802769388217626,3.12591537435452,0.2275571123982881,0.7329967652452369,1.1191729652139784,3.12591537435452
Cold start no gate,2,800,1600,800,-41.12977241567157,-32903.817932537255,-41.12977241567157,-32903.817932537255,0.0,0.0,18,0.0225,18,0.0225,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,-60.89626398376515,0.0,0.7760842220870334,5.659890368594006,0.3166465768288954,1.2355218673451716,1.2698002449474464,5.659890368594006
Cold start no gate,3,1600,2400,800,-22.407097560878032,-17925.678048702426,-22.407097560878032,-17925.678048702426,0.0,0.0,12,0.015,12,0.015,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,-16.085651547048684,0.0,0.5213934520193411,3.0880792113058533,0.2506639411156647,0.7921229629230174,1.1057269821844955,3.0880792113058533
Cold start no gate,4,2400,3200,800,-21.49960147056856,-17199.681176454847,-21.49960147056856,-17199.681176454847,0.0,0.0,18,0.0225,18,0.0225,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,-39.35854069918906,0.0,0.4737048682063762,3.26584042909974,0.2544744042527898,0.6929353321599626,1.1756967728966106,3.26584042909974
Cold start no gate,5,3200,4000,800,-62.81705303419074,-50253.64242735259,-62.81705303419074,-50253.64242735259,0.0,0.0,13,0.01625,13,0.01625,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,-88.97395646100722,0.0,0.9158145095923494,4.908266899387172,0.4093229993436831,1.4223060198410158,1.1714552999039265,4.908266899387172
Cold start no gate,6,4000,4800,800,-27.089308532731685,-21671.446826185347,-27.089308532731685,-21671.446826185347,0.0,0.0,14,0.0175,14,0.0175,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,-110.3658503774068,0.0,0.631363856556906,4.778980314441355,0.256502521286698,1.006225191827114,1.2931176642770486,4.778980314441355
Cold start no gate,7,4800,5600,800,-30.959253788706384,-24767.403030965103,-30.959253788706384,-24767.403030965103,0.0,0.0,11,0.01375,11,0.01375,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,-59.1090541959685,0.0,0.5319363321362467,2.8988802401473777,0.3147618291247596,0.7491108351477337,1.1255208928870557,2.8988802401473777
Cold start no gate,8,5600,6400,800,-48.0334730734068,-38426.77845872544,-48.0334730734068,-38426.77845872544,0.0,0.0,23,0.02875,23,0.02875,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,-109.3639699081666,0.0,0.7390275257035441,3.575537704433316,0.3721962281786566,1.1058588232284317,1.5985893720927384,3.575537704433316
Cold start no gate,9,6400,7200,800,-26.88717018900164,-21509.73615120131,-26.88717018900164,-21509.73615120131,0.0,0.0,18,0.0225,18,0.0225,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,-127.61961522441813,0.0,0.5686525835692342,5.861878413487034,0.2748090927989419,0.8624960743395265,1.4567252057812707,5.861878413487034
Cold start no gate,10,7200,8000,800,-66.71624840204161,-53372.998721633296,-66.71624840204161,-53372.998721633296,0.0,0.0,22,0.0275,22,0.0275,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,-90.04556772280273,0.0,0.8849168622162178,5.350798442419375,0.4409183846720964,1.328915339760339,2.0965077752435675,5.350798442419375
Cold start no gate,11,8000,8800,800,-29.9139498398685,-23931.1598718948,-29.9139498398685,-23931.1598718948,0.0,0.0,56,0.07,56,0.07,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,-64.52425495223622,0.0,0.5557559695068118,3.5077971670145303,0.290488483982787,0.8210234550308366,1.1917958602751637,3.5077971670145303
Cold start no gate,12,8800,9600,800,-30.58047210986636,-24464.377687893084,-30.58047210986636,-24464.377687893084,0.0,0.0,59,0.07375,59,0.07375,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,-83.23995159616254,0.0,0.5585352364875246,2.7758158538138105,0.3003399728635315,0.8167305001115176,1.1043806550170876,2.7758158538138105
Cold start no gate,13,9600,10400,800,-32.769080319069914,-26215.26425525593,-32.769080319069914,-26215.26425525593,0.0,0.0,66,0.0825,66,0.0825,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,-64.62995193182621,0.0,0.5480381735758952,3.6216599096528057,0.319620342467984,0.7764560046838064,1.5431793543584753,3.6216599096528057
Cold start no gate,14,10400,11200,800,-20.40852298607244,-16326.818388857952,-20.40852298607244,-16326.818388857952,0.0,0.0,66,0.0825,66,0.0825,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,-71.24205338868683,0.0,0.4297134163594195,3.146958627039851,0.2451753208596049,0.614251511859234,1.2583924182841328,3.146958627039851
Cold start no gate,15,11200,12000,800,-11.983745261785492,-9586.996209428393,-11.983745261785492,-9586.996209428393,0.0,0.0,97,0.12125,97,0.12125,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,-63.64097307933878,0.0,0.4237781337770022,3.058704577152469,0.1546775249193006,0.6928787426347038,1.1563710866527352,3.058704577152469
