input_index,fraction_lower_bound_active,fraction_upper_bound_active,average_exact_violation_below_lower,average_exact_violation_above_upper
0,0.22875,0.476875,58.75881015201785,61.35300257204376
1,0.179375,0.07125,30.195973842729607,28.676621256056613
