event_kind,event_anchor,k,y_sp,dhat_k,us_exact,us_bounded,solve_mode,exact_eq_residual_state_inf,exact_eq_residual_output_inf,bounded_residual_norm,dhat_delta_inf
setpoint_change,400,395,"[2.751989057031519, 0.5060686884724044]","[2.6687829687707842, 0.6016496901490551]","[26.480271591629222, 11.429839051688017]","[9.959999999999997, 1.8471837158654996]",exact_unbounded_fallback_bounded_ls,3.3610267347050637e-18,2.7755575615628914e-17,0.06240851172928544,9.51737464068847e-05
setpoint_change,400,396,"[2.751989057031519, 0.5060686884724044]","[2.6687480311782448, 0.6017450171960395]","[26.49420019545742, 11.43353188107859]","[9.959999999999997, 1.8427971980701268]",exact_unbounded_fallback_bounded_ls,6.396792817664476e-18,2.7755575615628914e-17,0.062461129716257585,9.532704698433925e-05
setpoint_change,400,397,"[2.751989057031519, 0.5060686884724044]","[2.6687128325953244, 0.6018397482547476]","[26.50816625678276, 11.437278520324643]","[9.959999999999997, 1.8384427627462236]",exact_unbounded_fallback_bounded_ls,2.710505431213761e-18,0.0,0.06251388920614855,9.4731058708164e-05
setpoint_change,400,398,"[2.751989057031519, 0.5060686884724044]","[2.6686773845115153, 0.6019348073176521]","[26.522213828927608, 11.441058603089829]","[9.959999999999997, 1.8340744902363426]",exact_unbounded_fallback_bounded_ls,4.0115480381963664e-18,1.3877787807814457e-17,0.06256695661887882,9.505906290452337e-05
setpoint_change,400,399,"[2.751989057031519, 0.5060686884724044]","[2.6686416963073443, 0.6020305725031457]","[26.536359724089888, 11.44486304455504]","[9.959999999999997, 1.8296735437328981]",exact_unbounded_fallback_bounded_ls,4.9873299934333204e-18,2.7755575615628914e-17,0.06262039546576825,9.576518549359037e-05
setpoint_change,400,400,"[-2.210727904737378, -3.3325198391259487]","[2.6686057806470322, 0.6021267043927846]","[-1067.2055911428713, -861.5069892731725]","[9.959999999993059, -7.4999999999897256]",exact_unbounded_fallback_bounded_ls,2.2898349882893854e-16,8.881784197001252e-16,6.094291987113526,9.613188963886188e-05
setpoint_change,400,401,"[-2.210727904737378, -3.3325198391259487]","[2.6685696520206736, 0.6022230275408387]","[-1067.1913024345772, -861.5031253750894]","[9.959999999993023, -7.499999999989665]",exact_unbounded_fallback_bounded_ls,2.5673907444456745e-16,2.6645352591003757e-15,6.094321140781584,9.632314805407827e-05
setpoint_change,400,402,"[-2.210727904737378, -3.3325198391259487]","[2.667315070534984, 0.40564393546596866]","[-1076.8727083751505, -857.3610345619574]","[9.959999999999997, -7.499999999999999]",exact_unbounded_fallback_bounded_ls,1.942890293094024e-16,3.9968028886505635e-15,5.976993808239382,0.19657909207487
setpoint_change,400,403,"[-2.210727904737378, -3.3325198391259487]","[2.6612764425678406, 0.04377558199662934]","[-1093.7257881839641, -849.138012361359]","[9.959999999999695, -7.4999999999999565]",exact_unbounded_fallback_bounded_ls,9.020562075079397e-17,1.3322676295501878e-15,5.769154370533942,0.3618683534693393
setpoint_change,400,404,"[-2.210727904737378, -3.3325198391259487]","[2.6453221148700212, -0.42537003977467014]","[-1113.4642553191131, -837.1739372305424]","[9.959999999306104, -7.499999999981616]",exact_unbounded_fallback_bounded_ls,1.249000902703301e-16,5.773159728050814e-15,5.516276574484324,0.4691456217712995
setpoint_change,400,405,"[-2.210727904737378, -3.3325198391259487]","[2.614381774839061, -0.9582317966772417]","[-1132.5534118984178, -821.5288271852172]","[9.959999999722228, -7.499999999982266]",exact_unbounded_fallback_bounded_ls,2.3592239273284576e-16,4.440892098500626e-16,5.2534664460236735,0.5328617569025715
setpoint_change,800,795,"[-2.210727904737378, -3.3325198391259487]","[-2.2584537833349065, -3.162826672392249]","[21.036403343432944, 4.253194070265532]","[9.959999999999997, -2.1717218284867923]",exact_unbounded_fallback_bounded_ls,5.854691731421724e-18,5.551115123125783e-17,0.04184324961868011,0.00014982499651017278
setpoint_change,800,796,"[-2.210727904737378, -3.3325198391259487]","[-2.2585609303421696, -3.162677511892652]","[21.071830350859564, 4.267389831525283]","[9.959999999999997, -2.178075656855317]",exact_unbounded_fallback_bounded_ls,7.589415207398531e-19,0.0,0.041977081971027015,0.00014916049959712296
setpoint_change,800,797,"[-2.210727904737378, -3.3325198391259487]","[-2.258667233143114, -3.162529191983282]","[21.106995266069752, 4.281467036474245]","[9.959999999999997, -2.184396013805424]",exact_unbounded_fallback_bounded_ls,3.2526065174565133e-18,6.938893903907228e-18,0.04210992421948413,0.00014831990936992057
setpoint_change,800,798,"[-2.210727904737378, -3.3325198391259487]","[-2.258772703428859, -3.162382353419036]","[21.141868506976202, 4.295440405668916]","[9.959999999999997, -2.190651019562304]",exact_unbounded_fallback_bounded_ls,6.071532165918825e-18,2.7755575615628914e-17,0.04224166461201203,0.00014683856424602126
setpoint_change,800,799,"[-2.210727904737378, -3.3325198391259487]","[-2.2588773558040516, -3.162235928104274]","[21.176508241295444, 4.309290869318158]","[9.959999999999997, -2.1968934843538706]",exact_unbounded_fallback_bounded_ls,5.421010862427522e-19,5.551115123125783e-17,0.04237252288837699,0.00014642531476205534
setpoint_change,800,800,"[2.751989057031519, 0.5060686884724044]","[-2.2589812036982573, -3.162090136539783]","[1114.9670812490099, 877.2787108928859]","[-9.999999999999998, 7.3]",exact_unbounded_fallback_bounded_ls,9.020562075079397e-17,8.881784197001252e-16,6.048586198060745,0.00014579156449068265
setpoint_change,800,801,"[2.751989057031519, 0.5060686884724044]","[-2.259084254373281, -3.1619441669510957]","[1115.001281708818, 877.2923135853671]","[-9.999999999999998, 7.3]",exact_unbounded_fallback_bounded_ls,1.3183898417423734e-16,0.0,6.048589148797437,0.00014596958868740018
setpoint_change,800,802,"[2.751989057031519, 0.5060686884724044]","[-2.2579357971661773, -2.8677637612328453]","[1129.6788742853087, 871.2106117452811]","[-9.999999999999957, 7.299999999999999]",exact_unbounded_fallback_bounded_ls,1.1796119636642288e-16,1.3322676295501878e-15,5.886966755767629,0.29418040571825044
