study,study_title,case,label,root,n_steps,n_episodes,episode_len,reward_mean,reward_no_penalty_mean,output0_rmse,output1_rmse,output_rmse_mean,output0_mae,output1_mae,output_mae_mean,output_max_inf,target_mismatch_mean,target_mismatch_max,target_residual_mean,target_residual_max,target_rate_mean,target_rate_max,solver_success_rate,target_success_rate,hard_contraction_rate,diagnostic_unsafe_rate,fallback_rate,actual_intervention_rate,accepted_rate,verified_rate,fallback_penalty_mean,weighted_correction_gap_mean,mean_du_inf,max_du_inf,wall_clock_seconds
direct_lmpc,Direct LMPC,lyap_governed_reference,LMPC,,240000,300,800,-4.343130736231523,-4.343130736231523,0.1909704070358824,0.564262680058132,0.3776165435470072,0.07053800513270085,0.2883420417205688,0.17944002342663484,2.9895205239396887,0.5132314534461874,4.940402802332615,1.7316081884225401e-07,0.0005318685356801188,0.0789333807974315,4.918822271973008,1.0,1.0,1.0,0.0,nan,1.0,nan,1.0,nan,nan,1.2241618697180319,22.546285657608507,9213.994000899955
direct_lmpc,Direct LMPC,mpc_only,MPC-only,,240000,300,800,-4.332737897682482,-4.332737897682482,0.19068743562659546,0.5651469916108133,0.37791721361870434,0.06956245006133481,0.2886042578934788,0.17908335397740682,2.9895467618890166,0.5091957453269557,4.940122843962202,1.7358825685269632e-07,0.0004523070388298784,0.07689983544388843,4.917369789534997,1.0,1.0,0.9981666666666666,0.0018333333333333333,nan,0.0,nan,0.9981666666666666,nan,nan,1.2080789929565758,22.548118918985438,3554.592319700052
cold_start,Cold-start safety-gate RL,rl_gate_governed_reference,RL gate,,240000,300,800,-16.588323943157235,-13.936652767135614,0.18129336861255882,0.4534865674201655,0.31738996801636216,0.07179213210808595,0.21630295490413898,0.14404754350611246,6.567051379092334,1.037575320394889,18.85173872161459,1.7474912304845978e-08,0.0011929248567495371,nan,nan,nan,1.0,0.9975791666666667,0.0,0.033933333333333336,0.0353625,0.9646375,0.9985708333333333,2.6516711760216207,0.7660153920072069,58.137060295499985,789.9973690535888,4971.978018699912
cold_start,Cold-start safety-gate RL,mpc_only,No-gate diag,,240000,300,800,-12.707565056837064,-12.707565056837064,0.18150213200697227,0.42931708486833114,0.3054096084376517,0.06671867648184443,0.19195402091357777,0.1293363486977111,6.636951492418518,0.8484411658013865,15.416415732184202,1.675585397570102e-08,0.00022423470156565563,nan,nan,nan,1.0,0.9254833333333333,0.07451666666666666,0.0,0.0,0.0,1.0,0.0,0.0,51.952037285420644,592.0,4780.868713199976
pretrained,Pretrained safety-gate RL,rl_gate_governed_reference,RL gate,,240000,300,800,-11.344930583340739,-7.5281820297078035,0.14662602877050418,0.34006378085166644,0.2433449048110853,0.051024500535523376,0.13846942650283237,0.09474696351917787,5.246421405118099,0.6917241443434706,12.605681058962473,2.1859650441377003e-08,0.00037875968477696153,nan,nan,nan,1.0,0.9958083333333333,0.0,0.0631125,0.06455,0.93545,0.9985625,3.816748553632936,1.0570828512109787,22.901971750594665,653.0820453151853,5125.712033899967
pretrained,Pretrained safety-gate RL,mpc_only,No-gate diag,,240000,300,800,-4.397829520978041,-4.397829520978041,0.13023585723955997,0.2650675012402661,0.19765167923991306,0.03196722056078785,0.07116337530938786,0.05156529793508786,3.287699958337612,0.32511659465683335,9.988052445357882,9.837711985289177e-08,0.001175106559017978,nan,nan,nan,1.0,0.8175791666666666,0.18242083333333334,0.0,0.0,0.0,1.0,0.0,0.0,9.818311329247457,428.16453027725225,4886.868402499938
